"","clusterID_seq","window_type","watershed","year","catchment_km2","TO","Nhat","t","surveyPeriod","SWA","VA","NDVI","riparian_area_m2","dam_km","clusterID_unique","clusterID_num","stream","sampleEvent","year_id","damPresence","sampleEvent_new","logSWA","y","y_veg","dam_km_std"
"770",20,"dammed","LT",2023,175.67131,34.4448710794169,1.15151913605691,7,"237",0,2001.80736745199,0.233657882507124,6938.31980334874,4.60607654422764,"2023.LT.20",188,4,11,3,1,11,0,0,1,0.524048327126828
"771",20,"dammed","LT",2023,175.67131,34.4448710794169,1.15151913605691,8,"238",0,1281.06441838882,0.234961652068694,6938.31980334874,4.60607654422764,"2023.LT.20",188,4,12,3,1,12,0,0,1,0.524048327126828
"772",20,"undammed","LT",2023,175.67131,33.7127950808367,0,5,"235",0,4127.38583972407,0.292297712924372,3327.29954431998,0,"2023.LT.20",188,4,9,3,0,9,0,0,1,-0.939641437061175
"773",20,"undammed","LT",2023,175.67131,33.7127950808367,0,6,"236",0,4237.14578986074,0.257423085691638,3327.29954431998,0,"2023.LT.20",188,4,10,3,0,10,0,0,1,-0.939641437061175
"774",20,"undammed","LT",2023,175.67131,33.7127950808367,0,7,"237",0,2142.33298297957,0.219886138060844,3327.29954431998,0,"2023.LT.20",188,4,11,3,0,11,0,0,1,-0.939641437061175
"775",20,"undammed","LT",2023,175.67131,33.7127950808367,0,8,"238",0,1474.34649664187,0.210962272756753,3327.29954431998,0,"2023.LT.20",188,4,12,3,0,12,0,0,1,-0.939641437061175
"776",21,"dammed","LT",2023,159.05826,50.4469990018226,1.15717966231025,5,"235",0,19815.6686448939,0.246857211369055,24642.496362417,4.628718649241,"2023.LT.21",200,4,9,3,1,9,0,0,1,0.531243391522634
"777",21,"dammed","LT",2023,159.05826,50.4469990018226,1.15717966231025,6,"236",4.21492881213917,10237.5339860505,0.218852821995543,24642.496362417,4.628718649241,"2023.LT.21",200,4,10,3,1,10,1.65152543776305,1,1,0.531243391522634
"778",21,"dammed","LT",2023,159.05826,50.4469990018226,1.15717966231025,7,"237",84.5604054965225,738.458941560633,0.21129004887168,24642.496362417,4.628718649241,"2023.LT.21",200,4,11,3,1,11,4.44922262352652,1,1,0.531243391522634
"779",21,"dammed","LT",2023,159.05826,50.4469990018226,1.15717966231025,8,"238",4.21492881213917,267.337275965074,0.180886400628973,24642.496362417,4.628718649241,"2023.LT.21",200,4,12,3,1,12,1.65152543776305,1,1,0.531243391522634
"780",21,"undammed","LT",2023,159.03525,43.4245440692504,0,5,"235",0,11591.7068567613,0.285652006256637,18033.1646048883,0,"2023.LT.21",200,4,9,3,0,9,0,0,1,-0.939641437061175
"781",21,"undammed","LT",2023,159.03525,43.4245440692504,0,6,"236",0,7663.72358739516,0.233282620247667,18033.1646048883,0,"2023.LT.21",200,4,10,3,0,10,0,0,1,-0.939641437061175
"782",21,"undammed","LT",2023,159.03525,43.4245440692504,0,7,"237",0,1801.82304190841,0.204677317656844,18033.1646048883,0,"2023.LT.21",200,4,11,3,0,11,0,0,1,-0.939641437061175
"783",21,"undammed","LT",2023,159.03525,43.4245440692504,0,8,"238",0,1795.25935650994,0.196614988888773,18033.1646048883,0,"2023.LT.21",200,4,12,3,0,12,0,0,1,-0.939641437061175
"784",22,"dammed","LT",2023,140.00385,54.4808557706033,5.98882870650724,5,"235",75.6759656667709,81146.5834751503,0.299016709048411,51550.0587304393,8.67946189348875,"2023.LT.22",211,4,9,3,1,9,4.3395883042056,1,1,1.81846286497872
"785",22,"dammed","LT",2023,140.00385,54.4808557706033,5.98882870650724,6,"236",0,75873.2927263447,0.280230981055686,51550.0587304393,8.67946189348875,"2023.LT.22",211,4,10,3,1,10,0,0,1,1.81846286497872
"786",22,"dammed","LT",2023,140.00385,54.4808557706033,5.98882870650724,7,"237",0,33899.5013330497,0.260440106508525,51550.0587304393,8.67946189348875,"2023.LT.22",211,4,11,3,1,11,0,0,1,1.81846286497872
"787",22,"dammed","LT",2023,140.00385,54.4808557706033,5.98882870650724,8,"238",0,58842.2710639505,0.224419950448321,51550.0587304393,8.67946189348875,"2023.LT.22",211,4,12,3,1,12,0,0,1,1.81846286497872
"788",22,"undammed","LT",2023,140.65965,47.9166698981067,0,5,"235",0,26410.3919979021,0.324424383999171,24200.4277951294,0,"2023.LT.22",211,4,9,3,0,9,0,0,1,-0.939641437061175
"789",22,"undammed","LT",2023,140.65965,47.9166698981067,0,6,"236",0,25583.371066344,0.315683413892324,24200.4277951294,0,"2023.LT.22",211,4,10,3,0,10,0,0,1,-0.939641437061175
"790",22,"undammed","LT",2023,140.65965,47.9166698981067,0,7,"237",0,16358.9269875022,0.273317834813409,24200.4277951294,0,"2023.LT.22",211,4,11,3,0,11,0,0,1,-0.939641437061175
"791",22,"undammed","LT",2023,140.65965,47.9166698981067,0,8,"238",0,21514.0643969368,0.235385942952404,24200.4277951294,0,"2023.LT.22",211,4,12,3,0,12,0,0,1,-0.939641437061175
