"","clusterID_seq","window_type","watershed","year","catchment_km2","TO","riparian_area_m2","riparian_area_m2_0","riparian_area_m2_10","riparian_area_m2_20","riparian_area_m2_30","Nhat","t","surveyPeriod","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","dam_km","clusterID_unique","clusterID_num","stream","sampleEvent","year_id","damPresence","sampleEvent_new","logSWA","y","dam_km_std"
"43",8,"dammed","WC",2019,842.2326,35.6770007862735,3111.99763146043,3120.200987625,8103.35657624,13042.934104128,17095.90923253,1.15210766471748,7,"197",424.544763504758,NA,NA,NA,NA,NA,NA,NA,NA,4.60843065886992,"2019.WC.8",81,6,3,1,1,3,6.05337014460641,1,0.524796402733594
"44",8,"dammed","WC",2019,842.2326,35.6770007862735,3111.99763146043,3120.200987625,8103.35657624,13042.934104128,17095.90923253,1.15210766471748,8,"198",1913.165677421,NA,NA,NA,NA,NA,NA,NA,NA,4.60843065886992,"2019.WC.8",81,6,4,1,1,4,7.55703712909275,1,0.524796402733594
"45",8,"undammed","WC",2019,843.774,37.2501799867626,3518.08979564905,3529.251712151,8850.182465409,14066.299871706,18741.165467726,0,5,"195",272.360138141174,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.8",81,6,1,1,0,1,5.61079011315215,1,-0.939641437061175
"46",8,"undammed","WC",2019,843.774,37.2501799867626,3518.08979564905,3529.251712151,8850.182465409,14066.299871706,18741.165467726,0,6,"196",744.05482222543,1079.22162463618,3330.35979350969,5595.94054484648,6927.77051630955,0.294669281560881,0.30940517484439,0.292099636565082,0.284396079648799,0,"2019.WC.8",81,6,2,1,0,2,6.61345780255195,1,-0.939641437061175
"47",8,"undammed","WC",2019,843.774,37.2501799867626,3518.08979564905,3529.251712151,8850.182465409,14066.299871706,18741.165467726,0,7,"197",1082.53079958359,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.8",81,6,3,1,0,3,6.98798024658402,1,-0.939641437061175
"48",8,"undammed","WC",2019,843.774,37.2501799867626,3518.08979564905,3529.251712151,8850.182465409,14066.299871706,18741.165467726,0,8,"198",1677.31999860792,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.8",81,6,4,1,0,4,7.42554857123427,1,-0.939641437061175
"49",9,"dammed","WC",2019,833.43054,32.2773167532213,5687.76921668649,5689.390939675,15897.882990119,25807.188800858,34543.279743179,3.37794691352358,5,"195",254.307330367144,NA,NA,NA,NA,NA,NA,NA,NA,6.62342532063447,"2019.WC.9",89,6,1,1,1,1,5.54246803659334,1,1.16510861487309
"50",9,"dammed","WC",2019,833.43054,32.2773167532213,5687.76921668649,5689.390939675,15897.882990119,25807.188800858,34543.279743179,3.37794691352358,6,"196",648.054542786701,4133.31264424044,12041.4692779541,20479.8463223626,26735.353083143,0.34591458621603,0.34026147690573,0.317054261080834,0.310878217053724,6.62342532063447,"2019.WC.9",89,6,2,1,1,2,6.47551675444663,1,1.16510861487309
"51",9,"dammed","WC",2019,833.43054,32.2773167532213,5687.76921668649,5689.390939675,15897.882990119,25807.188800858,34543.279743179,3.37794691352358,7,"197",1673.11852745542,NA,NA,NA,NA,NA,NA,NA,NA,6.62342532063447,"2019.WC.9",89,6,3,1,1,3,7.42304205347442,1,1.16510861487309
"52",9,"dammed","WC",2019,833.43054,32.2773167532213,5687.76921668649,5689.390939675,15897.882990119,25807.188800858,34543.279743179,3.37794691352358,8,"198",3411.56424494304,NA,NA,NA,NA,NA,NA,NA,NA,6.62342532063447,"2019.WC.9",89,6,4,1,1,4,8.13521926567294,1,1.16510861487309
"53",9,"undammed","WC",2019,798.0243,37.9964333285342,7806.84120056033,7829.5241091601,17759.639867138,27712.834804054,37719.514614403,0,5,"195",1396.08903954193,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.9",89,6,1,1,0,1,7.24214609347638,1,-0.939641437061175
"54",9,"undammed","WC",2019,798.0243,37.9964333285342,7806.84120056033,7829.5241091601,17759.639867138,27712.834804054,37719.514614403,0,6,"196",2099.55885231308,3616.79902978037,10326.4053172392,18227.4262267767,26029.4303726196,0.312317988538627,0.291993594340418,0.277213687587663,0.269222148314496,0,"2019.WC.9",89,6,2,1,0,2,7.64995870845691,1,-0.939641437061175
"55",9,"undammed","WC",2019,798.0243,37.9964333285342,7806.84120056033,7829.5241091601,17759.639867138,27712.834804054,37719.514614403,0,7,"197",3751.11838731181,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.9",89,6,3,1,0,3,8.23007586274981,1,-0.939641437061175
"56",9,"undammed","WC",2019,798.0243,37.9964333285342,7806.84120056033,7829.5241091601,17759.639867138,27712.834804054,37719.514614403,0,8,"198",5222.03427538498,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.9",89,6,4,1,0,4,8.56083379080898,1,-0.939641437061175
"57",13,"dammed","WC",2019,796.21185,39.2640488915977,6139.51522096992,6150.0159542195,14452.266183097,22323.069648033,29474.070690035,2.27740538428311,5,"195",513.44609023356,NA,NA,NA,NA,NA,NA,NA,NA,5.42239377210264,"2019.WC.13",129,6,1,1,1,1,6.24309076889705,1,0.783452433701728
"58",13,"dammed","WC",2019,796.21185,39.2640488915977,6139.51522096992,6150.0159542195,14452.266183097,22323.069648033,29474.070690035,2.27740538428311,6,"196",1195.93853170895,3978.64247693829,9735.26468685374,16258.1980824788,21744.7703365251,0.352517253017992,0.338996627227411,0.320833181159749,0.313182461723579,5.42239377210264,"2019.WC.13",129,6,2,1,1,2,7.08752235228365,1,0.783452433701728
"59",13,"dammed","WC",2019,796.21185,39.2640488915977,6139.51522096992,6150.0159542195,14452.266183097,22323.069648033,29474.070690035,2.27740538428311,7,"197",1448.85087581616,NA,NA,NA,NA,NA,NA,NA,NA,5.42239377210264,"2019.WC.13",129,6,3,1,1,3,7.27921598586107,1,0.783452433701728
"60",13,"dammed","WC",2019,796.21185,39.2640488915977,6139.51522096992,6150.0159542195,14452.266183097,22323.069648033,29474.070690035,2.27740538428311,8,"198",4793.00222532188,NA,NA,NA,NA,NA,NA,NA,NA,5.42239377210264,"2019.WC.13",129,6,4,1,1,4,8.47512087918318,1,0.783452433701728
"61",13,"undammed","WC",2019,796.465,40.157085504354,3800.95127147436,3794.158846601,9291.88217071,14749.146361011,20151.397896205,0,5,"195",518.622118861068,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.13",129,6,1,1,0,1,6.25310185290709,1,-0.939641437061175
"62",13,"undammed","WC",2019,796.465,40.157085504354,3800.95127147436,3794.158846601,9291.88217071,14749.146361011,20151.397896205,0,6,"196",948.786454825074,2283.00673588771,6194.14613096948,11462.5730976778,16711.8192406748,0.36133667811243,0.342926213375615,0.310612498841227,0.293528262699916,0,"2019.WC.13",129,6,2,1,0,2,6.85623717493213,1,-0.939641437061175
"63",13,"undammed","WC",2019,796.465,40.157085504354,3800.95127147436,3794.158846601,9291.88217071,14749.146361011,20151.397896205,0,7,"197",1391.67907462354,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.13",129,6,3,1,0,3,7.23898456290383,1,-0.939641437061175
"64",13,"undammed","WC",2019,796.465,40.157085504354,3800.95127147436,3794.158846601,9291.88217071,14749.146361011,20151.397896205,0,8,"198",2780.00581919002,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.13",129,6,4,1,0,4,7.9305679467129,1,-0.939641437061175
"65",14,"dammed","WC",2019,792.442,40.135465360562,3867.93728324771,3858.510913712,9109.336372642,14332.658826514,19542.788959551,2.27119015752586,5,"195",1500.67204791845,NA,NA,NA,NA,NA,NA,NA,NA,8.73534675971485,"2019.WC.14",139,6,1,1,1,1,7.31433446488741,1,1.83622160300288
"66",14,"dammed","WC",2019,792.442,40.135465360562,3867.93728324771,3858.510913712,9109.336372642,14332.658826514,19542.788959551,2.27119015752586,6,"196",2043.43825590423,1432.87592136159,4501.19137178309,8229.98929063386,11956.95308799,0.292982315487344,0.297233778302555,0.298233478937453,0.29171817162525,8.73534675971485,"2019.WC.14",139,6,2,1,1,2,7.62287833925291,1,1.83622160300288
"67",14,"dammed","WC",2019,792.442,40.135465360562,3867.93728324771,3858.510913712,9109.336372642,14332.658826514,19542.788959551,2.27119015752586,7,"197",2252.6550874453,NA,NA,NA,NA,NA,NA,NA,NA,8.73534675971485,"2019.WC.14",139,6,3,1,1,3,7.72030866046171,1,1.83622160300288
"68",14,"dammed","WC",2019,792.442,40.135465360562,3867.93728324771,3858.510913712,9109.336372642,14332.658826514,19542.788959551,2.27119015752586,8,"198",3034.49545086879,NA,NA,NA,NA,NA,NA,NA,NA,8.73534675971485,"2019.WC.14",139,6,4,1,1,4,8.01812993592624,1,1.83622160300288
"69",14,"undammed","WC",2019,796.14276,45.0093508639431,4389.84046250582,4401.1171252311,10629.873874258,16661.274208931,22536.343337498,0,5,"195",1460.06565845807,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.14",139,6,1,1,0,1,7.28692135150617,1,-0.939641437061175
"70",14,"undammed","WC",2019,796.14276,45.0093508639431,4389.84046250582,4401.1171252311,10629.873874258,16661.274208931,22536.343337498,0,6,"196",1702.78109536919,1432.5977630316,5379.14835456399,10721.786667289,14913.7155020321,0.330486403544541,0.324206014761777,0.304212154482925,0.296253733090023,0,"2019.WC.14",139,6,2,1,0,2,7.44060523397798,1,-0.939641437061175
"71",14,"undammed","WC",2019,796.14276,45.0093508639431,4389.84046250582,4401.1171252311,10629.873874258,16661.274208931,22536.343337498,0,7,"197",1820.4651366353,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.14",139,6,3,1,0,3,7.50739647634522,1,-0.939641437061175
"72",14,"undammed","WC",2019,796.14276,45.0093508639431,4389.84046250582,4401.1171252311,10629.873874258,16661.274208931,22536.343337498,0,8,"198",3026.94739165166,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.14",139,6,4,1,0,4,8.01564024044725,1,-0.939641437061175
"73",15,"dammed","WC",2019,788.68365,49.3323420340708,4267.87138339877,4255.538530302,10930.823809061,16879.48123195,21969.673783347,1.13530905864769,5,"195",3117.71881028928,NA,NA,NA,NA,NA,NA,NA,NA,4.54123623459076,"2019.WC.15",145,6,1,1,1,1,8.04517755874097,1,0.503443785146036
"74",15,"dammed","WC",2019,788.68365,49.3323420340708,4267.87138339877,4255.538530302,10930.823809061,16879.48123195,21969.673783347,1.13530905864769,6,"196",3233.26987252119,395.224056228937,3979.56614691042,8307.31549883076,11742.9189255658,0.422270641963753,0.41603446147303,0.379198910837696,0.361009520645428,4.54123623459076,"2019.WC.15",145,6,2,1,1,2,8.08155848517774,1,0.503443785146036
"75",15,"dammed","WC",2019,788.68365,49.3323420340708,4267.87138339877,4255.538530302,10930.823809061,16879.48123195,21969.673783347,1.13530905864769,7,"197",3138.05058819476,NA,NA,NA,NA,NA,NA,NA,NA,4.54123623459076,"2019.WC.15",145,6,3,1,1,3,8.05167567273463,1,0.503443785146036
"76",15,"dammed","WC",2019,788.68365,49.3323420340708,4267.87138339877,4255.538530302,10930.823809061,16879.48123195,21969.673783347,1.13530905864769,8,"198",3386.2952805657,NA,NA,NA,NA,NA,NA,NA,NA,4.54123623459076,"2019.WC.15",145,6,4,1,1,4,8.12778702958042,1,0.503443785146036
"77",15,"undammed","WC",2019,788.68365,43.9430607926718,4071.6864836812,4061.549557184,9147.043025127,14256.696990246,19065.978032459,0,5,"195",2436.68886743948,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.15",145,6,1,1,0,1,7.798805683948,1,-0.939641437061175
"78",15,"undammed","WC",2019,788.68365,43.9430607926718,4071.6864836812,4061.549557184,9147.043025127,14256.696990246,19065.978032459,0,6,"196",2424.75101906762,2030.19823150635,4704.19964010201,8669.46812612496,12697.7983301799,0.374438031460688,0.376612119185053,0.347208121438224,0.327840870687498,0,"2019.WC.15",145,6,2,1,0,2,7.79389645400946,1,-0.939641437061175
"79",15,"undammed","WC",2019,788.68365,43.9430607926718,4071.6864836812,4061.549557184,9147.043025127,14256.696990246,19065.978032459,0,7,"197",2454.80903645871,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.15",145,6,3,1,0,3,7.80621153235915,1,-0.939641437061175
"80",15,"undammed","WC",2019,788.68365,43.9430607926718,4071.6864836812,4061.549557184,9147.043025127,14256.696990246,19065.978032459,0,8,"198",2997.93976954666,NA,NA,NA,NA,NA,NA,NA,NA,0,"2019.WC.15",145,6,4,1,0,4,8.00601409503505,1,-0.939641437061175
"81",19,"dammed","WC",2019,778.925,38.329707157518,9501.92922064662,9495.4342853523,24779.615988777,39763.131604635,54252.379357911,5.60537859024393,5,"195",3537.29270711296,NA,NA,NA,NA,NA,NA,NA,NA,7.67860080855333,"2019.WC.19",182,6,1,1,1,1,8.17139960366418,1,1.50041558301812
"82",19,"dammed","WC",2019,778.925,38.329707157518,9501.92922064662,9495.4342853523,24779.615988777,39763.131604635,54252.379357911,5.60537859024393,6,"196",3292.09033552011,5146.95473788392,16270.2742971682,30136.1662320006,44240.9369926004,0.384888790633502,0.376342315669994,0.341800326640713,0.320299450652208,7.67860080855333,"2019.WC.19",182,6,2,1,1,2,8.09958171459047,1,1.50041558301812
"83",19,"dammed","WC",2019,778.925,38.329707157518,9501.92922064662,9495.4342853523,24779.615988777,39763.131604635,54252.379357911,5.60537859024393,7,"197",3567.99366712851,NA,NA,NA,NA,NA,NA,NA,NA,7.67860080855333,"2019.WC.19",182,6,3,1,1,3,8.18003894907797,1,1.50041558301812
"84",19,"dammed","WC",2019,778.925,38.329707157518,9501.92922064662,9495.4342853523,24779.615988777,39763.131604635,54252.379357911,5.60537859024393,8,"198",6054.02410652076,NA,NA,NA,NA,NA,NA,NA,NA,7.67860080855333,"2019.WC.19",182,6,4,1,1,4,8.70864363723786,1,1.50041558301812
