"","clusterID_seq","window_type","watershed","year","catchment_km2","TO","riparian_area_m2","riparian_area_m2_0","riparian_area_m2_10","riparian_area_m2_20","riparian_area_m2_30","Nhat","t","surveyPeriod","SWA","VA_0","VA_10","VA_20","VA_30","NDVI_0","NDVI_10","NDVI_20","NDVI_30","dam_km","clusterID_unique","clusterID_num","stream","sampleEvent","year_id","damPresence","sampleEvent_new","logSWA","y","dam_km_std"
"272",55,"dammed","WC",2021,1277.3567,33.7827826028427,4932.89700651169,4940.6569504938,13579.377917626,22175.212264426,30643.424435853,3.3393204464977,8,"218",1338.88755501696,NA,NA,NA,NA,NA,NA,NA,NA,7.95076296785167,"2021.WC.55",318,6,8,2,1,8,7.20034097525752,1,1.5869015462754
"273",55,"undammed","WC",2021,1285.0823,33.1710209302065,3032.23953226209,3050.4442408049,8317.977954785,13563.254555742,18483.800896519,0,6,"216",1814.83082946983,0,0,0,0,NA,NA,NA,NA,0,"2021.WC.55",318,6,6,2,0,6,7.5042983992437,1,-0.939641437061175
"274",55,"undammed","WC",2021,1285.0823,33.1710209302065,3032.23953226209,3050.4442408049,8317.977954785,13563.254555742,18483.800896519,0,7,"217",1505.77214465141,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.55",318,6,7,2,0,7,7.31772498921975,1,-0.939641437061175
"275",55,"undammed","WC",2021,1285.0823,33.1710209302065,3032.23953226209,3050.4442408049,8317.977954785,13563.254555742,18483.800896519,0,8,"218",1171.10974763001,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.55",318,6,8,2,0,8,7.06656060707542,1,-0.939641437061175
"276",56,"dammed","WC",2021,1277.0637,35.1118099314571,3057.70215624571,3077.8152996,8326.690841645,13472.640519624,18431.756171568,1.11354482932387,6,"216",1819.92215594941,0,0,110.458877653234,133.810089111328,NA,NA,0.196904882788658,0.196904882788658,4.45417931729548,"2021.WC.56",319,6,6,2,1,6,7.50709833084541,1,0.475779390617779
"277",56,"dammed","WC",2021,1277.0637,35.1118099314571,3057.70215624571,3077.8152996,8326.690841645,13472.640519624,18431.756171568,1.11354482932387,7,"217",1365.461552486,NA,NA,NA,NA,NA,NA,NA,NA,4.45417931729548,"2021.WC.56",319,6,7,2,1,7,7.2199798692138,1,0.475779390617779
"278",56,"dammed","WC",2021,1277.0637,35.1118099314571,3057.70215624571,3077.8152996,8326.690841645,13472.640519624,18431.756171568,1.11354482932387,8,"218",801.85137140447,NA,NA,NA,NA,NA,NA,NA,NA,4.45417931729548,"2021.WC.56",319,6,8,2,1,8,6.68816960516447,1,0.475779390617779
"279",56,"undammed","WC",2021,1276.7533,33.7696217577224,2973.41843020916,2989.3228042008,8108.631020394,13205.97561908,18247.525383261,0,6,"216",1495.60667526979,0,0,0,0,NA,NA,NA,NA,0,"2021.WC.56",319,6,6,2,0,6,7.31095560792616,1,-0.939641437061175
"280",56,"undammed","WC",2021,1276.7533,33.7696217577224,2973.41843020916,2989.3228042008,8108.631020394,13205.97561908,18247.525383261,0,7,"217",969.227710146998,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.56",319,6,7,2,0,7,6.87753079667618,1,-0.939641437061175
"281",56,"undammed","WC",2021,1276.7533,33.7696217577224,2973.41843020916,2989.3228042008,8108.631020394,13205.97561908,18247.525383261,0,8,"218",670.876403483456,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.56",319,6,8,2,0,8,6.51007440021945,1,-0.939641437061175
"282",57,"dammed","WC",2021,1197.4214,46.5790068295422,4065.23935174942,4077.543317276,9304.630854577,14522.334794628,19765.708798958,1.11783379838897,5,"215",0,NA,NA,NA,NA,NA,NA,NA,NA,4.47133519355588,"2021.WC.57",321,6,5,2,1,5,0,0,0.481231076067838
"283",57,"dammed","WC",2021,1197.4214,46.5790068295422,4065.23935174942,4077.543317276,9304.630854577,14522.334794628,19765.708798958,1.11783379838897,6,"216",2568.90054092968,0,0,8.92145409677543,73.7330967921837,NA,NA,0.191361223657926,0.189405742287636,4.47133519355588,"2021.WC.57",321,6,6,2,1,6,7.85162247711304,1,0.481231076067838
"284",57,"dammed","WC",2021,1197.4214,46.5790068295422,4065.23935174942,4077.543317276,9304.630854577,14522.334794628,19765.708798958,1.11783379838897,7,"217",2635.93671646703,NA,NA,NA,NA,NA,NA,NA,NA,4.47133519355588,"2021.WC.57",321,6,7,2,1,7,7.8773731877593,1,0.481231076067838
"285",57,"dammed","WC",2021,1197.4214,46.5790068295422,4065.23935174942,4077.543317276,9304.630854577,14522.334794628,19765.708798958,1.11783379838897,8,"218",2220.42355638205,NA,NA,NA,NA,NA,NA,NA,NA,4.47133519355588,"2021.WC.57",321,6,8,2,1,8,7.70590351097231,1,0.481231076067838
"286",57,"undammed","WC",2021,1197.6053,46.587640479898,4138.94165563583,4140.413600963,9222.611601883,14259.214539605,19215.829221309,0,5,"215",0,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.57",321,6,5,2,0,5,0,0,-0.939641437061175
"287",57,"undammed","WC",2021,1197.6053,46.587640479898,4138.94165563583,4140.413600963,9222.611601883,14259.214539605,19215.829221309,0,6,"216",1995.43511985353,0,0,0,0,NA,NA,NA,NA,0,"2021.WC.57",321,6,6,2,0,6,7.59911842903235,1,-0.939641437061175
"288",57,"undammed","WC",2021,1197.6053,46.587640479898,4138.94165563583,4140.413600963,9222.611601883,14259.214539605,19215.829221309,0,7,"217",1740.21962242804,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.57",321,6,7,2,0,7,7.46234107910008,1,-0.939641437061175
"289",57,"undammed","WC",2021,1197.6053,46.587640479898,4138.94165563583,4140.413600963,9222.611601883,14259.214539605,19215.829221309,0,8,"218",1500.99472245609,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.57",321,6,8,2,0,8,7.3145493186402,1,-0.939641437061175
"290",58,"dammed","WC",2021,1186.7443,34.9608369470106,3004.04587569833,2997.55983031,8060.014628494,13084.599534589,16702.353466542,1.12637366189553,6,"216",947.01113800535,0,0,0,0,NA,NA,NA,NA,4.50549464758212,"2021.WC.58",322,6,6,2,1,6,6.85436625113679,1,0.492086050519168
"291",58,"dammed","WC",2021,1186.7443,34.9608369470106,3004.04587569833,2997.55983031,8060.014628494,13084.599534589,16702.353466542,1.12637366189553,7,"217",292.157316921038,NA,NA,NA,NA,NA,NA,NA,NA,4.50549464758212,"2021.WC.58",322,6,7,2,1,7,5.68070938274751,1,0.492086050519168
"292",58,"dammed","WC",2021,1186.7443,34.9608369470106,3004.04587569833,2997.55983031,8060.014628494,13084.599534589,16702.353466542,1.12637366189553,8,"218",138.189377617135,NA,NA,NA,NA,NA,NA,NA,NA,4.50549464758212,"2021.WC.58",322,6,8,2,1,8,4.93583543476681,1,0.492086050519168
"293",58,"undammed","WC",2021,1186.9225,35.2060603479567,3137.36170446873,3143.0361350837,8274.969794698,13267.533209555,17670.56981362,0,6,"216",257.687096919733,0,0,0,0,NA,NA,NA,NA,0,"2021.WC.58",322,6,6,2,0,6,5.55561921133323,1,-0.939641437061175
"294",58,"undammed","WC",2021,1186.9225,35.2060603479567,3137.36170446873,3143.0361350837,8274.969794698,13267.533209555,17670.56981362,0,7,"217",189.31365526751,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.58",322,6,7,2,0,7,5.24867352825694,1,-0.939641437061175
"295",58,"undammed","WC",2021,1186.9225,35.2060603479567,3137.36170446873,3143.0361350837,8274.969794698,13267.533209555,17670.56981362,0,8,"218",278.478893498346,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.58",322,6,8,2,0,8,5.63292677453209,1,-0.939641437061175
"296",59,"dammed","WC",2021,1186.7443,33.04810289644,2909.52705982327,2920.020092115,8141.805393441,13339.105739291,18490.183346833,1.12266395669833,6,"216",353.707222610829,0,0,0,0,NA,NA,NA,NA,4.49065582679332,"2021.WC.59",323,6,6,2,1,6,5.8712927241627,1,0.487370664247872
"297",59,"dammed","WC",2021,1186.7443,33.04810289644,2909.52705982327,2920.020092115,8141.805393441,13339.105739291,18490.183346833,1.12266395669833,7,"217",308.911537032268,NA,NA,NA,NA,NA,NA,NA,NA,4.49065582679332,"2021.WC.59",323,6,7,2,1,7,5.73628689234298,1,0.487370664247872
"298",59,"dammed","WC",2021,1186.7443,33.04810289644,2909.52705982327,2920.020092115,8141.805393441,13339.105739291,18490.183346833,1.12266395669833,8,"218",0,NA,NA,NA,NA,NA,NA,NA,NA,4.49065582679332,"2021.WC.59",323,6,8,2,1,8,0,0,0.487370664247872
"299",59,"undammed","WC",2021,1186.451,37.1396814856357,3451.8664945662,3474.426860213,8616.350602009,13704.791109705,17758.545318682,0,6,"216",312.26267458294,0,0,0,0,NA,NA,NA,NA,0,"2021.WC.59",323,6,6,2,0,6,5.7470420545153,1,-0.939641437061175
"300",59,"undammed","WC",2021,1186.451,37.1396814856357,3451.8664945662,3474.426860213,8616.350602009,13704.791109705,17758.545318682,0,7,"217",0,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.59",323,6,7,2,0,7,0,0,-0.939641437061175
"301",59,"undammed","WC",2021,1186.451,37.1396814856357,3451.8664945662,3474.426860213,8616.350602009,13704.791109705,17758.545318682,0,8,"218",0,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.59",323,6,8,2,0,8,0,0,-0.939641437061175
"302",62,"dammed","WC",2021,1184.5485,38.7546515467599,3880.34768688679,3882.391010811,9488.36030167,15064.834828615,20133.203993888,2.23077560834078,6,"216",1158.09128672562,0,0,0,0,NA,NA,NA,NA,8.26213188274363,"2021.WC.62",324,6,6,2,1,6,7.05539160359064,1,1.68584638343509
"303",62,"dammed","WC",2021,1184.5485,38.7546515467599,3880.34768688679,3882.391010811,9488.36030167,15064.834828615,20133.203993888,2.23077560834078,7,"217",888.106242142004,NA,NA,NA,NA,NA,NA,NA,NA,8.26213188274363,"2021.WC.62",324,6,7,2,1,7,6.79021673584478,1,1.68584638343509
"304",62,"dammed","WC",2021,1184.5485,38.7546515467599,3880.34768688679,3882.391010811,9488.36030167,15064.834828615,20133.203993888,2.23077560834078,8,"218",462.421629060951,NA,NA,NA,NA,NA,NA,NA,NA,8.26213188274363,"2021.WC.62",324,6,8,2,1,8,6.13863728561977,1,1.68584638343509
"305",62,"undammed","WC",2021,1184.7784,44.5322911699471,4151.15194129944,4160.318179562,9760.830188515,15339.200885582,20896.100992655,0,5,"215",0,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.62",324,6,5,2,0,5,0,0,-0.939641437061175
"306",62,"undammed","WC",2021,1184.7784,44.5322911699471,4151.15194129944,4160.318179562,9760.830188515,15339.200885582,20896.100992655,0,6,"216",1739.67505363834,0,0,0,0,NA,NA,NA,NA,0,"2021.WC.62",324,6,6,2,0,6,7.46202827883195,1,-0.939641437061175
"307",62,"undammed","WC",2021,1184.7784,44.5322911699471,4151.15194129944,4160.318179562,9760.830188515,15339.200885582,20896.100992655,0,7,"217",1846.49045485165,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.62",324,6,7,2,0,7,7.52158348628758,1,-0.939641437061175
"308",62,"undammed","WC",2021,1184.7784,44.5322911699471,4151.15194129944,4160.318179562,9760.830188515,15339.200885582,20896.100992655,0,8,"218",2035.06221433738,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.62",324,6,8,2,0,8,7.61877293434372,1,-0.939641437061175
"309",63,"dammed","WC",2021,845.3036,39.9918571410993,3591.24397501349,3603.35624271,8612.751127451,13600.664549212,18121.342071069,1.16646979665557,6,"216",852.432059361888,0,0,0,0,NA,NA,NA,NA,4.66587918662228,"2021.WC.63",325,6,6,2,1,6,6.74926593667811,1,0.543052031191218
"310",63,"dammed","WC",2021,845.3036,39.9918571410993,3591.24397501349,3603.35624271,8612.751127451,13600.664549212,18121.342071069,1.16646979665557,7,"217",958.383785043511,NA,NA,NA,NA,NA,NA,NA,NA,4.66587918662228,"2021.WC.63",325,6,7,2,1,7,6.86629118778225,1,0.543052031191218
"311",63,"dammed","WC",2021,845.3036,39.9918571410993,3591.24397501349,3603.35624271,8612.751127451,13600.664549212,18121.342071069,1.16646979665557,8,"218",753.809184998391,NA,NA,NA,NA,NA,NA,NA,NA,4.66587918662228,"2021.WC.63",325,6,8,2,1,8,6.62646498220466,1,0.543052031191218
"312",63,"undammed","WC",2021,845.3036,31.5022960783362,3348.49424526095,3289.781778485,9520.253980672,15279.32534919,20128.957328253,0,6,"216",476.826959313365,0,0,0,0,NA,NA,NA,NA,0,"2021.WC.63",325,6,6,2,0,6,6.16924865714541,1,-0.939641437061175
"313",63,"undammed","WC",2021,845.3036,31.5022960783362,3348.49424526095,3289.781778485,9520.253980672,15279.32534919,20128.957328253,0,7,"217",357.912958089043,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.63",325,6,7,2,0,7,5.88307990251445,1,-0.939641437061175
"314",63,"undammed","WC",2021,845.3036,31.5022960783362,3348.49424526095,3289.781778485,9520.253980672,15279.32534919,20128.957328253,0,8,"218",70.8045241171238,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.63",325,6,8,2,0,8,4.27394748405693,1,-0.939641437061175
"315",64,"dammed","WC",2021,842.2901,35.0737263004026,3473.39190655947,3489.5808056947,10424.562287941,16408.783084747,21391.663235801,1.11846272439219,6,"216",117.772126231474,1036.71475605684,2037.45594165278,2326.04552920472,2321.84402678247,0.236263953061811,0.234878843100422,0.233205085767767,0.233224191554626,4.47385089756876,"2021.WC.64",326,6,6,2,1,6,4.77720675171797,1,0.482030500519
"316",64,"dammed","WC",2021,842.2901,35.0737263004026,3473.39190655947,3489.5808056947,10424.562287941,16408.783084747,21391.663235801,1.11846272439219,7,"217",80.5761993751807,NA,NA,NA,NA,NA,NA,NA,NA,4.47385089756876,"2021.WC.64",326,6,7,2,1,7,4.40153754510107,1,0.482030500519
"317",64,"dammed","WC",2021,842.2901,35.0737263004026,3473.39190655947,3489.5808056947,10424.562287941,16408.783084747,21391.663235801,1.11846272439219,8,"218",14.5816943224739,NA,NA,NA,NA,NA,NA,NA,NA,4.47385089756876,"2021.WC.64",326,6,8,2,1,8,2.74609678436763,1,0.482030500519
"318",64,"undammed","WC",2021,842.2901,34.1817242346158,2953.61773604155,2960.0165277846,8072.030546798,13163.706058435,17515.885221036,0,6,"216",0,571.120723051183,1189.24454932119,1397.21188940908,1396.16155356613,0.21564824605462,0.206371635288553,0.205393176147016,0.205404390481383,0,"2021.WC.64",326,6,6,2,0,6,0,0,-0.939641437061175
"319",64,"undammed","WC",2021,842.2901,34.1817242346158,2953.61773604155,2960.0165277846,8072.030546798,13163.706058435,17515.885221036,0,7,"217",0,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.64",326,6,7,2,0,7,0,0,-0.939641437061175
"320",64,"undammed","WC",2021,842.2901,34.1817242346158,2953.61773604155,2960.0165277846,8072.030546798,13163.706058435,17515.885221036,0,8,"218",0,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.64",326,6,8,2,0,8,0,0,-0.939641437061175
"321",65,"dammed","WC",2021,798.0243,35.8468232957216,3468.54106393456,3489.8290850503,8711.434573564,13889.270276894,18975.394853265,1.12381899943125,6,"216",160.960188056908,1372.91367995318,2757.9089376113,2948.86098315669,2950.69957529704,0.23817346335119,0.229673685534119,0.226506081020112,0.226495268538437,4.495275997725,"2021.WC.65",327,6,6,2,1,6,5.0873505522951,1,0.488838832837032
"322",65,"dammed","WC",2021,798.0243,35.8468232957216,3468.54106393456,3489.8290850503,8711.434573564,13889.270276894,18975.394853265,1.12381899943125,7,"217",154.082287804519,NA,NA,NA,NA,NA,NA,NA,NA,4.495275997725,"2021.WC.65",327,6,7,2,1,7,5.04395586510892,1,0.488838832837032
"323",65,"dammed","WC",2021,798.0243,35.8468232957216,3468.54106393456,3489.8290850503,8711.434573564,13889.270276894,18975.394853265,1.12381899943125,8,"218",80.5404219159893,NA,NA,NA,NA,NA,NA,NA,NA,4.495275997725,"2021.WC.65",327,6,8,2,1,8,4.40109887172147,1,0.488838832837032
"324",65,"undammed","WC",2021,805.7007,36.6083958659335,3542.91488727927,3543.929014806,9892.85127695,15863.566916174,21716.450500234,0,6,"216",251.86765983245,1116.00391812792,1734.81193623262,1875.33031224269,1939.41684055702,0.238680060347681,0.231449145614906,0.229764702870256,0.228875895550816,0,"2021.WC.65",327,6,6,2,0,6,5.53286626820533,1,-0.939641437061175
"325",65,"undammed","WC",2021,805.7007,36.6083958659335,3542.91488727927,3543.929014806,9892.85127695,15863.566916174,21716.450500234,0,7,"217",162.811244193479,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.65",327,6,7,2,0,7,5.09871481493278,1,-0.939641437061175
"326",65,"undammed","WC",2021,805.7007,36.6083958659335,3542.91488727927,3543.929014806,9892.85127695,15863.566916174,21716.450500234,0,8,"218",76.2271926865858,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.65",327,6,8,2,0,8,4.34675163188276,1,-0.939641437061175
"327",66,"dammed","WC",2021,797.8344,42.6052446281852,4043.00012823939,4038.656111231,9250.951852685,14411.249110062,19514.014404101,1.11091254578064,6,"216",69.1881715157453,1181.23882826263,2682.41059247185,3476.20541938333,3623.30177103678,0.26396792672233,0.254777794499029,0.251468788446792,0.250480053277358,4.44365018312256,"2021.WC.66",329,6,6,2,1,6,4.25117979990786,1,0.472433509200767
"328",66,"dammed","WC",2021,797.8344,42.6052446281852,4043.00012823939,4038.656111231,9250.951852685,14411.249110062,19514.014404101,1.11091254578064,7,"217",81.2913985102784,NA,NA,NA,NA,NA,NA,NA,NA,4.44365018312256,"2021.WC.66",329,6,7,2,1,7,4.41026658837269,1,0.472433509200767
"329",66,"dammed","WC",2021,797.8344,42.6052446281852,4043.00012823939,4038.656111231,9250.951852685,14411.249110062,19514.014404101,1.11091254578064,8,"218",69.1881715157453,NA,NA,NA,NA,NA,NA,NA,NA,4.44365018312256,"2021.WC.66",329,6,8,2,1,8,4.25117979990786,1,0.472433509200767
"330",66,"undammed","WC",2021,797.5065,43.5987457062548,3868.58381476998,3879.075435557,9051.876583774,13823.113150339,17440.157390498,0,6,"216",592.172554542037,94.5631606158088,557.390632330203,1035.4523088343,1096.91756663603,0.20660312473774,0.225193495947494,0.224154800232552,0.222451564122437,0,"2021.WC.66",329,6,6,2,0,6,6.38548534240658,1,-0.939641437061175
"331",66,"undammed","WC",2021,797.5065,43.5987457062548,3868.58381476998,3879.075435557,9051.876583774,13823.113150339,17440.157390498,0,7,"217",1687.86114209166,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.66",329,6,7,2,0,7,7.43180970033852,1,-0.939641437061175
"332",66,"undammed","WC",2021,797.5065,43.5987457062548,3868.58381476998,3879.075435557,9051.876583774,13823.113150339,17440.157390498,0,8,"218",552.607995105024,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.66",329,6,8,2,0,8,6.31645684622415,1,-0.939641437061175
"333",67,"dammed","WC",2021,788.68365,49.3323420340708,4267.87138339877,4255.538530302,10930.823809061,16879.48123195,21969.673783347,1.12289376962158,5,"215",0,NA,NA,NA,NA,NA,NA,NA,NA,4.49157507848632,"2021.WC.67",330,6,5,2,1,5,0,0,0.487662778215332
"334",67,"dammed","WC",2021,788.68365,49.3323420340708,4267.87138339877,4255.538530302,10930.823809061,16879.48123195,21969.673783347,1.12289376962158,6,"216",1811.00016304629,19.4458119411095,464.335005187988,962.042211704628,986.743678223853,0.214766378204028,0.1994325709265,0.197461455333824,0.197333402400854,4.49157507848632,"2021.WC.67",330,6,6,2,1,6,7.50218657658432,1,0.487662778215332
"335",67,"dammed","WC",2021,788.68365,49.3323420340708,4267.87138339877,4255.538530302,10930.823809061,16879.48123195,21969.673783347,1.12289376962158,7,"217",1981.80231664765,NA,NA,NA,NA,NA,NA,NA,NA,4.49157507848632,"2021.WC.67",330,6,7,2,1,7,7.59226643451756,1,0.487662778215332
"336",67,"dammed","WC",2021,788.68365,49.3323420340708,4267.87138339877,4255.538530302,10930.823809061,16879.48123195,21969.673783347,1.12289376962158,8,"218",1698.28008767764,NA,NA,NA,NA,NA,NA,NA,NA,4.49157507848632,"2021.WC.67",330,6,8,2,1,8,7.43795996251556,1,0.487662778215332
"337",67,"undammed","WC",2021,788.68365,43.9430607926718,4071.6864836812,4061.549557184,9147.043025127,14256.696990246,19065.978032459,0,5,"215",0,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.67",330,6,5,2,0,5,0,0,-0.939641437061175
"338",67,"undammed","WC",2021,788.68365,43.9430607926718,4071.6864836812,4061.549557184,9147.043025127,14256.696990246,19065.978032459,0,6,"216",54.8524849947761,259.620784475289,1231.36052183263,1883.56720099356,2000.23921000163,0.208447687699157,0.198888816985612,0.197995587714075,0.19780164984007,0,"2021.WC.67",330,6,6,2,0,6,4.02271401861268,1,-0.939641437061175
"339",67,"undammed","WC",2021,788.68365,43.9430607926718,4071.6864836812,4061.549557184,9147.043025127,14256.696990246,19065.978032459,0,7,"217",505.555618486451,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.67",330,6,7,2,0,7,6.22763412711017,1,-0.939641437061175
"340",67,"undammed","WC",2021,788.68365,43.9430607926718,4071.6864836812,4061.549557184,9147.043025127,14256.696990246,19065.978032459,0,8,"218",230.681072548791,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.67",330,6,8,2,0,8,5.4453617386272,1,-0.939641437061175
"341",70,"dammed","WC",2021,779.0228,36.5407008603717,3118.87802401185,3115.8069013848,8353.536548252,13286.3155213,18008.727941483,1.12726277705881,5,"215",75.0440714109178,NA,NA,NA,NA,NA,NA,NA,NA,4.50905110823524,"2021.WC.70",331,6,5,2,1,5,4.3313130592026,1,0.493216200008592
"342",70,"dammed","WC",2021,779.0228,36.5407008603717,3118.87802401185,3115.8069013848,8353.536548252,13286.3155213,18008.727941483,1.12726277705881,6,"216",967.21910953101,0,16.5557302138385,139.278605262906,139.278605262906,NA,0.201360682646434,0.205759273325445,0.205751044675708,4.50905110823524,"2021.WC.70",331,6,6,2,1,6,6.87545841448393,1,0.493216200008592
"343",70,"dammed","WC",2021,779.0228,36.5407008603717,3118.87802401185,3115.8069013848,8353.536548252,13286.3155213,18008.727941483,1.12726277705881,7,"217",1084.67136389461,NA,NA,NA,NA,NA,NA,NA,NA,4.50905110823524,"2021.WC.70",331,6,7,2,1,7,6.98995384318269,1,0.493216200008592
"344",70,"dammed","WC",2021,779.0228,36.5407008603717,3118.87802401185,3115.8069013848,8353.536548252,13286.3155213,18008.727941483,1.12726277705881,8,"218",1059.21808660451,NA,NA,NA,NA,NA,NA,NA,NA,4.50905110823524,"2021.WC.70",331,6,8,2,1,8,6.96622990802384,1,0.493216200008592
"345",70,"undammed","WC",2021,784.2103,40.1339431324023,3327.99395930767,3334.083231038,8531.828636647,13615.916776509,17754.84678528,0,6,"216",591.611334821757,87.5074909883387,798.34457693661,1511.28548305736,1561.74033921186,0.211783264022942,0.216516874294229,0.214466341818645,0.214550216748772,0,"2021.WC.70",331,6,6,2,0,6,6.38453876222917,1,-0.939641437061175
"346",70,"undammed","WC",2021,784.2103,40.1339431324023,3327.99395930767,3334.083231038,8531.828636647,13615.916776509,17754.84678528,0,7,"217",1360.58367783673,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.70",331,6,7,2,0,7,7.21640377025955,1,-0.939641437061175
"347",70,"undammed","WC",2021,784.2103,40.1339431324023,3327.99395930767,3334.083231038,8531.828636647,13615.916776509,17754.84678528,0,8,"218",584.302050013402,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.70",331,6,8,2,0,8,6.3721280387913,1,-0.939641437061175
"348",71,"dammed","WC",2021,778.5393,38.8509091012125,5878.15406292677,5884.8052074924,16117.978771398,26122.783266614,35691.487057945,2.2566603686101,6,"216",1451.46006362204,1746.83789789536,3744.90565371046,4742.49359310375,4866.53498107312,0.256002649839749,0.258688572124869,0.254541334835143,0.253705715441552,4.80140503959596,"2021.WC.71",332,6,6,2,1,6,7.28101399342349,1,0.586118576411579
"349",71,"dammed","WC",2021,778.5393,38.8509091012125,5878.15406292677,5884.8052074924,16117.978771398,26122.783266614,35691.487057945,2.2566603686101,7,"217",1062.78443346187,NA,NA,NA,NA,NA,NA,NA,NA,4.80140503959596,"2021.WC.71",332,6,7,2,1,7,6.96958804924559,1,0.586118576411579
"350",71,"dammed","WC",2021,778.5393,38.8509091012125,5878.15406292677,5884.8052074924,16117.978771398,26122.783266614,35691.487057945,2.2566603686101,8,"218",526.90861236605,NA,NA,NA,NA,NA,NA,NA,NA,4.80140503959596,"2021.WC.71",332,6,8,2,1,8,6.26892318608568,1,0.586118576411579
"351",71,"undammed","WC",2021,770.3046,34.3374796867294,5550.62293770909,5562.3408764852,15032.533130083,24440.199256018,33824.547052354,0,6,"216",486.888212646223,3848.35957566804,8713.80782898548,11174.5238151999,11768.2151503021,0.286958219675616,0.287766682019253,0.283040892205637,0.282355691649017,0,"2021.WC.71",332,6,6,2,0,6,6.19008630716578,1,-0.939641437061175
"352",71,"undammed","WC",2021,770.3046,34.3374796867294,5550.62293770909,5562.3408764852,15032.533130083,24440.199256018,33824.547052354,0,7,"217",732.232839421665,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.71",332,6,7,2,0,7,6.59746330413557,1,-0.939641437061175
"353",71,"undammed","WC",2021,770.3046,34.3374796867294,5550.62293770909,5562.3408764852,15032.533130083,24440.199256018,33824.547052354,0,8,"218",464.69653055738,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.71",332,6,8,2,0,8,6.14353420000864,1,-0.939641437061175
"354",75,"dammed","WC",2021,657.3176,43.6912305528155,5512.74216264486,5519.094986199,11512.557092165,16905.722836864,22010.217122358,1.12339810692151,6,"216",1396.96393099743,1260.0618227192,2229.03849726658,3120.70737403421,3614.26687143363,0.238226504352629,0.241170179584249,0.233522470284266,0.231415789441766,4.49359242768604,"2021.WC.75",333,6,6,2,1,6,7.2427721220299,1,0.488303838637596
"355",75,"dammed","WC",2021,657.3176,43.6912305528155,5512.74216264486,5519.094986199,11512.557092165,16905.722836864,22010.217122358,1.12339810692151,7,"217",1638.78491628824,NA,NA,NA,NA,NA,NA,NA,NA,4.49359242768604,"2021.WC.75",333,6,7,2,1,7,7.40232036361278,1,0.488303838637596
"356",75,"dammed","WC",2021,657.3176,43.6912305528155,5512.74216264486,5519.094986199,11512.557092165,16905.722836864,22010.217122358,1.12339810692151,8,"218",810.778262208724,NA,NA,NA,NA,NA,NA,NA,NA,4.49359242768604,"2021.WC.75",333,6,8,2,1,8,6.69922722677198,1,0.488303838637596
"357",75,"undammed","WC",2021,662.1885,35.0527858972439,4161.79850688577,4164.643233768,8847.28137675,12949.833424033,16947.621105278,0,6,"216",137.249772348825,2555.38210796281,4448.72074665743,5762.30255210727,6564.48600445916,0.27167203115641,0.286343675267234,0.28931864527035,0.290261708646838,0,"2021.WC.75",333,6,6,2,0,6,4.92906199373798,1,-0.939641437061175
"358",75,"undammed","WC",2021,662.1885,35.0527858972439,4161.79850688577,4164.643233768,8847.28137675,12949.833424033,16947.621105278,0,7,"217",235.512868665013,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.75",333,6,7,2,0,7,5.46600261941154,1,-0.939641437061175
"359",75,"undammed","WC",2021,662.1885,35.0527858972439,4161.79850688577,4164.643233768,8847.28137675,12949.833424033,16947.621105278,0,8,"218",0,NA,NA,NA,NA,NA,NA,NA,NA,0,"2021.WC.75",333,6,8,2,0,8,0,0,-0.939641437061175
