system:index,Input_FID,dam_count_all,dam_count_anthro,dam_count_confident,.geo
000000000000000031cb,11,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.59494017681884,48.1559840352293],[-106.59494045432606,48.155992952270985],[-106.5949212032584,48.15602002938944],[-106.5949426589625,48.15606444673617],[-106.59493624706843,48.15607341976134],[-106.59508320351122,48.15607588064855],[-106.59507552126125,48.15604469117288],[-106.59507468864281,48.156017940029756],[-106.59507419188351,48.15600001940737],[-106.59508044351772,48.155986552094845],[-106.59494017681884,48.1559840352293]]]}"
000000000000000031bc,12,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.59496397152549,48.15588991711309],[-106.59495124969749,48.155912443925985],[-106.59494017681884,48.1559840352293],[-106.59508044351772,48.155986552094845],[-106.59508614006049,48.155955250713],[-106.59509107837404,48.155901549466975],[-106.59496397152549,48.15588991711309]]]}"
000000000000000031c5,13,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.59509473014764,48.15580324822095],[-106.59496796013283,48.155805042161866],[-106.59496807744043,48.155809464895924],[-106.59496286146599,48.15585424902614],[-106.59496397152549,48.15588991711309],[-106.59509107837404,48.155901549466975],[-106.59509643833754,48.15585682184404],[-106.59511558799622,48.15582975977074],[-106.59509473014764,48.15580324822095]]]}"
000000000000000031b4,14,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.59505865205703,48.15571441464605],[-106.59505837451611,48.15570549765265],[-106.59493896655027,48.15572949228373],[-106.59495246253384,48.155733803074696],[-106.59495998442222,48.15576049810736],[-106.59496026193814,48.15576941511098],[-106.59496796013283,48.155805042161866],[-106.59509473014764,48.15580324822095],[-106.59509461282464,48.155798825487956],[-106.5950934436274,48.15575864820372],[-106.59505865205703,48.15571441464605]]]}"
000000000000000031cd,15,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.594909039342,48.15562720654458],[-106.59491739370243,48.15568065249032],[-106.59489171490075,48.15571226468151],[-106.59491882413758,48.155725309000324],[-106.59493896655027,48.15572949228373],[-106.59505837451611,48.15570549765265],[-106.59507768432856,48.15568292993162],[-106.59507724655832,48.15566951867915],[-106.59508953045336,48.15563358071415],[-106.594909039342,48.15562720654458]]]}"
000000000000000031bd,16,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.59488613739897,48.1555336954587],[-106.59488032350211,48.15556057386618],[-106.59490205644069,48.155613907819856],[-106.594909039342,48.15562720654458],[-106.59508953045336,48.15563358071415],[-106.59508897535355,48.155615746756794],[-106.59508034318436,48.15555338393076],[-106.59509340136479,48.155544283467805],[-106.59488613739897,48.1555336954587]]]}"
000000000000000031c4,17,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.59508383463026,48.155450589090435],[-106.59508367440354,48.15544609484496],[-106.59485708584812,48.155458232469094],[-106.59487778309833,48.1554802496576],[-106.59488558239528,48.155515861531505],[-106.59488613739897,48.1555336954587],[-106.59509340136479,48.155544283467805],[-106.59511265206065,48.15551720656848],[-106.59508383463026,48.155450589090435]]]}"
000000000000000031c0,18,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.59506966629084,48.15542402174353],[-106.59506867341946,48.15539277667473],[-106.59506823564521,48.155379365496046],[-106.59506762154227,48.15535702239504],[-106.59506053739165,48.155343738742054],[-106.59480185914411,48.1553964611385],[-106.59482964037451,48.155431762006664],[-106.59485708584812,48.155458232469094],[-106.59508367440354,48.15544609484496],[-106.59506966629084,48.15542402174353]]]}"
000000000000000031c1,19,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.5950527379296,48.15530812700262],[-106.59501130043587,48.155264021309534],[-106.59473928723853,48.15531692692374],[-106.59474637124319,48.15533021059724],[-106.59478780836012,48.15537431646898],[-106.59480185914411,48.1553964611385],[-106.59506053739165,48.155343738742054],[-106.5950527379296,48.15530812700262]]]}"
000000000000000031bb,20,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.59498347618205,48.15522864906716],[-106.59498248337297,48.15519740411159],[-106.59498220584182,48.15518848720509],[-106.59469552871455,48.15519690498399],[-106.59470249540041,48.155205765946626],[-106.59469642005753,48.15522816493943],[-106.59473928723853,48.15531692692374],[-106.59501130043587,48.155264021309534],[-106.59498347618205,48.15522864906716]]]}"
