system:index,Input_FID,dam_count_all,dam_count_anthro,dam_count_confident,.geo
00000000000000003144,221,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61148038430555,48.153002172850925],[-106.61143976644321,48.15298482592222],[-106.6113857350333,48.15296331386658],[-106.61138541051076,48.152954325956905],[-106.61121456346802,48.153041583918466],[-106.61124877264113,48.153067904477986],[-106.61128241876237,48.153076392233935],[-106.61131662804027,48.153102712784104],[-106.61132327520023,48.15310258413292],[-106.61149400316208,48.153010903443054],[-106.61148038430555,48.153002172850925]]]}"
00000000000000003171,222,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61152805034,48.15303272992034],[-106.61149400316208,48.153010903443054],[-106.61132327520023,48.15310258413292],[-106.61135055580645,48.15312011692619],[-106.61139157463039,48.15315080278585],[-106.61145954974913,48.15319003347959],[-106.61155516877805,48.15304576866799],[-106.61152805034,48.15303272992034]]]}"
00000000000000003114,223,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61165662809051,48.15308899282234],[-106.61162967184524,48.153080448058866],[-106.6116024339859,48.153062986893126],[-106.61155516877805,48.15304576866799],[-106.61145954974913,48.15319003347959],[-106.61149375932008,48.15321635401622],[-106.61158768390492,48.15323288622993],[-106.61166343756734,48.15309335811199],[-106.61165662809051,48.15308899282234]]]}"
00000000000000003116,224,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61175087721665,48.15311451277125],[-106.6116837647834,48.15310646898827],[-106.61166343756734,48.15309335811199],[-106.61158768390492,48.15323288622993],[-106.61159437404801,48.153232829089426],[-106.61161480252244,48.15324592500575],[-106.6117220647417,48.15326227127447],[-106.6117487394984,48.15326189960912],[-106.61177767124325,48.153118563537326],[-106.61175087721665,48.15311451277125]]]}"
00000000000000003137,225,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6118984330503,48.15313921770207],[-106.61177767124325,48.153118563537326],[-106.6117487394984,48.15326189960912],[-106.61188918649593,48.15326888542484],[-106.61190508025933,48.15313908900945],[-106.6118984330503,48.15313921770207]]]}"
00000000000000003136,226,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61200507086744,48.15313322183158],[-106.61190508025933,48.15313908900945],[-106.61188918649593,48.15326888542484],[-106.61191586130704,48.15326851371185],[-106.61198210431147,48.15325417399359],[-106.61202858328696,48.15324455624873],[-106.61203855517302,48.15313721535382],[-106.61200507086744,48.15313322183158]]]}"
0000000000000000312f,227,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61209859486483,48.153136414666164],[-106.61203855517302,48.15313721535382],[-106.61202858328696,48.15324455624873],[-106.61204844854204,48.15323981922489],[-106.61216864772645,48.153242640231646],[-106.61217180963497,48.15313093408205],[-106.61209859486483,48.153136414666164]]]}"
00000000000000003130,228,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61229847530636,48.1531246948044],[-106.61217180963497,48.15313093408205],[-106.61216864772645,48.153242640231646],[-106.61222211690536,48.15324631908534],[-106.61228878595281,48.1532409521002],[-106.61230877066353,48.15324063746633],[-106.61229847530636,48.1531246948044]]]}"
0000000000000000312a,229,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6124182885469,48.15311401859328],[-106.6123918372393,48.15312339338161],[-106.612305122542,48.153124566083555],[-106.61229847530636,48.1531246948044],[-106.61230877066353,48.15324063746633],[-106.61238851360834,48.15323060553236],[-106.61241490670932,48.15322131726346],[-106.61245485794814,48.15321625048777],[-106.6124182885469,48.15311401859328]]]}"
0000000000000000312d,230,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61254412711745,48.15308546725172],[-106.6124777647587,48.15309538487637],[-106.6124381537692,48.153109281501735],[-106.6124182885469,48.15311401859328],[-106.61245485794814,48.15321625048777],[-106.61246803302474,48.15321157058112],[-106.61253387481179,48.15318389164965],[-106.61258085930697,48.153192193002376],[-106.61254412711745,48.15308546725172]]]}"
00000000000000003133,231,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61258413942986,48.153084909407255],[-106.61254412711745,48.15308546725172],[-106.61258085930697,48.153192193002376],[-106.6126273383673,48.15318257497813],[-106.61270010927339,48.15316368360662],[-106.61269702369347,48.15306544520741],[-106.61258413942986,48.153084909407255]]]}"
0000000000000000312e,232,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6127907107588,48.153073131308545],[-106.61275706370941,48.15306464410273],[-106.6127103611445,48.15306525923969],[-106.61269702369347,48.15306544520741],[-106.61270010927339,48.15316368360662],[-106.6127604313676,48.15317179889643],[-106.61282768274629,48.15318870179408],[-106.61283775359736,48.15308134597766],[-106.6127907107588,48.153073131308545]]]}"
00000000000000003128,233,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61287804798259,48.15308970439525],[-106.61283775359736,48.15308134597766],[-106.61282768274629,48.15318870179408],[-106.61294157585328,48.15320048043455],[-106.61294826609272,48.153200423197724],[-106.61297854507879,48.15310175550756],[-106.61287804798259,48.15308970439525]]]}"
00000000000000003131,234,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61309959117338,48.15313132449636],[-106.61301243133349,48.153119087498645],[-106.61298535481774,48.153106120698304],[-106.61297854507879,48.15310175550756],[-106.61294826609272,48.153200423197724],[-106.61302216505834,48.15321719719423],[-106.61307584022266,48.15322544105778],[-106.61310623846875,48.153131195718785],[-106.61309959117338,48.15313132449636]]]}"
00000000000000003129,235,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61313956083956,48.15313069488361],[-106.61310623846875,48.153131195718785],[-106.61307584022266,48.15322544105778],[-106.61318294235355,48.15323729166466],[-106.61321640902098,48.153236847318695],[-106.6132230563439,48.15323671853213],[-106.61323334986683,48.153138365535774],[-106.61313956083956,48.15313069488361]]]}"
00000000000000003124,236,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6132466874239,48.15313817949094],[-106.61323334986683,48.153138365535774],[-106.6132230563439,48.15323671853213],[-106.61334325723374,48.15323953803174],[-106.61335659484371,48.153239351970015],[-106.61336684508414,48.15314092743329],[-106.6132466874239,48.15313817949094]]]}"
00000000000000003123,237,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61346037068525,48.15314411890731],[-106.61336684508414,48.15314092743329],[-106.61335659484371,48.153239351970015],[-106.61346323450542,48.15323335442931],[-106.61349688214047,48.15324184140111],[-106.61350088637248,48.153156884483494],[-106.61346037068525,48.15314411890731]]]}"
0000000000000000311f,238,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61362064274576,48.153146293276464],[-106.61360718554059,48.153142056944155],[-106.61350088637248,48.153156884483494],[-106.61349688214047,48.15324184140111],[-106.6135036920055,48.15324620656366],[-106.61364331408448,48.15323087797232],[-106.61362064274576,48.153146293276464]]]}"
00000000000000003120,239,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61370747836764,48.153149541788025],[-106.61368080311033,48.15314991400698],[-106.6136341429008,48.15315060113676],[-106.61362064274576,48.153146293276464],[-106.61364331408448,48.15323087797232],[-106.61366992807672,48.15322599678452],[-106.61374370842893,48.15323834777328],[-106.61375704609796,48.153238161654706],[-106.61376733826272,48.153139808632936],[-106.61370747836764,48.153149541788025]]]}"
00000000000000003121,240,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61389346002929,48.15312017187483],[-106.61376733826272,48.153139808632936],[-106.61375704609796,48.153238161654706],[-106.61383735433091,48.15324596130821],[-106.61387100220809,48.1532544481454],[-106.61392041752914,48.15312871598035],[-106.61389346002929,48.15312017187483]]]}"
00000000000000003125,241,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61400173495555,48.15316775860602],[-106.61397443381964,48.15314578916048],[-106.61394068474625,48.153137317386864],[-106.61392041752914,48.15312871598035],[-106.61387100220809,48.1532544481454],[-106.6139114600624,48.1532673001049],[-106.61397899524111,48.1532931186019],[-106.61398568557564,48.15329306129061],[-106.6140421314656,48.1531761015174],[-106.61400173495555,48.15316775860602]]]}"
0000000000000000311a,242,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61413622244613,48.15319712510262],[-106.6140421314656,48.1531761015174],[-106.61398568557564,48.15329306129061],[-106.61405293867912,48.15330996332919],[-106.61412655705263,48.15331782005649],[-106.61416954525775,48.153196623899824],[-106.61413622244613,48.15319712510262]]]}"
00000000000000003134,243,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6142295864733,48.15319582184616],[-106.61416954525775,48.153196623899824],[-106.61412655705263,48.15331782005649],[-106.6141534963937,48.153321926667886],[-106.61422074975515,48.1533388285922],[-106.61428107352194,48.153346942915604],[-106.61428958478139,48.153194948224815],[-106.6142295864733,48.15319582184616]]]}"
0000000000000000311d,244,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61439667025579,48.153202359988164],[-106.61429627512156,48.15319489089194],[-106.61428958478139,48.153194948224815],[-106.61428107352194,48.153346942915604],[-106.61428772094249,48.153346814052924],[-106.61432153180805,48.15335979471471],[-106.61436803001217,48.153354613259474],[-106.61441489643974,48.153358491259596],[-106.61444777453764,48.153344579561264],[-106.61439667025579,48.153202359988164]]]}"
00000000000000003118,245,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61451598276419,48.15317835728313],[-106.61449616024198,48.15318316634434],[-106.61442975379092,48.15319301383018],[-106.61440336060538,48.15320230264762],[-106.61439667025579,48.153202359988164],[-106.61444777453764,48.153344579561264],[-106.61449413461136,48.15333053814923],[-106.61455874285045,48.15326261163732],[-106.61451598276419,48.15317835728313]]]}"
0000000000000000311b,246,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61462874909795,48.15315446831559],[-106.614588453435,48.15314611065145],[-106.61457539803646,48.15315521326961],[-106.61452251047128,48.1531738059759],[-106.61451598276419,48.15317835728313],[-106.61455874285045,48.15326261163732],[-106.61459210882481,48.15326218181176],[-106.61463240461424,48.15327053948957],[-106.61465255252274,48.15327471832231],[-106.61468238257677,48.153162639714225],[-106.61462874909795,48.15315446831559]]]}"
00000000000000003119,247,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61480298750737,48.15317879615511],[-106.6147830022775,48.15317911131856],[-106.61473601611227,48.153170811082866],[-106.61470934053405,48.15317118359456],[-106.61468238257677,48.153162639714225],[-106.61465255252274,48.15327471832231],[-106.6146860382621,48.15327871089988],[-106.61473358931767,48.15330484398609],[-106.61481766061937,48.15321884092907],[-106.61480298750737,48.15317879615511]]]}"
00000000000000003089,248,0,0,0,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.61481779652553,48.153223268485654],[-106.61481765662201,48.153218810749905]]},{""type"":""Polygon"",""coordinates"":[[[-106.61489200718965,48.15324902379402],[-106.61487202190199,48.15324933897779],[-106.61484473842837,48.153231807210055],[-106.61481779652553,48.153223268485654],[-106.61481778035494,48.153223263360694],[-106.61473358931767,48.15330484398609],[-106.61475389995404,48.15331351676781],[-106.61482087162246,48.15332150184235],[-106.61489481621676,48.15333834590404],[-106.61490815409294,48.15333815962069],[-106.61491171004008,48.15323979221057],[-106.61489200718965,48.15324902379402]]]}]}"
0000000000000000311c,249,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6150385423303,48.1532380431838],[-106.61501130168128,48.15322058299908],[-106.61498490844488,48.15322987198181],[-106.61491171004008,48.15323979221057],[-106.61490815409294,48.15333815962069],[-106.61494164001532,48.1533421521097],[-106.61498828262035,48.15333702686877],[-106.61503510647727,48.15334083302748],[-106.61504828166436,48.153336152754505],[-106.61504478754925,48.15322457544475],[-106.6150385423303,48.1532380431838]]]}"
0000000000000000303b,250,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61515779392548,48.15320953068326],[-106.61514435482881,48.153209732012606],[-106.61511767910112,48.15321010464128],[-106.61505098981536,48.15321103617987],[-106.61504478754925,48.15322457544475],[-106.61504828166436,48.153336152754505],[-106.61508132245767,48.15332673481493],[-106.61512149888239,48.1533306698486],[-106.6151945348612,48.15331625546862],[-106.61515779392548,48.15320953068326]],[[-106.61511840680613,48.15323243137992],[-106.61507146326576,48.15322420283641],[-106.6150788384021,48.15324640066412],[-106.61511840680613,48.15323243137992]]]}"
0000000000000000303a,251,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61530703809375,48.15328788667127],[-106.61532021326803,48.15328320636618],[-106.61529786311611,48.15320761000295],[-106.61522436350286,48.15320417664029],[-106.61520494319318,48.153222324668995],[-106.61518446966467,48.15320915804321],[-106.61515779392548,48.15320953068326],[-106.6151945348612,48.15331625546862],[-106.61523422313698,48.15330670855311],[-106.61527423688815,48.15330614955391],[-106.6153274687866,48.153300981758846],[-106.61532718624434,48.15329206535834],[-106.61530703809375,48.15328788667127]]]}"
00000000000000003034,252,0,0,0,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.61532721313097,48.15329207093457],[-106.6153274924496,48.153300968009]]},{""type"":""Polygon"",""coordinates"":[[[-106.61542380518884,48.15317903978368],[-106.6153311863671,48.15320710838759],[-106.61529786311611,48.15320761000295],[-106.61532021326803,48.15328320636618],[-106.61532718624434,48.15329206535834],[-106.61532721313097,48.15329207093457],[-106.61534733440413,48.1532962440413],[-106.6153274687866,48.153300981758846],[-106.61533484410917,48.15332317959458],[-106.61542774579891,48.1533040273179],[-106.61546094937235,48.15329910321775],[-106.61542380518884,48.15317903978368]]]}]}"
00000000000000003035,253,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61556383172933,48.15317704718188],[-106.61555718424619,48.15317717613369],[-106.61552381798923,48.15317760629957],[-106.61542380518884,48.15317903978368],[-106.61546094937235,48.15329910321775],[-106.61550732813085,48.153289498775116],[-106.61552634598567,48.15325801183797],[-106.61558644649045,48.15325712237181],[-106.61556383172933,48.15317704718188]]]}"
0000000000000000301e,254,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61566918025842,48.153130887711285],[-106.61563642219218,48.15314922218656],[-106.61561002897591,48.1531585113273],[-106.61556383172933,48.15317704718188],[-106.61558644649045,48.15325712237181],[-106.61559978443996,48.15325693599124],[-106.61567243662736,48.153233619892774],[-106.6157187537956,48.15321950639179],[-106.61566918025842,48.153130887711285]]]}"
00000000000000003036,255,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61580181275158,48.15310225960942],[-106.61577513690635,48.153102632422154],[-106.61572235052279,48.15312121075632],[-106.6156758706911,48.15313083028043],[-106.61566918025842,48.153130887711285],[-106.6157187537956,48.15321950639179],[-106.61578487828103,48.153200741615166],[-106.61580490669469,48.15320049776668],[-106.61583158261958,48.15320012494301],[-106.61585156809316,48.153199809556],[-106.61580181275158,48.15310225960942]]]}"
0000000000000000302c,256,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61593440228911,48.15307355981247],[-106.61592775479755,48.153073688789775],[-106.61589438849619,48.15307411908414],[-106.61585471897781,48.15308810365474],[-106.6158084602391,48.153102130640825],[-106.61580181275158,48.15310225960942],[-106.61585156809316,48.153199809556],[-106.6158915820034,48.153199250297796],[-106.61595764490124,48.153175976445105],[-106.61597751051319,48.15317123860911],[-106.61593440228911,48.15307355981247]]]}"
0000000000000000302d,257,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61606006159866,48.15303607248503],[-106.6160534141047,48.15303620147096],[-106.61602663700239,48.15303658936653],[-106.61596079545946,48.153064270599074],[-106.61593440228911,48.15307355981247],[-106.61597751051319,48.15317123860911],[-106.61604391769514,48.15316139004317],[-106.61609680540231,48.15314279650335],[-106.61606006159866,48.15303607248503]]]}"
0000000000000000302e,258,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61621346949858,48.153033964016764],[-106.61616664527081,48.153030158461654],[-106.61606006159866,48.15303607248503],[-106.61609680540231,48.15314279650335],[-106.61613649366612,48.15313324924823],[-106.61616986011119,48.153132818866],[-106.61622321208748,48.153132073007136],[-106.61621346949858,48.153033964016764]]]}"
00000000000000003031,259,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6162804421072,48.15304194801168],[-106.61621346949858,48.153033964016764],[-106.61622321208748,48.153132073007136],[-106.61624319761096,48.15313175753813],[-106.6162636717264,48.15314492390501],[-106.61635061145073,48.15314815495082],[-106.6163472332305,48.15304100059723],[-106.6162804421072,48.15304194801168]]]}"
00000000000000003020,260,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61636721873207,48.15304068510361],[-106.6163472332305,48.15304100059723],[-106.61635061145073,48.15314815495082],[-106.61648427460061,48.153155206353496],[-106.61648754351612,48.15304792298388],[-106.61636721873207,48.15304068510361]]]}"
00000000000000003030,261,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6165806080365,48.153033263634605],[-106.61654105845591,48.15305167088662],[-106.61648754351612,48.15304792298388],[-106.61648427460061,48.153155206353496],[-106.61653762679607,48.15315446031486],[-106.6166244039339,48.153153197159746],[-106.61662074204648,48.15303712648026],[-106.6165806080365,48.153033263634605]]]}"
00000000000000003038,262,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61674106721989,48.1530443640339],[-106.61673441967469,48.1530444930681],[-106.61662074204648,48.15303712648026],[-106.6166244039339,48.153153197159746],[-106.61668444672242,48.15315239353873],[-106.61673893059155,48.153187312851024],[-106.61678535250913,48.15317777933703],[-106.61674106721989,48.1530443640339]]]}"
000000000000000031d4,263,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61683324020285,48.15300288389115],[-106.61682671263925,48.1530074353364],[-106.61674106721989,48.1530443640339],[-106.61678535250913,48.15317777933703],[-106.61679864765551,48.15317752125909],[-106.61686493527368,48.1531632496978],[-106.61689779443753,48.15314489978972],[-106.61693010646654,48.15311315459347],[-106.61693635110588,48.15309968677845],[-106.61683324020285,48.15300288389115]]]}"
0000000000000000301d,264,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61695817080805,48.15294306885625],[-106.61693846817087,48.152952300800486],[-106.61692541307178,48.15296140369577],[-106.61689891869655,48.15297070816832],[-106.61683324020285,48.15300288389115],[-106.61693635110588,48.15309968677845],[-106.61694231279948,48.15307730261717],[-106.61703578067156,48.15307598156702],[-106.61695817080805,48.15294306885625]]]}"
0000000000000000301c,265,0,0,0,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.61703578067156,48.15307598156702],[-106.61703549770743,48.15306706522019],[-106.61700736377925,48.153022785141744],[-106.61703578067156,48.15307598156702]]],[[[-106.61700736377925,48.153022785141744],[-106.61704068749584,48.15302228292571],[-106.61708749349354,48.15302165062251],[-106.61710691318338,48.15300350229941],[-106.61712677881566,48.15299876424166],[-106.61709092359445,48.152918861472806],[-106.61699121147885,48.152933650335626],[-106.61696486130397,48.15294301133459],[-106.61695817080805,48.15294306885625],[-106.61700736377925,48.153022785141744]]]]}"
00000000000000003018,266,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61722357517745,48.1528946689313],[-106.61712384424185,48.152905020515846],[-106.61710426164504,48.1529186748828],[-106.61709092359445,48.152918861472806],[-106.61712677881566,48.15299876424166],[-106.61714648147446,48.152989532250295],[-106.61720883135547,48.15306013053052],[-106.61726173783734,48.15304597380882],[-106.61728148347291,48.15303681330867],[-106.61722357517745,48.1528946689313]]]}"
00000000000000003012,267,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61734951746053,48.15286609636142],[-106.6173031387405,48.15287570161192],[-106.61725694181156,48.15289423817014],[-106.61722357517745,48.1528946689313],[-106.61728148347291,48.15303681330867],[-106.61730130618751,48.15303200368344],[-106.61734091747891,48.153018105073414],[-106.61740653416851,48.15298142005382],[-106.61734951746053,48.15286609636142]]]}"
00000000000000003017,268,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61746864915358,48.152833158812584],[-106.61745547409208,48.15283783936841],[-106.61742926284468,48.15285606026916],[-106.61740242368856,48.15285193962103],[-106.61734951746053,48.15286609636142],[-106.61740653416851,48.15298142005382],[-106.61741987228862,48.152981233418195],[-106.61744581939186,48.15295853356296],[-106.6174994361217,48.15296226589892],[-106.61753235681117,48.152948424790054],[-106.61746864915358,48.152833158812584]]]}"
00000000000000003014,269,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61759459138774,48.152804585957206],[-106.61756144952949,48.152814019675006],[-106.61754142093228,48.15281426389113],[-106.6175214352933,48.15281457963019],[-106.61750809721839,48.152814766278134],[-106.61748170415184,48.15282405586842],[-106.61746864915358,48.152833158812584],[-106.61753235681117,48.152948424790054],[-106.6175785726605,48.15293432548899],[-106.6176246495729,48.152911366367334],[-106.61765813645394,48.152915357856656],[-106.61759459138774,48.152804585957206]]]}"
00000000000000002d0c,270,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61771378480834,48.15277615706959],[-106.6176940393277,48.152785317609094],[-106.6176276320108,48.15279516724447],[-106.61759459138774,48.152804585957206],[-106.61765813645394,48.152915357856656],[-106.61769815086038,48.15291479783938],[-106.6177311915979,48.1529053790686],[-106.617770639732,48.15288698639984],[-106.6177969710371,48.152873187786064],[-106.61771378480834,48.15277615706959]]]}"
00000000000000002e9b,271,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61778536211476,48.15271708793116],[-106.61777867159789,48.15271714551002],[-106.61776606286871,48.15273965866188],[-106.61771378480834,48.15277615706959],[-106.6177969710371,48.152873187786064],[-106.61790175221675,48.15280919357492],[-106.6179149702336,48.15280458448765],[-106.61778536211476,48.15271708793116]]]}"
0000000000000000300b,272,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61789042601026,48.15266201020259],[-106.6178643162104,48.152680216140475],[-106.61783810516118,48.1526984370929],[-106.61778536211476,48.15271708793116],[-106.6179149702336,48.15280458448765],[-106.61792814529426,48.15279990387201],[-106.61794711836535,48.152768345268925],[-106.61796670075512,48.15275469077495],[-106.61800624994103,48.152736283051865],[-106.61789042601026,48.15266201020259]]]}"
0000000000000000300a,273,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61799504342324,48.15259352227129],[-106.61791637272049,48.15263931036802],[-106.61789042601026,48.15266201020259],[-106.61800624994103,48.152736283051865],[-106.61800568352622,48.15271845049252],[-106.61801902164018,48.15271826377512],[-106.61803957376833,48.152735780490616],[-106.61805870981784,48.15270871580795],[-106.61803799460438,48.15268670520568],[-106.61806420560637,48.152668484204185],[-106.61807073304627,48.15266393270752],[-106.61799504342324,48.15259352227129]]]}"
00000000000000003010,274,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61810691753809,48.15254280921364],[-106.6180999437949,48.15253395056765],[-106.61809301301041,48.15252516344907],[-106.61802796377194,48.152579681098594],[-106.61799504342324,48.15259352227129],[-106.61807073304627,48.15266393270752],[-106.61809708306994,48.15265457145973],[-106.6181237592807,48.15265419799868],[-106.61818988333332,48.15263543178507],[-106.61821076175492,48.15266193622726],[-106.61823062730981,48.15265719797477],[-106.61810691753809,48.15254280921364]]]}"
00000000000000002f56,275,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61818530470403,48.1524881048141],[-106.61817212975222,48.15249278543444],[-106.61813286408866,48.152520109376155],[-106.61810618797219,48.152520482836394],[-106.61809301301041,48.15252516344907],[-106.6180999437949,48.15253395056765],[-106.61811344495212,48.15253825772559],[-106.61810691753809,48.15254280921364],[-106.61823062730981,48.15265719797477],[-106.61825685717912,48.15264341431595],[-106.6182433370206,48.152634669788384],[-106.61820277508097,48.152621834887555],[-106.61825582532816,48.152607734260116],[-106.61832206949431,48.15259339033741],[-106.61834165173059,48.15257973581647],[-106.61818530470403,48.1524881048141]]]}"
00000000000000003005,276,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61829053091913,48.152437520785995],[-106.61825098208064,48.152455928512644],[-106.6182379272958,48.15246503149202],[-106.61818530470403,48.1524881048141],[-106.61834165173059,48.15257973581647],[-106.6183481172462,48.15257067540566],[-106.61836769946582,48.15255702088572],[-106.6184326471834,48.1525025180532],[-106.61829053091913,48.152437520785995]]]}"
00000000000000002f60,277,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61832789061015,48.152352134119596],[-106.61832801077871,48.15235655646327],[-106.61832823579661,48.15236555921939],[-106.61831574763139,48.15239249462978],[-106.61829705830439,48.15243296929532],[-106.61829053091913,48.152437520785995],[-106.6184326471834,48.1525025180532],[-106.61845216744425,48.152484354639036],[-106.6184908852706,48.15244363549906],[-106.61850394002302,48.15243453248994],[-106.61851709600103,48.15242541446526],[-106.61832789061015,48.152352134119596]]]}"
00000000000000002f61,278,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61834613343548,48.1522982494415],[-106.61833960607808,48.15230280092317],[-106.61834021562585,48.152320704861715],[-106.61832789061015,48.152352134119596],[-106.61851709600103,48.15242541446526],[-106.61852317688613,48.152407452864715],[-106.61855536721657,48.152371285261275],[-106.61856661694662,48.152304104601775],[-106.61834613343548,48.1522982494415]]]}"
00000000000000002f73,279,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61856367854425,48.15221036225078],[-106.61835669670607,48.15220881417817],[-106.61836571550064,48.15228459499637],[-106.61834613343548,48.1522982494415],[-106.61856661694662,48.152304104601775],[-106.6185719679229,48.15226381678296],[-106.61856367854425,48.15221036225078]]]}"
00000000000000002f08,280,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6185481509767,48.152143570389285],[-106.61855404966607,48.15211667769723],[-106.61853345453108,48.152099089772484],[-106.6185333343353,48.152094667451344],[-106.61834796123465,48.15214194964404],[-106.61834808140753,48.15214637196995],[-106.61835669670607,48.15220881417817],[-106.61856367854425,48.15221036225078],[-106.6185481509767,48.152143570389285]]]}"
00000000000000003001,281,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61849141431858,48.152037165443915],[-106.61847750971134,48.15201951990591],[-106.61847749075075,48.15201508257592],[-106.61829866436038,48.15206225045595],[-106.61831897601402,48.15207092225691],[-106.61833417685594,48.15212872637335],[-106.61834796123465,48.15214194964404],[-106.6185333343353,48.152094667451344],[-106.61849141431858,48.152037165443915]]]}"
00000000000000002ff1,282,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.61846370634781,48.15200185935617],[-106.61844980176981,48.15198421382524],[-106.61843528759994,48.15194866448158],[-106.6183874502321,48.15191361782893],[-106.61823061669155,48.15201851683381],[-106.61825104845246,48.15203161095999],[-106.61829866436038,48.15206225045595],[-106.61847749075075,48.15201508257592],[-106.61846370634781,48.15200185935617]]]}"
0000000000000000300d,283,0,0,0,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.61838079800204,48.15191369880487],[-106.61838746930705,48.15191360484926]]},{""type"":""Polygon"",""coordinates"":[[[-106.61834670686521,48.15189185199691],[-106.61827219401233,48.15185717882361],[-106.6181484434757,48.15195273032831],[-106.61816263110966,48.151979292048004],[-106.61821699552806,48.152009787415494],[-106.61823061669155,48.15201851683381],[-106.61838075981548,48.15191367544616],[-106.61834670686521,48.15189185199691]]]}]}"
00000000000000002fea,284,0,0,0,"{""type"":""Polygon"",""coordinates"":[[[-106.6182586930528,48.1518528717385],[-106.61819780151752,48.15182692791017],[-106.61813695306303,48.15180105557851],[-106.6180605930294,48.15191824367084],[-106.61814090330829,48.15192603949395],[-106.6181484434757,48.15195273032831],[-106.61827219401233,48.15185717882361],[-106.6182586930528,48.1518528717385]]]}"
