system:index,FID_Braz_1,FID_Brazil,Id,Input_FID,ORIG_FID,Shape_Area,Shape_Le_1,Shape_Leng,gridcode,.geo
00000000000000000695,3,1684,2,6113,2,1045.56653259,151.756039289,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00913566021495,48.16590624521304],[-107.00885732537132,48.166129954374284],[-107.00868568315757,48.166351800333715],[-107.00870587148795,48.16635590930975],[-107.00884192481118,48.166420503781886],[-107.00897043344374,48.16646291688227],[-107.00899734412609,48.166466940161214],[-107.00918444937253,48.165958981898214],[-107.00913566021495,48.16590624521304]]]}"
00000000000000000696,3,1685,2,6067,2,253.583192421,67.4785587951,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00608252684492,48.16636604526652],[-107.00600091184728,48.16632726879982],[-107.00588646562541,48.16630245458214],[-107.0059683956332,48.16651984925158],[-107.00598869249922,48.16652846738384],[-107.0061257224687,48.16644561413923],[-107.00612410117274,48.16640544612952],[-107.00608252684492,48.16636604526652]]]}"
00000000000000000697,3,1686,2,6058,2,780.60840963,138.392113009,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00562858186173,48.166539196323775],[-107.00529816528775,48.16628146977466],[-107.00525861193506,48.16629551722969],[-107.00521221366427,48.166305299634175],[-107.00548562141417,48.16680965305062],[-107.00565652324299,48.16656998069399],[-107.00562858186173,48.166539196323775]]]}"
00000000000000000698,3,1687,2,6066,2,1285.4809039,145.100650318,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00588646562541,48.16630245458214],[-107.00545262788114,48.16613581525618],[-107.00541366334399,48.166163270647964],[-107.0053107656913,48.16626332663134],[-107.00529816528775,48.16628146977466],[-107.00562858186173,48.166539196323775],[-107.0059683956332,48.16651984925158],[-107.00588646562541,48.16630245458214]]]}"
00000000000000000699,3,1688,2,6059,2,267.621722447,81.968844824,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00565652324299,48.16656998069399],[-107.00548562141417,48.16680965305062],[-107.00548789605101,48.16686766672609],[-107.0054948943194,48.166876511717184],[-107.00577378981038,48.166666145414204],[-107.00565652324299,48.16656998069399]]]}"
0000000000000000069a,3,1689,2,6057,2,821.277433914,153.428270495,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00521221366427,48.166305299634175],[-107.00511964168395,48.16632919935692],[-107.00498749483448,48.16636278051752],[-107.00498098375583,48.16636735897857],[-107.00537269363019,48.166825021772226],[-107.00548789605101,48.16686766672609],[-107.00548562141417,48.16680965305062],[-107.00521221366427,48.166305299634175]]]}"
0000000000000000069b,3,1690,2,6040,2,1172.16621001,159.138834065,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.0047622142414,48.1677780634366],[-107.00415629339652,48.16747598341934],[-107.00413045876068,48.16749879065881],[-107.00412497828208,48.16753012981679],[-107.00449725194288,48.16800152657639],[-107.00453025181514,48.16799198616448],[-107.00460872992144,48.1679504111094],[-107.00467422905395,48.16791806454011],[-107.00475894227469,48.16786298028691],[-107.00481088774285,48.16782629570683],[-107.0047622142414,48.1677780634366]]]}"
0000000000000000069c,3,1691,2,6060,2,596.922540516,139.760627204,17297.3710778,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-107.00564277917948,48.167244602403365],[-107.00564295326711,48.16724906560075]]},{""type"":""Polygon"",""coordinates"":[[[-107.00577378981038,48.166666145414204],[-107.0054948943194,48.166876511717184],[-107.00564280034268,48.167244604907154],[-107.00578746622419,48.16667483358956],[-107.00577378981038,48.166666145414204]]]}]}"
0000000000000000069d,3,1692,2,6054,2,394.339978856,119.868364719,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00517239585119,48.166824021233715],[-107.00494133942017,48.16672088518553],[-107.00525094966933,48.16712634984496],[-107.00536560797504,48.167155658347866],[-107.00517239585119,48.166824021233715]]]}"
0000000000000000069e,3,1693,2,6056,2,1168.54249231,156.103944072,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00498098375583,48.16636735897857],[-107.00479120305106,48.16646446895795],[-107.00470094815584,48.166546453072314],[-107.00467349471312,48.16652909186486],[-107.00467424995475,48.16654692166599],[-107.00494133942017,48.16672088518553],[-107.00517239585119,48.166824021233715],[-107.00537269363019,48.166825021772226],[-107.00498098375583,48.16636735897857]]]}"
0000000000000000069f,3,1694,2,6052,2,404.769796571,126.980073623,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00464221383736,48.16675292615343],[-107.00463635632637,48.16677534994096],[-107.00496984294247,48.16710899654182],[-107.00514415459897,48.167128224864],[-107.00523097292884,48.1671267332353],[-107.00464221383736,48.16675292615343]]]}"
000000000000000006a0,3,1695,2,6055,2,808.901336947,130.524161876,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.0054948943194,48.166876511717184],[-107.00548789605101,48.16686766672609],[-107.00537269363019,48.166825021772226],[-107.00517239585119,48.166824021233715],[-107.00536560797504,48.167155658347866],[-107.00564280034268,48.167244604907154],[-107.0054948943194,48.166876511717184]]]}"
000000000000000006a1,3,1696,2,6053,2,816.057284519,163.422489276,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00494133942017,48.16672088518553],[-107.00467424995475,48.16654692166599],[-107.00464221383736,48.16675292615343],[-107.00523097292884,48.1671267332353],[-107.00525094966933,48.16712634984496],[-107.00494133942017,48.16672088518553]]]}"
000000000000000006a2,3,1697,2,6049,2,237.403533975,70.8409562356,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00496984294247,48.16710899654182],[-107.00493001258137,48.16711411367362],[-107.00474718200863,48.1672199987894],[-107.00477512283449,48.167250783827086],[-107.0048687937689,48.16725808172057],[-107.00514415459897,48.167128224864],[-107.00496984294247,48.16710899654182]]]}"
000000000000000006a3,3,1698,2,6045,2,193.816881754,62.2832113973,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00474718200863,48.1672199987894],[-107.00462519306186,48.167173000712104],[-107.00457296831118,48.16737489771686],[-107.00458734202404,48.16740150306065],[-107.0047627979322,48.167277857713295],[-107.00477512283449,48.167250783827086],[-107.00474718200863,48.1672199987894]]]}"
000000000000000006a4,3,1699,2,6051,2,554.781830733,109.118752807,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00463635632637,48.16677534994096],[-107.00455467401392,48.1669062765683],[-107.00451933251422,48.16702750804499],[-107.00493001258137,48.16711411367362],[-107.00496984294247,48.16710899654182],[-107.00463635632637,48.16677534994096]]]}"
000000000000000006a5,3,1700,2,6139,2,1030.56354656,166.033757493,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.01183609058918,48.166158244816295],[-107.01178542086821,48.166230550530365],[-107.01180066294201,48.16678858542183],[-107.01204661754404,48.16676195621268],[-107.0121457704104,48.166737907756215],[-107.01183609058918,48.166158244816295]]]}"
000000000000000006a6,3,1701,2,6048,2,2014.01603344,177.207122674,17297.3710778,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-107.00537172885946,48.16765576072573],[-107.0053719029261,48.16766022392351]]},{""type"":""Polygon"",""coordinates"":[[[-107.00564296731169,48.16724902673878],[-107.00564280034268,48.167244604907154],[-107.00536560797504,48.167155658347866],[-107.00525094966933,48.16712634984496],[-107.00523097292884,48.1671267332353],[-107.00514415459897,48.167128224864],[-107.0048687937689,48.16725808172057],[-107.00537175472998,48.167655777316654],[-107.00550200975631,48.167573095239966],[-107.00558547889996,48.167486756849165],[-107.00563498168663,48.16738763595542],[-107.00565017657156,48.16726236495998],[-107.00566347529039,48.16726213823319],[-107.00564296731169,48.16724902673878]]]}]}"
000000000000000006a7,3,1702,2,6031,2,469.358384088,98.4209325486,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00406166173816,48.16693275052507],[-107.00402920712389,48.166955627349715],[-107.00444188755617,48.16709584266788],[-107.00449442030612,48.167072566980146],[-107.00451933251422,48.16702750804499],[-107.00455467401392,48.1669062765683],[-107.00406166173816,48.16693275052507]]]}"
000000000000000006a8,3,1703,2,6050,2,335.037162854,80.6185630598,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00451933251422,48.16702750804499],[-107.00449442030612,48.167072566980146],[-107.00462519306186,48.167173000712104],[-107.00474718200863,48.1672199987894],[-107.00493001258137,48.16711411367362],[-107.00451933251422,48.16702750804499]]]}"
000000000000000006a9,3,1704,2,6030,2,1019.29412415,149.811449352,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00461206916447,48.166494423900396],[-107.00406166173816,48.16693275052507],[-107.00455467401392,48.1669062765683],[-107.00463635632637,48.16677534994096],[-107.00464221383736,48.16675292615343],[-107.00467424995475,48.16654692166599],[-107.00467349471312,48.16652909186486],[-107.00461206916447,48.166494423900396]]]}"
000000000000000006aa,3,1705,2,6036,2,415.832850538,121.260144016,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00350880603918,48.16730864169417],[-107.00348334863925,48.16734036373719],[-107.00416828516025,48.16744006578742],[-107.00420666331561,48.167399201937094],[-107.00422446896386,48.16734078898365],[-107.00350880603918,48.16730864169417]]]}"
000000000000000006ab,3,1706,2,6044,2,386.955541548,82.6544925253,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00449442030612,48.167072566980146],[-107.00444188755617,48.16709584266788],[-107.00435755357255,48.16715984080594],[-107.00433915237664,48.16720032132405],[-107.00457296831118,48.16737489771686],[-107.00462519306186,48.167173000712104],[-107.00449442030612,48.167072566980146]]]}"
000000000000000006ac,3,1707,2,6034,2,312.635973371,88.0130648449,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00430388052905,48.16715184738007],[-107.00385086302276,48.167177625393464],[-107.00424954843746,48.16730015172015],[-107.00433915237664,48.16720032132405],[-107.00435755357255,48.16715984080594],[-107.00430388052905,48.16715184738007]]]}"
000000000000000006ad,3,1708,2,6029,2,1098.46846267,154.992375227,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00457099760034,48.166468287573274],[-107.0044086376629,48.16641307004533],[-107.00433446648186,48.16639648912554],[-107.00431421435506,48.16638794199172],[-107.00409621169463,48.16661947657201],[-107.00403400431453,48.16673675386492],[-107.00406166173816,48.16693275052507],[-107.00461206916447,48.166494423900396],[-107.00457099760034,48.166468287573274]]]}"
000000000000000006ae,3,1709,2,6027,2,438.266227197,112.39720776,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00362418251272,48.16684210099648],[-107.00364099364467,48.16693114191186],[-107.00366307492781,48.1669843509709],[-107.00403400431453,48.16673675386492],[-107.00409621169463,48.16661947657201],[-107.00362418251272,48.16684210099648]]]}"
000000000000000006af,3,1710,2,6023,2,486.026198533,128.114003406,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00346438328542,48.166340220261496],[-107.0034575963652,48.16633586830688],[-107.0033833614122,48.16631484944579],[-107.0033489116627,48.16628864283914],[-107.00329551642263,48.16628957923441],[-107.00326713552208,48.16624544221],[-107.0034658533322,48.16671979618407],[-107.00355359803935,48.16674508184695],[-107.00357172386101,48.1666956714455],[-107.00346438328542,48.166340220261496]]]}"
000000000000000006b0,3,1711,2,6024,2,1144.26714059,204.525602737,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.0039870146485,48.16621499971988],[-107.00385830912788,48.16616808671425],[-107.00375765213612,48.166156466834664],[-107.00378510460736,48.166173828205494],[-107.00379878007756,48.16618251660646],[-107.00375975734019,48.166210058146795],[-107.00377343281302,48.166218746557256],[-107.00378748570242,48.166236349824686],[-107.00376078798946,48.16623681814967],[-107.00370125885375,48.166251248002474],[-107.00367531591569,48.166269546030684],[-107.00365578253265,48.16628328112663],[-107.00360238712265,48.16628421769648],[-107.0035890890528,48.166284444117636],[-107.00356239136258,48.16628491238738],[-107.00353655744014,48.166307718934284],[-107.00357751855441,48.166329347113255],[-107.0035590156181,48.16636984228257],[-107.00346438328542,48.166340220261496],[-107.00357172386101,48.1666956714455],[-107.00406173686565,48.16624944145089],[-107.0039870146485,48.16621499971988]],[[-107.00359976618878,48.16638697735836],[-107.00358571336862,48.16636937401147],[-107.00355288181562,48.166383335534306],[-107.00359976618878,48.16638697735836]],[[-107.00358712123963,48.16640504898876],[-107.0035800660025,48.166396290701236],[-107.0035737215722,48.166405290842526],[-107.00358712123963,48.16640504898876]],[[-107.00358712123963,48.16640504898876],[-107.00361495863403,48.16643584936855],[-107.00363346156128,48.16639535413803],[-107.00359976618878,48.16638697735836],[-107.00360041935254,48.16640482256627],[-107.00358712123963,48.16640504898876]]]}"
000000000000000006b1,3,1712,2,6026,2,774.988676236,158.32350702,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00422506069528,48.16632698228216],[-107.00360221043101,48.16679340065322],[-107.00362418251272,48.16684210099648],[-107.00409621169463,48.16661947657201],[-107.00431421435506,48.16638794199172],[-107.00422506069528,48.16632698228216]]]}"
000000000000000006b2,3,1713,2,6025,2,773.81301715,158.042193352,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00419061001223,48.16630077599463],[-107.00408881215651,48.1662578878981],[-107.00406173686565,48.16624944145089],[-107.00357172386101,48.1666956714455],[-107.00355359803935,48.16674508184695],[-107.00360221043101,48.16679340065322],[-107.00422506069528,48.16632698228216],[-107.00419061001223,48.16630077599463]]]}"
000000000000000006b3,3,1714,2,6022,2,750.107759722,164.826442275,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00326713552208,48.16624544221],[-107.00323871078999,48.16620123386493],[-107.00322568851801,48.16621039052504],[-107.00321228897351,48.166210632324436],[-107.00318634596809,48.16622893020834],[-107.00314004987914,48.16623869615221],[-107.00311259786542,48.1662213345643],[-107.00300656231684,48.16624103677908],[-107.00300005116239,48.16624561509737],[-107.00335889480557,48.166717247326055],[-107.0034658533322,48.16671979618407],[-107.00326713552208,48.16624544221]],[[-107.0031951281579,48.166282365056006],[-107.00316826390657,48.16627841145113],[-107.00315540827351,48.16629198987916],[-107.00316950469816,48.166309664618254],[-107.00315685963105,48.166327736168576],[-107.00319051077922,48.16633604175453],[-107.0031951281579,48.166282365056006]]]}"
000000000000000006b4,3,1715,2,6021,2,1136.83400894,156.063104902,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00300005116239,48.16624561509737],[-107.00292787710192,48.1662781159813],[-107.00289504562991,48.16629207725335],[-107.00271167398623,48.16638462011279],[-107.00265355186147,48.16643472438941],[-107.00327934498348,48.16673198869656],[-107.0033194426611,48.16673127867536],[-107.00335889480557,48.166717247326055],[-107.00300005116239,48.16624561509737]]]}"
000000000000000006b5,3,1716,2,6033,2,608.325488624,117.878744809,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00390412161056,48.16700248984499],[-107.00367206855607,48.167042279692],[-107.00360281766544,48.16715064116023],[-107.00385086302276,48.167177625393464],[-107.00430388052905,48.16715184738007],[-107.00390412161056,48.16700248984499]]]}"
000000000000000006b6,3,1717,2,6028,2,467.593073855,99.143508898,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00403400431453,48.16673675386492],[-107.00366307492781,48.1669843509709],[-107.00367206855607,48.167042279692],[-107.00390412161056,48.16700248984499],[-107.00402920712389,48.166955627349715],[-107.00406166173816,48.16693275052507],[-107.00403400431453,48.16673675386492]]]}"
000000000000000006b7,3,1718,2,6017,2,561.807181058,107.050028997,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00366307492781,48.1669843509709],[-107.00364099364467,48.16693114191186],[-107.00329023181801,48.16683901602092],[-107.00317789366491,48.166867790257264],[-107.00360281766544,48.16715064116023],[-107.00367206855607,48.167042279692],[-107.00366307492781,48.1669843509709]]]}"
000000000000000006b8,3,1719,2,6014,2,2000.20223793,178.986311147,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00303732998007,48.167030991085404],[-107.00277628730423,48.16752684500214],[-107.00278975232433,48.16753104054874],[-107.00303796397573,48.16756244895317],[-107.0032708177895,48.16754056170017],[-107.00332362695428,48.16752621695239],[-107.00333013833375,48.167521638495344],[-107.00348334863925,48.16734036373719],[-107.00350880603918,48.16730864169417],[-107.0035333996784,48.167254580968304],[-107.00303732998007,48.167030991085404]]]}"
000000000000000006b9,3,1720,2,6032,2,347.848235578,92.6112291858,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00402920712389,48.166955627349715],[-107.00390412161056,48.16700248984499],[-107.00430388052905,48.16715184738007],[-107.00435755357255,48.16715984080594],[-107.00444188755617,48.16709584266788],[-107.00402920712389,48.166955627349715]]]}"
000000000000000006ba,3,1721,2,6043,2,288.09369231,78.4801784044,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00457296831118,48.16737489771686],[-107.00433915237664,48.16720032132405],[-107.00424954843746,48.16730015172015],[-107.00424362535509,48.16731813844605],[-107.00458245025781,48.16744625043269],[-107.00458734202404,48.16740150306065],[-107.00457296831118,48.16737489771686]]]}"
000000000000000006bb,3,1722,2,6019,2,147.070756923,55.0291538073,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00327934498348,48.16673198869656],[-107.00305700519328,48.16685198794734],[-107.00317789366491,48.166867790257264],[-107.00329023181801,48.16683901602092],[-107.0033194426611,48.16673127867536],[-107.00327934498348,48.16673198869656]]]}"
000000000000000006bc,3,1723,2,6018,2,392.830269071,80.625038076,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00362418251272,48.16684210099648],[-107.00360221043101,48.16679340065322],[-107.00355359803935,48.16674508184695],[-107.0034658533322,48.16671979618407],[-107.00335889480557,48.166717247326055],[-107.0033194426611,48.16673127867536],[-107.00329023181801,48.16683901602092],[-107.00364099364467,48.16693114191186],[-107.00362418251272,48.16684210099648]]]}"
000000000000000006bd,3,1724,2,6016,2,382.932033102,118.048314194,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00317789366491,48.166867790257264],[-107.00305700519328,48.16685198794734],[-107.00299052167504,48.16685764371051],[-107.00301297903785,48.16691976785462],[-107.00359000569777,48.16716429122546],[-107.00360281766544,48.16715064116023],[-107.00317789366491,48.166867790257264]]]}"
000000000000000006be,3,1725,2,6007,2,751.366138873,150.481347801,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00229293319379,48.16660179230948],[-107.00214890281187,48.16667579519044],[-107.00208447895069,48.166734970882054],[-107.00217416364193,48.16715326083129],[-107.0021884262786,48.1671753578534],[-107.00219500264286,48.167175216777856],[-107.0024118252286,48.16656851232358],[-107.00229293319379,48.16660179230948]]]}"
000000000000000006bf,3,1726,2,6015,2,485.657709075,118.535724028,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00301297903785,48.16691976785462],[-107.00300819457902,48.166969023382755],[-107.00303732998007,48.167030991085404],[-107.0035333996784,48.167254580968304],[-107.00359000569777,48.16716429122546],[-107.00301297903785,48.16691976785462]]]}"
000000000000000006c0,3,1727,2,6011,2,584.130636809,147.122458448,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00264776090458,48.1666269078518],[-107.00266540907795,48.16725189665497],[-107.00276056207329,48.16712516614954],[-107.00284043354688,48.16677543637789],[-107.00264776090458,48.1666269078518]]]}"
000000000000000006c1,3,1728,2,6009,2,662.659087575,156.418870729,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00247127576405,48.1667237875014],[-107.00232408403787,48.16723104797562],[-107.00259680822131,48.167378103452144],[-107.00247127576405,48.1667237875014]]]}"
000000000000000006c2,3,1729,2,6012,2,378.001657617,92.1066192459,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00299052167504,48.16685764371051],[-107.00284043354688,48.16677543637789],[-107.00276056207329,48.16712516614954],[-107.00300819457902,48.166969023382755],[-107.00301297903785,48.16691976785462],[-107.00299052167504,48.16685764371051]]]}"
000000000000000006c3,3,1730,2,6020,2,1071.89896394,143.870609535,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00265355186147,48.16643472438941],[-107.002589172798,48.1664939714741],[-107.0025641576569,48.16653904492047],[-107.00264776090458,48.1666269078518],[-107.00284043354688,48.16677543637789],[-107.00299052167504,48.16685764371051],[-107.00305700519328,48.16685198794734],[-107.00327934498348,48.16673198869656],[-107.00265355186147,48.16643472438941]]]}"
000000000000000006c4,3,1731,2,6013,2,857.971208701,144.394126075,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00300819457902,48.166969023382755],[-107.00276056207329,48.16712516614954],[-107.00266540907795,48.16725189665497],[-107.00260369671103,48.16738244012074],[-107.00270211604588,48.16751026247523],[-107.00270862745333,48.167505684060956],[-107.00277628730423,48.16752684500214],[-107.00303732998007,48.167030991085404],[-107.00300819457902,48.166969023382755]]]}"
000000000000000006c5,3,1732,2,6010,2,867.245442734,195.856274747,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.0025641576569,48.16653904492047],[-107.0025576464243,48.16654362323665],[-107.00248465252521,48.16655385691209],[-107.00247127576405,48.1667237875014],[-107.00259680822131,48.167378103452144],[-107.00260369671103,48.16738244012074],[-107.00266540907795,48.16725189665497],[-107.00264776090458,48.1666269078518],[-107.0025641576569,48.16653904492047]]]}"
000000000000000006c6,3,1733,2,6000,2,1124.7835213,150.229193607,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00260369671103,48.16738244012074],[-107.00259680822131,48.167378103452144],[-107.00232408403787,48.16723104797562],[-107.00224285164714,48.167201182578665],[-107.00189617550636,48.167385870968246],[-107.00267752121782,48.16756432328065],[-107.00270211604588,48.16751026247523],[-107.00260369671103,48.16738244012074]]]}"
000000000000000006c7,3,1734,2,6006,2,407.244693856,120.116649775,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00186724344294,48.166814713754114],[-107.00208539092785,48.167101213174355],[-107.00217416364193,48.16715326083129],[-107.00208447895069,48.166734970882054],[-107.00205864420897,48.16675777724727],[-107.00200117336296,48.16682572689256],[-107.00195449987014,48.16682657741013],[-107.00195384752429,48.16680873202765],[-107.00192714992914,48.166809199845694],[-107.0019065867171,48.16679617438622],[-107.00189356408832,48.16680533097826],[-107.00186724344294,48.166814713754114]],[[-107.00189356408832,48.16680533097826],[-107.0019006188603,48.16681408946919],[-107.0019137503562,48.166809441467635],[-107.00189356408832,48.16680533097826]]]}"
000000000000000006c8,3,1735,2,6005,2,527.71998222,132.240849692,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00186724344294,48.166814713754114],[-107.00186052170955,48.166814798886605],[-107.0018464698505,48.16679719511847],[-107.0018340345479,48.16681975984102],[-107.00178769415729,48.166829453904434],[-107.0018003398922,48.166811382345344],[-107.00178645457764,48.16679820038082],[-107.00175324571696,48.166803246437375],[-107.00173957082866,48.16679455762857],[-107.00169882154687,48.16677742159952],[-107.0016849801955,48.166764310976184],[-107.00167250093075,48.166786804316374],[-107.00165947828218,48.16679596087559],[-107.00165334383371,48.166809454131524],[-107.00170027144688,48.166813168276775],[-107.00174480432555,48.166928502258905],[-107.00164506859765,48.166939131792205],[-107.00161837099782,48.166939599525804],[-107.00159942417179,48.16696674257517],[-107.00208539092785,48.167101213174355],[-107.00186724344294,48.166814713754114]]]}"
000000000000000006c9,3,1736,2,6042,2,341.053602704,92.8198892757,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00458245025781,48.16744625043269],[-107.00424362535509,48.16731813844605],[-107.00422446896386,48.16734078898365],[-107.00420666331561,48.167399201937094],[-107.00463470350844,48.167588188166555],[-107.00458245025781,48.16744625043269]]]}"
000000000000000006ca,3,1737,2,6008,2,667.897102836,163.049127558,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00243814571714,48.166559129446455],[-107.0024118252286,48.16656851232358],[-107.00219500264286,48.167175216777856],[-107.00224285164714,48.167201182578665],[-107.00232408403787,48.16723104797562],[-107.00247127576405,48.1667237875014],[-107.00248465252521,48.16655385691209],[-107.00243814571714,48.166559129446455]]]}"
000000000000000006cb,3,1738,2,5979,2,1022.65441339,174.325748478,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00030736706339,48.16687758611593],[-107.00026020916438,48.16686501218498],[-107.00024578177057,48.166838493143985],[-107.00021838925507,48.16682104370644],[-107.00017839438294,48.1668217369746],[-107.00016499505924,48.166821978346626],[-107.00015276916272,48.16684903605677],[-107.00007935558862,48.16685028159752],[-107.00004598079583,48.166850905235016],[-107.00003226265974,48.16684214480926],[-107.00001228719843,48.16684252708114],[-106.99999226784557,48.16684283799883],[-106.99997907872266,48.166847572519565],[-106.99980149958664,48.16743129955107],[-107.00036141298689,48.16689449682762],[-107.00030736706339,48.16687758611593]]]}"
000000000000000006cc,3,1739,2,6004,2,366.590240263,106.19145357,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00217416364193,48.16715326083129],[-107.00208539092785,48.167101213174355],[-107.00159942417179,48.16696674257517],[-107.00157396595273,48.166998463927875],[-107.00196133448425,48.16717483380872],[-107.00208201158969,48.16718614442298],[-107.0021884262786,48.1671753578534],[-107.00217416364193,48.16715326083129]]]}"
000000000000000006cd,3,1740,2,6001,2,342.499952828,100.68947535,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.00219500264286,48.167175216777856],[-107.0021884262786,48.1671753578534],[-107.00208201158969,48.16718614442298],[-107.00167634836261,48.167398598060984],[-107.00174325286281,48.167401929569074],[-107.00189617550636,48.167385870968246],[-107.00224285164714,48.167201182578665],[-107.00219500264286,48.167175216777856]]]}"
000000000000000006ce,3,1741,2,6003,2,881.867119726,159.384617983,17297.3710778,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-107.00157396595273,48.166998463927875],[-107.00157413243062,48.16700288575835],[-107.00159518123921,48.1670293349688],[-107.00162887596338,48.16703771256924],[-107.00165557363705,48.167037244829984],[-107.00157396595273,48.166998463927875]]],[[[-107.00165557363705,48.167037244829984],[-107.00166924857636,48.16704593368942],[-107.001682923524,48.16705462254814],[-107.00165697957925,48.16707292033603],[-107.00163744544062,48.167086655250344],[-107.00157688650195,48.16707432353512],[-107.00150809128094,48.16702189277359],[-107.00148139366102,48.1670223604704],[-107.00145469604851,48.16702282815962],[-107.00148074155263,48.16700451501247],[-107.00144064437801,48.167005224257984],[-107.00140027196358,48.16699700304316],[-107.00138724920869,48.16700615960469],[-107.00137395119921,48.16700638572111],[-107.00134057579844,48.16700700982511],[-107.00132238237522,48.167051982899125],[-107.00130263785485,48.16706122455436],[-107.00128999185081,48.167079296140415],[-107.00127001599012,48.16707967868537],[-107.00147792942447,48.167276997828495],[-107.00151221150068,48.167298783770896],[-107.00196133448425,48.16717483380872],[-107.00165557363705,48.167037244829984]]]]}"
000000000000000006cf,3,1742,2,5981,2,973.969116899,185.699036056,17297.3710778,1,"{""type"":""Polygon"",""coordinates"":[[[-107.0006885232131,48.16706301701637],[-107.00067484864955,48.16705432800514],[-107.00064815124746,48.16705479546542],[-107.00057935809649,48.167002364006535],[-107.00052617367795,48.16700779204806],[-107.00049216785035,48.16699493629321],[-106.99981830093124,48.16752034237683],[-106.99982600644852,48.16754694681984],[-107.00069757671122,48.16712538350244],[-107.00070973758102,48.167093888313644],[-107.00071624900933,48.16708931006987],[-107.0006885232131,48.16706301701637]]]}"
