system:index,FID_Braz_1,FID_Brazil,Id,Input_FID,ORIG_FID,Shape_Area,Shape_Le_1,Shape_Leng,gridcode,.geo
0000000000000000144b,0,5186,2,1210,1,207.083116948,86.993187541,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72342859448804,48.18940251537569],[-106.72342846190865,48.18939809037936],[-106.72319248812269,48.18933459997598],[-106.72333169769277,48.18950229087457],[-106.7233732393,48.18954630718193],[-106.72349612077207,48.18942385913889],[-106.72350265006894,48.18941929728437],[-106.7234554029067,48.189406622669225],[-106.72344234431198,48.18941574636965],[-106.72342244800731,48.18942051040123],[-106.72342859448804,48.18940251537569]],[[-106.72342244800731,48.18942051040123],[-106.72340265311452,48.189425259288264],[-106.72341622710833,48.18943399377028],[-106.72342244800731,48.18942051040123]],[[-106.723409873628,48.1894430521423],[-106.72339643220874,48.18943874265743],[-106.72339681501504,48.18945217584331],[-106.723409873628,48.1894430521423]],[[-106.72337162294535,48.18949718783319],[-106.72334475633103,48.1894931671731],[-106.72335190241864,48.18950644838607],[-106.72337162294535,48.18949718783319]]]}"
0000000000000000144c,0,5187,2,1219,1,206.72394861,67.4600050175,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72359278306618,48.18931967378716],[-106.7236066655485,48.18933732972559],[-106.72358704652946,48.1893465751551],[-106.72357941607395,48.1893198759896],[-106.72356591648685,48.189315653201334],[-106.72353993197649,48.189338325588814],[-106.7235282829759,48.189387631836],[-106.72378387764809,48.18944187594997],[-106.72380999478612,48.18942362844866],[-106.72384755344785,48.189347138011385],[-106.72359278306618,48.18931967378716]]]}"
0000000000000000144d,0,5188,2,1226,1,375.199347718,113.178473772,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72371587479255,48.18960369821378],[-106.72370965394204,48.18961718164728],[-106.72371683140905,48.18963490301565],[-106.72386761951647,48.18974877564724],[-106.72390789697535,48.18975266544026],[-106.72389497092644,48.18976621428872],[-106.72405249687743,48.189884461689545],[-106.72408229212803,48.189776846114356],[-106.72408221763789,48.189772334425584],[-106.7240548660767,48.18975489583905],[-106.72406779208627,48.18974134697304],[-106.72408738007017,48.18972766120859],[-106.72408720416503,48.18972316466575],[-106.72406648337052,48.189701149036736],[-106.72407923345227,48.18968310364407],[-106.7240858954265,48.18968296674411],[-106.72408527830247,48.189665123634406],[-106.72371587479255,48.18960369821378]],[[-106.72398620571786,48.189697850974525],[-106.72395263348864,48.18969389584947],[-106.72392686794443,48.18972113657298],[-106.72397401450066,48.189733826153635],[-106.72398620571786,48.189697850974525]]]}"
0000000000000000144e,0,5189,2,1233,1,392.800226095,140.219210795,50491.4272148,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.72481391245209,48.18948448546173],[-106.72482058826958,48.18948438527081],[-106.72482726408704,48.189484285079494]]},{""type"":""LineString"",""coordinates"":[[-106.72408721077574,48.18972316274621],[-106.7240873605506,48.18972762664116],[-106.72409403640224,48.18972752649204]]},{""type"":""Polygon"",""coordinates"":[[[-106.72415792501755,48.18964172234192],[-106.72414469048935,48.189646349642636],[-106.72411892506679,48.189673590389894],[-106.72409864549442,48.18966492135545],[-106.72409851283605,48.18966049634007],[-106.72408514564573,48.189660698618944],[-106.72408527830247,48.189665123634406],[-106.7240858954265,48.18968296674411],[-106.72417239387815,48.18967278124306],[-106.72415792501755,48.18964172234192]]]},{""type"":""Polygon"",""coordinates"":[[[-106.72437005436093,48.189593908061845],[-106.72421108521235,48.1896319916272],[-106.72422589397978,48.18967641222343],[-106.72424709942075,48.18971184590375],[-106.72424723209669,48.189716270922794],[-106.72453894815116,48.189649399247095],[-106.72455213944114,48.18964470036989],[-106.72455152208745,48.189626857281894],[-106.72456537397946,48.189640073013116],[-106.72465725661559,48.18959399246623],[-106.72481395883099,48.18948450572713],[-106.72437654039818,48.18958927461191],[-106.72438342156912,48.18959370574326],[-106.72437005436093,48.189593908061845]],[[-106.72438386289882,48.18960705229174],[-106.72439692147431,48.18959792843121],[-106.72438342156912,48.18959370574326],[-106.72438386289882,48.18960705229174]]]}]}"
0000000000000000144f,0,5190,2,1231,1,1055.63061255,177.670985215,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72404833888162,48.189558504742855],[-106.72407651457159,48.18960272303348],[-106.72411589752622,48.189584288257],[-106.72412844038399,48.18955730622216],[-106.72414885257905,48.18957040024099],[-106.72478673760119,48.18927054063122],[-106.72475903385023,48.18924410941769],[-106.72458103648907,48.18911285748119],[-106.72452034715195,48.18909587418705],[-106.72416476434769,48.189445129402834],[-106.72404833888162,48.189558504742855]],[[-106.72424582278558,48.18947513548218],[-106.72423242437769,48.189470897638984],[-106.72423276424185,48.18948425930024],[-106.72424582278558,48.18947513548218]],[[-106.72416476434769,48.189445129402834],[-106.72418548509611,48.189467144905244],[-106.72421857271478,48.18945768189644],[-106.72416476434769,48.189445129402834]]]}"
00000000000000001450,0,5191,2,1220,1,203.76988419,61.9143820104,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.7235282829759,48.189387631836],[-106.72350265006894,48.18941929728437],[-106.72349612077207,48.18942385913889],[-106.7237211269674,48.18956337863586],[-106.72374711159289,48.18954070610008],[-106.72378387764809,48.18944187594997],[-106.7235282829759,48.189387631836]]]}"
00000000000000001451,0,5192,2,1232,1,922.229137135,171.034878118,50491.4272148,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.72436341617443,48.18959396689756],[-106.72437007795867,48.18959386694341]]},{""type"":""Polygon"",""coordinates"":[[[-106.72412383702355,48.18961990904634],[-106.72411589752622,48.189584288257],[-106.72407651457159,48.18960272303348],[-106.72408514564573,48.189660698618944],[-106.72409851283605,48.18966049634007],[-106.72411108698203,48.189637954422295],[-106.72414469048935,48.189646349642636],[-106.72415792501755,48.18964172234192],[-106.72415761643725,48.189632800793966],[-106.72412383702355,48.18961990904634]]]},{""type"":""Polygon"",""coordinates"":[[[-106.72478673760119,48.18927054063122],[-106.72414885257905,48.18957040024099],[-106.72415617494823,48.189588177935086],[-106.72421090929117,48.189627495093156],[-106.72421108521235,48.1896319916272],[-106.72436341617443,48.18959396689756],[-106.72436345054665,48.18959395831756],[-106.72437640770548,48.1895848496041],[-106.72437654039818,48.18958927461191],[-106.72482732606508,48.18948430334675],[-106.72490539948703,48.189425078591846],[-106.72491845794286,48.18941595469509],[-106.72478673760119,48.18927054063122]]]}]}"
00000000000000001452,0,5193,2,1230,1,800.849077235,153.315284949,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72402940147424,48.18939352129304],[-106.72399263603359,48.18949235143086],[-106.72402782533848,48.18954542584562],[-106.72404833888162,48.189558504742855],[-106.72452034715195,48.18909587418705],[-106.7244391443755,48.18906581216655],[-106.7244317906324,48.18904359456779],[-106.72426747096395,48.18912201214306],[-106.72408390302502,48.18922747678633],[-106.72403579808628,48.18938453441332],[-106.72403610664078,48.1893934559204],[-106.72402940147424,48.18939352129304]],[[-106.72409661998483,48.18940594310147],[-106.72406304796331,48.18940198803147],[-106.72407685627874,48.18941513226323],[-106.72409661998483,48.18940594310147]],[[-106.72403610664078,48.1893934559204],[-106.72404307711565,48.18940224053407],[-106.72405631155063,48.189397613271026],[-106.72403610664078,48.1893934559204]]]}"
00000000000000001453,0,5194,2,1211,1,404.516127483,114.9003127,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72294618152061,48.189159661211114],[-106.7229326821604,48.18915543834124],[-106.72292615288573,48.18916000013381],[-106.72303596794163,48.18924762835274],[-106.72319248812269,48.18933459997598],[-106.72342846190865,48.18939809037936],[-106.72346144795824,48.18938864278766],[-106.7234554029067,48.189406622669225],[-106.72350265006894,48.18941929728437],[-106.7235282829759,48.189387631836],[-106.72353993197649,48.189338325588814],[-106.72294618152061,48.189159661211114]]]}"
00000000000000001454,0,5195,2,1227,1,258.902852546,71.0967825475,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72407651457159,48.18960272303348],[-106.72404833888162,48.189558504742855],[-106.72402782533848,48.18954542584562],[-106.72374711159289,48.18954070610008],[-106.7237211269674,48.18956337863586],[-106.72371525784719,48.18958585512395],[-106.72371587479255,48.18960369821378],[-106.72408527830247,48.189665123634406],[-106.72408514564573,48.189660698618944],[-106.72407651457159,48.18960272303348]]]}"
00000000000000001455,0,5196,2,1221,1,214.034676942,70.8084825336,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72349612077207,48.18942385913889],[-106.7233732393,48.18954630718193],[-106.72337337187142,48.18955073219094],[-106.72371525784719,48.18958585512395],[-106.7237211269674,48.18956337863586],[-106.72349612077207,48.18942385913889]],[[-106.7235443677179,48.189467809967184],[-106.72353082484084,48.18946351564121],[-106.72353786959312,48.18947681197201],[-106.7235443677179,48.189467809967184]]]}"
00000000000000001456,0,5197,2,1209,1,343.723190108,124.217704016,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72319248812269,48.18933459997598],[-106.72303596794163,48.18924762835274],[-106.72319214197252,48.18952219056941],[-106.72319183362683,48.18951326903263],[-106.72322547970754,48.189521736092935],[-106.72323324245758,48.18955286040483],[-106.72321286194928,48.1895442063325],[-106.72320599312741,48.18953540648843],[-106.7231994637941,48.189539968333804],[-106.72326334146358,48.18965511996637],[-106.72337337187142,48.18955073219094],[-106.7233732393,48.18954630718193],[-106.72333169769277,48.18950229087457],[-106.72319248812269,48.18933459997598]],[[-106.72333169769277,48.18950229087457],[-106.72330475669396,48.18949375853472],[-106.7233122111392,48.18951596128585],[-106.72333169769277,48.18950229087457]],[[-106.72327877196467,48.18951643093372],[-106.7232652723889,48.18951220808735],[-106.72326571331116,48.18952555463066],[-106.72327877196467,48.18951643093372]]]}"
00000000000000001457,0,5198,2,1223,1,272.176343068,86.5352621527,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72370965394204,48.18961718164728],[-106.72329217600368,48.18971725325455],[-106.7233816564354,48.18979629935855],[-106.72347425794554,48.18976804779662],[-106.7234741253638,48.1897636227698],[-106.72348078730865,48.18976348591218],[-106.72367253578928,48.18970701901937],[-106.72371683140905,48.18963490301565],[-106.72370965394204,48.18961718164728]],[[-106.72349340503118,48.18974101554521],[-106.72345983300539,48.18973706024015],[-106.72346728759118,48.18975926307797],[-106.72349340503118,48.18974101554521]]]}"
00000000000000001458,0,5199,2,1197,1,739.451478377,172.410541437,50491.4272148,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.7234568709384,48.19024622343604],[-106.72345019501718,48.19024632354895]]},{""type"":""Polygon"",""coordinates"":[[[-106.72359020345353,48.190038793455756],[-106.72354370487793,48.190048387048456],[-106.72336601305716,48.19012700690691],[-106.72340659902818,48.19013981857354],[-106.72341456899827,48.190179880015805],[-106.72341531834776,48.19020214837584],[-106.72345690404349,48.190246236731966],[-106.72390916813401,48.19019033185009],[-106.72392140285005,48.19015442788489],[-106.72359020345353,48.190038793455756]]]},{""type"":""Polygon"",""coordinates"":[[[-106.72336996380258,48.19024307499595],[-106.72334230410382,48.190216714391646],[-106.7233481424171,48.190189797445115],[-106.72334112878617,48.190180941124865],[-106.72334704148766,48.19015853592111],[-106.72334642474111,48.190140692636575],[-106.72303048167448,48.19027941046431],[-106.72305783279435,48.19029684952577],[-106.72339037590554,48.190256169347634],[-106.72339020009066,48.19025167275628],[-106.72336996380258,48.19024307499595]]]}]}"
00000000000000001459,0,5200,2,1352,1,1313.00427568,179.342220879,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72912691033021,48.19121956490622],[-106.72912670198036,48.1912106279903],[-106.729119996102,48.191210693737325],[-106.72912017261821,48.19121519038209],[-106.72912691033021,48.19121956490622]]],[[[-106.72912017261821,48.19121519038209],[-106.72909996499449,48.19121103401862],[-106.72887935807373,48.19120538048943],[-106.72830447385472,48.191191732203414],[-106.72830176600368,48.19131230800724],[-106.7283530611817,48.191445562471515],[-106.72840193815931,48.191507355921594],[-106.72842297306187,48.19153829308573],[-106.72912752987334,48.1912374084473],[-106.72912735335638,48.1912329118007],[-106.72912017261821,48.19121519038209]],[[-106.72888129140436,48.191263422927776],[-106.72889597380454,48.19130341887231],[-106.72890854637629,48.1912808756677],[-106.72888129140436,48.191263422927776]]]]}"
0000000000000000145a,0,5201,2,1239,1,1303.98546591,193.112798419,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72504118175529,48.18988749777853],[-106.72498719597577,48.18987044912641],[-106.72493290151188,48.18984447887099],[-106.72490616675351,48.18984488366928],[-106.72488259412272,48.18993901599865],[-106.72490279961562,48.18994317320003],[-106.72493018331416,48.18996505176755],[-106.72504801985895,48.18989185736093],[-106.72504118175529,48.18988749777853]]],[[[-106.72542336639,48.18953340647784],[-106.72524085209349,48.18946911129492],[-106.72497257577201,48.18943742824959],[-106.72491650465712,48.18975537892308],[-106.72496334335429,48.18975914644298],[-106.72500423901573,48.18978087888852],[-106.72496426968085,48.1897859111328],[-106.7249781218397,48.18979912683774],[-106.72505884228333,48.1898157706413],[-106.72507907913185,48.18982436796339],[-106.72510598995675,48.18982845966277],[-106.72511190162949,48.189806054526194],[-106.72514609216773,48.18982785237776],[-106.72551889739556,48.189594470108204],[-106.72542336639,48.18953340647784]],[[-106.72504437248722,48.18978471181282],[-106.7250516953942,48.189802489497396],[-106.72507812136163,48.18979316309232],[-106.72504437248722,48.18978471181282]]]]}"
0000000000000000145b,0,5202,2,1243,1,349.964306114,108.114097803,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72503115582572,48.19018687886866],[-106.72485534528063,48.19012251675322],[-106.72484215380665,48.190127215719045],[-106.72481634507002,48.19015438537988],[-106.7249490960724,48.19032655158252],[-106.72507586350169,48.1903246231302],[-106.7252879978972,48.19027680608443],[-106.72526776071471,48.19026820874103],[-106.72522717309712,48.19025539786857],[-106.72520727615283,48.19026016236043],[-106.72520023054474,48.19024686597618],[-106.72512572954761,48.19021673850981],[-106.72512586232573,48.19022116356733],[-106.72509228906677,48.19021720882607],[-106.72508606849425,48.19023069249791],[-106.72505950943234,48.19023559393119],[-106.72503194941433,48.190209218716404],[-106.72501840587084,48.190204924556035],[-106.72503115582572,48.19018687886866]],[[-106.72501840587084,48.190204924556035],[-106.72499868498915,48.19021418557884],[-106.72499339071474,48.19025443417141],[-106.7250198170141,48.190245107694174],[-106.72501840587084,48.190204924556035]]]}"
0000000000000000145c,0,5203,2,1242,1,445.822607768,190.019781318,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72479881494938,48.1900295832956],[-106.7247127998943,48.19005318763935],[-106.72472637461686,48.19006192202222],[-106.72475994755663,48.190065876887374],[-106.72480582902168,48.19003843947327],[-106.72479881494938,48.1900295832956]]],[[[-106.72493338879492,48.19005885103635],[-106.72492668344023,48.19005891647698],[-106.72491393350015,48.190076962106474],[-106.7249008747936,48.19008608612306],[-106.7248884768365,48.190113124902005],[-106.72485534528063,48.19012251675322],[-106.72503115582572,48.19018687886866],[-106.72504974294561,48.19014191618954],[-106.72506902221802,48.19011930849795],[-106.72506809583084,48.19009254364182],[-106.72493338879492,48.19005885103635]]],[[[-106.7252879978972,48.19027680608443],[-106.72546779436733,48.190260720561966],[-106.72552077984317,48.190246492396135],[-106.72556635246507,48.19021013289184],[-106.7252161708409,48.190126033625056],[-106.72523053949823,48.19015710776442],[-106.72525198058474,48.19019695142155],[-106.72520421466943,48.190166419139466],[-106.72519596514236,48.19012187648017],[-106.72515565518863,48.19011354703502],[-106.72518400895342,48.19016226198935],[-106.7251712590606,48.19018030768698],[-106.72514995087045,48.19014488907255],[-106.72513015541057,48.1901496383938],[-106.72513768581601,48.19017635296423],[-106.72511871534351,48.19020788232886],[-106.72512572954761,48.19021673850981],[-106.72520023054474,48.19024686597618],[-106.72520005450595,48.190242369394575],[-106.7252470700408,48.190250633373054],[-106.72522717309712,48.19025539786857],[-106.72526776071471,48.19026820874103],[-106.7252879978972,48.19027680608443]],[[-106.7253543509506,48.190262375547974],[-106.72525404104098,48.19025941802836],[-106.72526776071471,48.19026820874103],[-106.7253543509506,48.190262375547974]]]]}"
0000000000000000145d,0,5204,2,1254,1,664.450536404,122.446448027,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72546779436733,48.190260720561966],[-106.72501154174732,48.19059803615315],[-106.7253852986553,48.19058800307731],[-106.72544357849313,48.19053352600629],[-106.72548126865829,48.19046145843539],[-106.72551728134583,48.190340357592106],[-106.72552077984317,48.190246492396135],[-106.72546779436733,48.190260720561966]]]}"
0000000000000000145e,0,5205,2,1251,1,231.470240189,113.615021849,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72483655246918,48.190359497809574],[-106.7247898890855,48.19036022679557],[-106.72470387324235,48.19038383129894],[-106.72468428497582,48.19039751736574],[-106.72471246216885,48.190441736134495],[-106.7247921247176,48.190427190224725],[-106.72484480155286,48.19040404071109],[-106.72485133096964,48.19039947867757],[-106.72483655246918,48.190359497809574]]],[[[-106.72485868518672,48.19042169680237],[-106.72483256749712,48.19043994494639],[-106.72481950864525,48.190449069018285],[-106.7247405067039,48.190481529848746],[-106.72481088976511,48.19058768004703],[-106.72482986066146,48.19055615050571],[-106.72486996354107,48.19055554331034],[-106.72490467056855,48.190595200092446],[-106.72483174436178,48.19061412095031],[-106.7248739503127,48.19067605239985],[-106.72488061252399,48.1906759154364],[-106.72492570126033,48.19062613759214],[-106.72485868518672,48.19042169680237]]]]}"
0000000000000000145f,0,5206,2,1255,1,246.710231576,105.953867138,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72493223071521,48.190621575532994],[-106.72492570126033,48.19062613759214],[-106.72491934780534,48.19063519626735],[-106.72494542237425,48.19061687650621],[-106.72493223071521,48.190621575532994]]],[[[-106.72491934780534,48.19063519626735],[-106.72488061252399,48.1906759154364],[-106.72490734787691,48.19067551062381],[-106.72491996530628,48.19065303968972],[-106.72491934780534,48.19063519626735]]],[[[-106.72494542237425,48.19061687650621],[-106.72496632036535,48.19064338891429],[-106.72499879162335,48.1906160819826],[-106.72502521819091,48.19060675543329],[-106.72503174763727,48.190602193369294],[-106.72507868888951,48.190605945721735],[-106.72502649654996,48.19064251378369],[-106.72502701268594,48.19066037234957],[-106.72502763023878,48.19067821577843],[-106.72528845970122,48.190687696123476],[-106.72530818084054,48.190678434951906],[-106.72536663695327,48.1906284544421],[-106.7253852986553,48.19058800307731],[-106.72501154174732,48.19059803615315],[-106.72494542237425,48.19061687650621]]]]}"
00000000000000001460,0,5207,2,1366,1,1107.45019621,212.971429902,50491.4272148,1,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-106.72974080420121,48.19179532421801],[-106.72974701417965,48.19178186523557]]},{""type"":""Polygon"",""coordinates"":[[[-106.72947713040823,48.191902018074536],[-106.72942997630192,48.19188933085605],[-106.72938966155282,48.19188100302432],[-106.72936310054473,48.191885905845716],[-106.72932838589091,48.19184624989334],[-106.72932137007282,48.19183739378598],[-106.72893629405739,48.191905745595975],[-106.72894375270515,48.1919279488186],[-106.72898692978946,48.19202108579859],[-106.72909795548297,48.192144485464375],[-106.72915256843898,48.19217937621354],[-106.7295515086211,48.191927717690824],[-106.72947713040823,48.191902018074536]]]},{""type"":""Polygon"",""coordinates"":[[[-106.72973975661897,48.191764143342745],[-106.72945416001325,48.191813037888025],[-106.72945433656618,48.1918175345825],[-106.72942790887937,48.19182686258813],[-106.72942870509966,48.19184920302638],[-106.72948252191448,48.19186175293867],[-106.72956456757196,48.19191859272003],[-106.72973467531307,48.19181333027438],[-106.72974081968137,48.191795334084986],[-106.72974080420121,48.19179532421801],[-106.72972714097567,48.191786615335054],[-106.72974703920877,48.191781849739954],[-106.7297469058838,48.191777424571946],[-106.72974659596937,48.19176850271509],[-106.72973975661897,48.191764143342745]],[[-106.72950211031161,48.19184806551424],[-106.72954322139215,48.191878733740744],[-106.72956232335613,48.191851627728916],[-106.72950211031161,48.19184806551424]],[[-106.72946148571344,48.19183081584925],[-106.72947523946166,48.19184404649126],[-106.72950832991997,48.19183458116913],[-106.72946148571344,48.19183081584925]]]}]}"
00000000000000001461,0,5208,2,1253,1,522.754252927,121.746593715,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.7252879978972,48.19027680608443],[-106.72507586350169,48.1903246231302],[-106.72493223071521,48.190621575532994],[-106.72494542237425,48.19061687650621],[-106.72501154174732,48.19059803615315],[-106.72546779436733,48.190260720561966],[-106.7252879978972,48.19027680608443]]]}"
00000000000000001462,0,5209,2,934,1,1113.94276561,164.442842425,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.71995843728362,48.193085485948735],[-106.71994537695551,48.19309460985422],[-106.72053479692816,48.19354136224739],[-106.72063923707114,48.19346829819411],[-106.72072333878404,48.1933866504589],[-106.72076098141915,48.19331466724274],[-106.72076702842897,48.19329668615121],[-106.71995843728362,48.193085485948735]]]}"
00000000000000001463,0,5210,2,1244,1,205.715648943,90.535483719,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72481634507002,48.19015438537988],[-106.72477094816205,48.1901952410774],[-106.72471788836418,48.19020495708778],[-106.7247898890855,48.19036022679557],[-106.72483655246918,48.190359497809574],[-106.7249490960724,48.19032655158252],[-106.72481634507002,48.19015438537988]],[[-106.72483400801165,48.19028361281776],[-106.724841463617,48.190305815753156],[-106.72487503683223,48.190309770589515],[-106.72489418352154,48.19028273779277],[-106.72483400801165,48.19028361281776]]],[[[-106.7247127998943,48.19005318763935],[-106.7247061378077,48.19005332458643],[-106.72464613876873,48.19005869604591],[-106.72466727033782,48.190089618159085],[-106.72471310860372,48.190062109253226],[-106.72472637461686,48.19006192202222],[-106.7247127998943,48.19005318763935]]]]}"
00000000000000001464,0,5211,2,1238,1,386.82281003,159.309066779,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72477891649078,48.18983339370765],[-106.72474850552813,48.18992316638508],[-106.72488259412272,48.18993901599865],[-106.72490616675351,48.18984488366928],[-106.72477891649078,48.18983339370765]]],[[[-106.72478496280512,48.19001636750689],[-106.72472431504183,48.189999455615315],[-106.7247061378077,48.19005332458643],[-106.7247127998943,48.19005318763935],[-106.72479881494938,48.1900295832956],[-106.72478496280512,48.19001636750689]]],[[[-106.72493226670248,48.189429098796566],[-106.72491845794286,48.18941595469509],[-106.72490539948703,48.189425078591846],[-106.72479660876583,48.189766106844594],[-106.7249171221854,48.189773222047734],[-106.72486282795016,48.189747251794834],[-106.72491650465712,48.18975537892308],[-106.72497257577201,48.18943742824959],[-106.72493226670248,48.189429098796566]]]]}"
00000000000000001465,0,5212,2,1237,1,413.383430474,187.205185851,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72465753515802,48.18979942693984],[-106.72460757923248,48.18990295696515],[-106.72463431394479,48.189902552250395],[-106.72470135805297,48.18991047716101],[-106.72472128607126,48.18991015298691],[-106.72473496216296,48.189918872203634],[-106.72474850552813,48.18992316638508],[-106.72477891649078,48.18983339370765],[-106.72465753515802,48.18979942693984]]],[[[-106.72482732606508,48.18948430334675],[-106.72482062082267,48.189484368776455],[-106.72470152077233,48.189718388832695],[-106.72474231470014,48.189740136523035],[-106.72478272538574,48.18974845095698],[-106.7247696667908,48.18975757489625],[-106.7247227268048,48.18975382242159],[-106.72472987354118,48.1897671035815],[-106.72474324086521,48.189766901209424],[-106.72476997551898,48.18976649645957],[-106.72479660876583,48.189766106844594],[-106.72490539948703,48.189425078591846],[-106.72482732606508,48.18948430334675]]],[[[-106.72467716749337,48.189986766362935],[-106.72470994694113,48.18996838147912],[-106.7246028005884,48.18996106364383],[-106.72460359392332,48.18998340340606],[-106.72461174125152,48.1900279611615],[-106.72457857851063,48.19003291271273],[-106.72456472647895,48.19001969688869],[-106.72455105041918,48.19001097763038],[-106.72453256429596,48.19005592497018],[-106.72464613876873,48.19005869604591],[-106.7247061378077,48.19005332458643],[-106.72472431504183,48.189999455615315],[-106.72467716749337,48.189986766362935]]]]}"
00000000000000001466,0,5213,2,1245,1,388.91172936,115.833014494,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72459225513919,48.190242586757485],[-106.72457888766512,48.19024278911424],[-106.72470387324235,48.19038383129894],[-106.7247898890855,48.19036022679557],[-106.72471788836418,48.19020495708778],[-106.72465806504242,48.19021482515798],[-106.72464277087165,48.1901569859844],[-106.7246690211073,48.190143163047],[-106.72466074097073,48.19009418015214],[-106.72466727033782,48.190089618159085],[-106.72464613876873,48.19005869604591],[-106.72453256429596,48.19005592497018],[-106.72442603522205,48.19006645015868],[-106.72457174092084,48.190229507823766],[-106.72459163778538,48.19022474346789],[-106.72459225513919,48.190242586757485]],[[-106.72461713799146,48.19018865218947],[-106.72460359456778,48.19018435796946],[-106.72461074131903,48.190197639246044],[-106.72461713799146,48.19018865218947]],[[-106.72459163778538,48.19022474346789],[-106.72460482928946,48.19022004452691],[-106.72459785850185,48.19021125982583],[-106.72459163778538,48.19022474346789]]]}"
00000000000000001467,0,5214,2,1246,1,666.502700409,161.997141537,50491.4272148,1,"{""type"":""Polygon"",""coordinates"":[[[-106.72455850616372,48.190234135238555],[-106.72457174092084,48.190229507823766],[-106.72442603522205,48.19006645015868],[-106.72434575641665,48.19006315240225],[-106.72403958045047,48.190094596235404],[-106.7240330510519,48.19009915818715],[-106.72459002031503,48.190376578847776],[-106.72459641702642,48.190367591761174],[-106.72462999017664,48.19037154668915],[-106.72461053462047,48.1903896578118],[-106.7246511964339,48.19040698072602],[-106.72468428497582,48.19039751736574],[-106.72470387324235,48.19038383129894],[-106.72457888766512,48.19024278911424],[-106.72455215272265,48.190243193822035],[-106.72455850616372,48.190234135238555]],[[-106.72455215272265,48.190243193822035],[-106.72453187264918,48.19023452479796],[-106.7245186811415,48.19023922373032],[-106.72449799101608,48.19022164819733],[-106.72447888741019,48.19024875241096],[-106.72444641631185,48.190276058973666],[-106.72448634276697,48.190270955365456],[-106.72450644688556,48.19027512781731],[-106.7245196816565,48.19027050040574],[-106.72454654931656,48.190274520771055],[-106.72455215272265,48.190243193822035]]]}"
00000000000000001468,0,5215,2,1250,1,589.922272512,186.749274634,50491.4272148,1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-106.72475852136695,48.19061975133734],[-106.72476641841124,48.19065530122848],[-106.72467232894319,48.190638859326],[-106.72461785785865,48.1906083919165],[-106.72456370759706,48.19098439196198],[-106.72457041309262,48.19098432654189],[-106.7248739503127,48.19067605239985],[-106.72483174436178,48.19061412095031],[-106.72481189051004,48.190618956919835],[-106.72476469886448,48.19060619605996],[-106.72475852136695,48.19061975133734]]],[[[-106.72476469886448,48.19060619605996],[-106.72477091960857,48.190592712308714],[-106.72480436031073,48.190592242095015],[-106.72481088976511,48.19058768004703],[-106.7247405067039,48.190481529848746],[-106.72472731509984,48.19048622883406],[-106.72464690236478,48.19047850625136],[-106.72466569732869,48.19044248020515],[-106.72470580001207,48.19044187308433],[-106.72471246216885,48.190441736134495],[-106.72468428497582,48.19039751736574],[-106.7246511964339,48.19040698072602],[-106.72462332857435,48.190572639675196],[-106.72474384433566,48.19057975514443],[-106.72475786069285,48.19060183640025],[-106.72476469886448,48.19060619605996]]]]}"
