"clusterID_seq","window_type","sum_c","mean_p","mean_f","Nhat","TO_mean","riparian_area_sum","catchment_area_max","contains_null","time_period","SWA","t"
"1","dammed",1,0.914262614760011,0.0324729869663131,1.13048795503764,39.0091494157472,1151.59564545751,297.73288,TRUE,"sum_SWA_t1",0,"1"
"1","dammed",1,0.914262614760011,0.0324729869663131,1.13048795503764,39.0091494157472,1151.59564545751,297.73288,TRUE,"sum_SWA_t2",0,"2"
"1","dammed",1,0.914262614760011,0.0324729869663131,1.13048795503764,39.0091494157472,1151.59564545751,297.73288,TRUE,"sum_SWA_t3",0,"3"
"1","dammed",1,0.914262614760011,0.0324729869663131,1.13048795503764,39.0091494157472,1151.59564545751,297.73288,TRUE,"sum_SWA_t4",0,"4"
"1","dammed",1,0.914262614760011,0.0324729869663131,1.13048795503764,39.0091494157472,1151.59564545751,297.73288,TRUE,"sum_SWA_t5",0,"5"
"1","dammed",1,0.914262614760011,0.0324729869663131,1.13048795503764,39.0091494157472,1151.59564545751,297.73288,TRUE,"sum_SWA_t6",0,"6"
"1","dammed",1,0.914262614760011,0.0324729869663131,1.13048795503764,39.0091494157472,1151.59564545751,297.73288,TRUE,"sum_SWA_t7",0,"7"
"1","dammed",1,0.914262614760011,0.0324729869663131,1.13048795503764,39.0091494157472,1151.59564545751,297.73288,TRUE,"sum_SWA_t8",0,"8"
"1","undammed",0,0.914201943672379,0.027714260877168,0,32.1847674589139,677.339583694935,296.7367,TRUE,"sum_SWA_t1",0,"1"
"1","undammed",0,0.914201943672379,0.027714260877168,0,32.1847674589139,677.339583694935,296.7367,TRUE,"sum_SWA_t2",0,"2"
"1","undammed",0,0.914201943672379,0.027714260877168,0,32.1847674589139,677.339583694935,296.7367,TRUE,"sum_SWA_t3",0,"3"
"1","undammed",0,0.914201943672379,0.027714260877168,0,32.1847674589139,677.339583694935,296.7367,TRUE,"sum_SWA_t4",0,"4"
"1","undammed",0,0.914201943672379,0.027714260877168,0,32.1847674589139,677.339583694935,296.7367,TRUE,"sum_SWA_t5",0,"5"
"1","undammed",0,0.914201943672379,0.027714260877168,0,32.1847674589139,677.339583694935,296.7367,TRUE,"sum_SWA_t6",0,"6"
"1","undammed",0,0.914201943672379,0.027714260877168,0,32.1847674589139,677.339583694935,296.7367,TRUE,"sum_SWA_t7",0,"7"
"1","undammed",0,0.914201943672379,0.027714260877168,0,32.1847674589139,677.339583694935,296.7367,TRUE,"sum_SWA_t8",0,"8"
"2","dammed",4,0.931447396443549,0.0337365313170413,4.4443279428897,51.2135301441578,12256.2208711877,287.36838,TRUE,"sum_SWA_t1",0,"1"
"2","dammed",4,0.931447396443549,0.0337365313170413,4.4443279428897,51.2135301441578,12256.2208711877,287.36838,TRUE,"sum_SWA_t2",0,"2"
"2","dammed",4,0.931447396443549,0.0337365313170413,4.4443279428897,51.2135301441578,12256.2208711877,287.36838,TRUE,"sum_SWA_t3",0,"3"
"2","dammed",4,0.931447396443549,0.0337365313170413,4.4443279428897,51.2135301441578,12256.2208711877,287.36838,TRUE,"sum_SWA_t4",79.0696765502294,"4"
"2","dammed",4,0.931447396443549,0.0337365313170413,4.4443279428897,51.2135301441578,12256.2208711877,287.36838,TRUE,"sum_SWA_t5",0,"5"
"2","dammed",4,0.931447396443549,0.0337365313170413,4.4443279428897,51.2135301441578,12256.2208711877,287.36838,TRUE,"sum_SWA_t6",403.540436532684,"6"
"2","dammed",4,0.931447396443549,0.0337365313170413,4.4443279428897,51.2135301441578,12256.2208711877,287.36838,TRUE,"sum_SWA_t7",514.75278412688,"7"
"2","dammed",4,0.931447396443549,0.0337365313170413,4.4443279428897,51.2135301441578,12256.2208711877,287.36838,TRUE,"sum_SWA_t8",168.18185935932,"8"
"2","undammed",0,0.90404128370405,0.0279602797543697,0,41.5070244891865,10827.0286121592,289.0554,TRUE,"sum_SWA_t1",0,"1"
"2","undammed",0,0.90404128370405,0.0279602797543697,0,41.5070244891865,10827.0286121592,289.0554,TRUE,"sum_SWA_t2",0,"2"
"2","undammed",0,0.90404128370405,0.0279602797543697,0,41.5070244891865,10827.0286121592,289.0554,TRUE,"sum_SWA_t3",0,"3"
"2","undammed",0,0.90404128370405,0.0279602797543697,0,41.5070244891865,10827.0286121592,289.0554,TRUE,"sum_SWA_t4",166.771635692494,"4"
"2","undammed",0,0.90404128370405,0.0279602797543697,0,41.5070244891865,10827.0286121592,289.0554,TRUE,"sum_SWA_t5",0,"5"
"2","undammed",0,0.90404128370405,0.0279602797543697,0,41.5070244891865,10827.0286121592,289.0554,TRUE,"sum_SWA_t6",1502.12642228229,"6"
"2","undammed",0,0.90404128370405,0.0279602797543697,0,41.5070244891865,10827.0286121592,289.0554,TRUE,"sum_SWA_t7",1079.77268965852,"7"
"2","undammed",0,0.90404128370405,0.0279602797543697,0,41.5070244891865,10827.0286121592,289.0554,TRUE,"sum_SWA_t8",635.193967848198,"8"
"5","dammed",2,0.917782433237984,0.0251260782003251,2.23533079798673,41.7172234168764,3118.03588805348,282.32623,TRUE,"sum_SWA_t1",0,"1"
"5","dammed",2,0.917782433237984,0.0251260782003251,2.23533079798673,41.7172234168764,3118.03588805348,282.32623,TRUE,"sum_SWA_t2",0,"2"
"5","dammed",2,0.917782433237984,0.0251260782003251,2.23533079798673,41.7172234168764,3118.03588805348,282.32623,TRUE,"sum_SWA_t3",0,"3"
"5","dammed",2,0.917782433237984,0.0251260782003251,2.23533079798673,41.7172234168764,3118.03588805348,282.32623,TRUE,"sum_SWA_t4",0,"4"
"5","dammed",2,0.917782433237984,0.0251260782003251,2.23533079798673,41.7172234168764,3118.03588805348,282.32623,TRUE,"sum_SWA_t5",0,"5"
"5","dammed",2,0.917782433237984,0.0251260782003251,2.23533079798673,41.7172234168764,3118.03588805348,282.32623,TRUE,"sum_SWA_t6",0,"6"
"5","dammed",2,0.917782433237984,0.0251260782003251,2.23533079798673,41.7172234168764,3118.03588805348,282.32623,TRUE,"sum_SWA_t7",0,"7"
"5","dammed",2,0.917782433237984,0.0251260782003251,2.23533079798673,41.7172234168764,3118.03588805348,282.32623,TRUE,"sum_SWA_t8",0,"8"
"5","undammed",0,0.908370194504589,0.0257103234567529,0,47.295054475481,3212.15798376501,286.16516,TRUE,"sum_SWA_t1",0,"1"
"5","undammed",0,0.908370194504589,0.0257103234567529,0,47.295054475481,3212.15798376501,286.16516,TRUE,"sum_SWA_t2",0,"2"
"5","undammed",0,0.908370194504589,0.0257103234567529,0,47.295054475481,3212.15798376501,286.16516,TRUE,"sum_SWA_t3",0,"3"
"5","undammed",0,0.908370194504589,0.0257103234567529,0,47.295054475481,3212.15798376501,286.16516,TRUE,"sum_SWA_t4",0,"4"
"5","undammed",0,0.908370194504589,0.0257103234567529,0,47.295054475481,3212.15798376501,286.16516,TRUE,"sum_SWA_t5",0,"5"
"5","undammed",0,0.908370194504589,0.0257103234567529,0,47.295054475481,3212.15798376501,286.16516,TRUE,"sum_SWA_t6",0,"6"
"5","undammed",0,0.908370194504589,0.0257103234567529,0,47.295054475481,3212.15798376501,286.16516,TRUE,"sum_SWA_t7",0,"7"
