stream,Input_FID,Shape_Area_20,NDVI_veg19_20,Veg_area_veg19_20
lbv,8363,887.406566563,0.5024004796308663,658.5181997560986
lbv,3880,811.675681322,0.3918765824562574,788.3042447258443
lbv,14273,552.145953827,0.3633034281950343,345.61502526975147
lbv,11416,611.227547799,0.4971813916060841,438.0253846710803
lbv,88,940.70087681,0.6072742977161524,711.9750815896427
lbv,1501,573.668097689,0.5981547431030988,568.8675233429555
lbv,14,868.771404605,0.6015944353799654,635.8543534821155
lbv,997,602.359580026,0.6436937541639044,419.613508605957
lbv,11057,587.953043122,0.5408579170393176,299.8756401510799
lbv,4181,640.964154278,0.283767428557667,597.33270296583
lbv,9583,621.280926394,0.40758229874429247,409.9867459166284
lbv,12016,674.391105813,0.45065054537039306,317.77239792767693
lbv,6168,1393.92669769,0.5089498549796023,1208.5715869379978
lbv,328,706.364492887,0.5227715198374201,490.27823028564444
lbv,4999,556.407236104,0.46549378729998436,427.81746900969847
lbv,3495,599.957996035,0.4518331087978897,423.0312527824851
lbv,5902,952.13382792,0.5856508029301962,780.7032006656425
lbv,4052,669.637228656,0.629546129201172,549.9358214434455
lbv,6874,1304.26262555,0.6107060287403773,1146.7803676829617
lbv,12322,839.212967627,0.4992970529813696,605.1796489042393
lbv,6793,1376.70097063,0.4932885899095567,1169.173435016707
lbv,4895,543.71002389,0.5110009800777379,432.2632205738741
lbv,10414,565.411522808,0.44984341512094067,435.7031496833352
lbv,4094,625.703485656,0.5714393197495696,499.39158226461973
lbv,7220,710.918893645,0.6902068045253079,501.430092306698
lbv,11111,696.112067569,0.5262191375785602,556.0016038483263
lbv,6386,1994.87598573,0.6981815293010718,1880.261261883904
lbv,3089,562.855244304,0.3954470330064402,331.34327841366036
lbv,13021,1023.40197537,0.5568812128718938,796.3953632130342
lbv,551,692.198908558,0.4668572535084244,623.0352787990196
lbv,9474,608.881187658,0.39532573931661613,222.03539228252336
lbv,958,554.481091169,0.6313783228919915,445.654622036803
lbv,4244,640.816257913,0.47509693593441793,473.8788404576919
lbv,7011,836.133003444,0.6320661076090552,629.416019634172
lbv,2476,638.044993468,0.5266825589426061,389.6640941545074
lbv,6211,586.104707808,0.33691594518684587,424.623092621448
lbv,7506,708.054556358,0.4480573508831413,492.30620437322875
lbv,7097,750.902382425,0.5418743523329439,539.946675079944
lbv,11335,1046.99647205,0.5062618522544967,884.1714805154239
lbv,811,603.481523132,0.630887363560316,512.5494665407666
lbv,9799,537.556314421,0.26026115672355554,386.60888629988125
lbv,4800,639.046664975,0.46350935847909597,578.0680705949371
lbv,12146,669.651903703,0.4275351873751756,411.64434682808667
