stream,Input_FID,Shape_Area_10,NDVI_veg21_10,Veg_area_veg21_10
brz,5122,309.693607326,,0.0
brz,6431,902.032497899,0.2768256135932421,237.98438352697036
brz,3553,408.082141614,0.29318269969601374,99.46178705552045
brz,3655,323.810261757,0.34682558247389933,314.3692936317593
brz,2896,879.509752709,0.2892673116514165,584.6210364846622
brz,5280,343.247578951,0.1915642431318122,220.12665991689647
brz,1607,1098.17462504,0.38175969621544825,1092.6285789040958
brz,4173,381.709197321,0.22462859749794006,31.672689520143997
brz,5431,402.041394775,,0.0
brz,54,439.305850409,0.45837972832234547,441.51353044696873
brz,4570,321.162234667,,0.0
brz,4467,959.907977384,0.20854155082127143,75.90627507228477
brz,3795,307.680259148,0.2500344941645493,127.22162655101103
brz,962,356.738517596,0.38264752535331836,352.65792900534234
brz,670,806.578620381,0.3896804775458877,819.5584213256838
brz,911,916.4221686,0.30851651560620397,926.10583226821
brz,4441,174.085785419,0.19890498782662178,72.76656449261834
brz,1788,641.948432549,0.4662995572885708,626.1952225629021
brz,4293,242.672808904,0.21085722744464874,2.355783260569853
brz,5851,1662.14116686,0.22261033135217972,972.8175906611424
brz,644,1023.51145189,0.2549105060354392,829.2565158918792
brz,5742,786.360279148,0.24137123285296597,579.1750437418619
brz,650,288.495242254,0.35677248103912024,252.95985693838082
brz,2262,482.622510092,0.43444751975145224,483.39248106713393
brz,3832,393.257927542,0.3553999072300092,118.05626908844593
brz,3880,324.914089278,0.3040772670725637,135.86050477869372
brz,3739,478.376330039,0.3165188100992129,456.52907194249775
brz,3373,300.406656696,0.28740567381746845,297.59306407255286
brz,3612,353.559937725,0.2496177145430037,261.4855860990636
brz,3334,290.089281201,0.33397685275988637,279.5322918162626
brz,4762,283.802417864,0.20844348708856592,152.86460254145604
brz,6280,633.346787623,0.19509165032515444,412.29835600011495
brz,2622,309.611957559,0.22448175075470198,194.9619706097771
brz,232,317.792556563,0.30861168425469476,272.82707636216105
brz,5241,401.769461851,0.1896270143610614,74.8588358561198
brz,2394,339.180622676,0.402278463280301,343.64362251431334
brz,700,407.238809839,0.3576534596670951,410.17581269507315
brz,6237,534.923940604,0.21248810244931116,235.5880975162282
brz,2070,363.020686042,0.27455521935134897,348.08901214599604
brz,2988,298.91412318,0.31168647144093287,301.48673801796104
brz,1250,696.713167448,0.3524041144643331,692.260168576708
brz,5579,1145.94373947,0.18979870424653492,35.85736568675321
brz,5772,2442.57642769,0.21736566119484213,79.55920757218902
brz,671,1004.71233112,0.368768226412329,1008.4312883564069
brz,5572,454.2802115,0.260974338930573,103.12324562820733
brz,2376,415.110412416,0.3272807909621206,283.45066890342565
brz,1111,565.121685388,0.2953850248086831,551.2451829498888
brz,5785,312.601571103,0.28837119380234677,313.2670461916456
brz,4532,289.289650651,0.19983247992630573,96.58779237036612
brz,5658,559.107559641,0.25661955880267273,355.4159728405523
brz,4978,1050.03343969,0.19900377514891154,696.2394912719725
brz,4041,491.962309676,0.21226394283557365,43.71482382381663
brz,1412,542.039707304,0.328016739235271,471.45416424321195
brz,247,376.087488689,0.37044419532691,376.1599786795822
brz,2000,975.68385494,0.2534555291520216,788.5306192136278
brz,827,311.849124943,0.4284723890120452,308.9527432310815
brz,2632,264.885856581,0.31327633938968436,188.15973992441215
brz,3444,331.426312869,0.27027432801285955,336.5966708613377
brz,3618,299.981934837,0.33170375081514214,165.1618476119696
brz,907,262.641872483,0.5003700547433093,258.4716398650525
brz,651,770.026168804,0.3797010916102005,510.62877831552544
brz,1533,849.986671325,0.31862957568762806,497.6288982017368
brz,2895,957.933940332,0.2773181961042447,808.890317400764
brz,2839,431.430015726,0.27858261998320366,406.1372345269896
brz,4449,292.206436495,,0.0
brz,5319,553.912356863,,0.0
brz,1354,832.521615012,0.3368597533137563,643.8493967093674
brz,1717,992.076083629,0.45773502489114937,989.3830508961398
brz,2946,391.790298464,0.38312089920240666,158.59170074462892
brz,5706,1078.34919879,0.2854177684148029,168.28605286841298
brz,2351,313.25084365,0.40634978626919516,312.23641435211783
brz,3015,392.391856172,0.39374892444514914,391.2480754478305
brz,2582,520.529133228,0.25779542126334637,299.38030183081537
brz,851,437.66668244,0.38761178627788445,437.4015838024663
brz,5608,543.134368112,0.20987825037344646,300.9871818692077
brz,6044,386.955541548,0.23948770749756668,33.24134721942976
brz,2893,1584.01565676,0.2567554104625008,1465.9910905426625
brz,5291,1152.34683711,,0.0
brz,3442,414.318808117,0.2667502576280015,382.4010176415537
brz,1516,1039.67949677,0.22628618331569236,626.0796289481367
brz,1571,334.977857939,0.38375963949469055,335.42195904301656
brz,6136,632.545742956,0.2704692803672515,402.0461145139208
brz,3278,403.626863486,0.4113082655827564,405.4216356165269
brz,5696,1081.22762088,0.23003687430265277,264.5982404821059
brz,4575,299.43478858,0.20225442945957184,45.80745173435585
brz,3088,283.669985906,0.33189277648925786,282.6542948404948
brz,2557,301.628060871,0.41407279561789595,276.8808775060317
brz,4169,547.095473224,0.2308313195352201,21.20245163861443
brz,4871,750.729373188,0.19865541661947833,177.20423012527766
brz,3494,339.397640011,0.20617286029695547,101.81795130710975
brz,1646,881.834972295,0.44176774519343026,860.5874263090246
brz,1584,1557.4625956,0.38025294288777933,1559.8883008171529
brz,3535,379.311957902,0.322535712500992,161.7554109461167
brz,2853,518.337034134,0.29144871333100736,504.27894182392197
brz,584,257.909153146,0.3059346344337774,184.95337243173634
brz,6144,1375.8623633,0.21908277354194125,808.8029028200635
brz,1997,921.750171716,0.2565805659449702,326.87591636508114
brz,4348,481.258594828,0.2083061248475108,189.7653258080576
brz,2075,1611.95318003,0.19610181472574673,376.8825463986865
brz,5317,331.118188737,,0.0
brz,4022,571.74626147,0.22234792627434619,144.75793489942362
brz,1012,1113.50292568,0.2978775562929378,1109.2655013738895
brz,1917,871.151275354,0.1979720946477384,64.11450901405483
brz,4306,426.630494984,0.24241944331459514,238.98201225131166
brz,6361,756.814472139,0.1966672642496381,71.73242408902038
brz,2378,445.936758542,0.3461511092783822,346.5263937856637
brz,6417,766.248031964,0.22995416152601436,150.800125840131
brz,1072,613.76357534,0.304768880237338,537.6522678749234
brz,4771,756.7044273,0.21994152786415208,392.36738299201517
brz,1252,297.644015457,0.31420990976657137,251.42291538014132
brz,2115,295.738461615,0.30819385419279366,262.5037118051566
brz,1229,306.171607709,0.2770528859231495,301.1381923899931
brz,1815,1186.00663048,0.29235524281180814,706.7917853860293
brz,4844,530.205516397,0.20423911691370594,236.88447122012866
brz,1344,799.513641199,0.3216055608547836,800.313431593951
brz,2277,719.883133585,0.45894605335884514,417.7038648717544
brz,5787,1011.99142215,0.23990196296408706,1013.0843216540767
brz,1861,1139.86326661,0.2356757297368574,681.9507835836972
brz,5626,316.985788164,0.20794685470642352,120.13308401668772
brz,5191,316.974654643,0.20035363409830176,18.060015719544655
brz,3908,566.838957492,0.2836826834573769,422.4885067210477
brz,4396,294.452834207,0.20869585125511245,173.01863899978935
brz,2193,1448.36276335,0.35322833929126113,563.4717696844363
brz,1779,698.303849304,0.3759410703537011,549.5213223625632
brz,4125,1327.66739109,0.1911213357366484,269.8724967806947
brz,6123,1031.99954062,0.2243578967286293,230.6025977639591
brz,6299,160.086599141,0.20868516194449324,67.27786290785845
brz,5697,1143.64201394,0.23528390874628807,397.5510503133138
brz,2875,1504.34752442,0.28080821679859885,1510.4739884320427
brz,3449,587.623951116,0.23600852396632968,331.88325871486285
brz,5526,373.950125777,,0.0
brz,235,367.143053344,0.29712556004077084,348.6864783791935
brz,3064,333.239298457,0.30841318941583823,253.6006774603152
brz,4688,779.870236506,0.18152129743248227,138.20701658959482
brz,5863,531.448085043,0.2423493096350405,204.9311643712661
brz,2255,1013.11779861,0.3718444453696892,421.6261231366326
brz,2054,1001.81209079,0.19951347920963233,109.1352502261891
brz,5460,430.590778418,,0.0
brz,3196,924.401591513,0.31210483434710656,937.740333587048
brz,1655,1127.08664624,0.4622421170031178,1106.0342699537089
brz,1602,1057.44369045,0.4166117987212013,1067.5011771706975
brz,3205,475.063746113,0.3536079056341014,407.7602151309743
brz,5217,400.341207914,0.19699755311012268,29.83806242101333
brz,2280,525.729583683,0.449648399666219,539.9277792238722
brz,5619,426.508028422,0.21842872681284803,395.46992746988934
brz,5539,675.913903444,0.19543147087097168,1.3086869482900583
brz,5,351.654225157,0.5669937831784939,348.6511870440315
brz,1966,771.696038112,0.24940459294415063,735.1263552796606
brz,4983,1096.0314978,0.20233005835014636,26.959416468003216
brz,2268,1964.5758706,0.26684223233544363,379.74971938787724
brz,1495,1308.4832768,0.4241564464893225,1298.983015950521
brz,16,384.047066988,0.5641675864180472,477.3325276094325
brz,5689,698.547871985,0.2583610522117697,426.3401485667508
brz,5444,1912.02690619,,0.0
brz,916,520.881461361,0.40769071003852275,514.3251919914694
brz,1818,814.843388881,0.24997405319110208,84.26020492852903
brz,3538,378.917535769,0.2855522036552429,0.2617401123046875
brz,552,363.775807956,0.36762851814125636,205.61582928825825
brz,3152,472.964024039,0.30167985553241744,207.2760364308077
brz,2771,573.142549906,0.32090314534828385,542.4854558907303
brz,320,329.026807994,0.5022277298651001,325.91282115263095
brz,1122,447.485294496,0.2997875007336094,244.3604336009306
brz,1259,795.316304684,0.3115402997878615,792.1977863984949
brz,4269,495.554068686,,0.0
brz,3149,759.341663149,0.28160049712706237,516.6226847330729
brz,1961,2175.44344169,0.264483396898552,220.09411031685624
brz,6267,356.502240028,0.1981040826615165,53.401791920381434
brz,5498,323.184202649,0.18952240652226388,36.90458445829504
brz,405,245.204716254,0.4851405322551727,245.87848151711853
brz,4995,667.458190805,0.2040200157937018,134.27147118063533
brz,2276,828.96475021,0.38825937075573097,447.5397267061121
brz,3361,314.825773466,0.2928454577922821,28.267638083065258
brz,2414,308.460793969,0.39796396118307076,310.6647098316866
brz,3030,472.130312892,0.43127305761880497,471.84752005782786
brz,3141,255.227015,,0.0
brz,5842,629.537820028,0.23150638877674135,534.433249798943
brz,2729,348.84372931,0.33669353042264616,340.4534270941042
brz,2189,696.204417604,0.3193041322832607,384.98042644425936
brz,1954,888.728696853,0.22720924937482329,578.3622826968922
brz,413,418.179278602,0.4531580932990443,413.0252260395124
brz,97,646.550844554,0.49062370293258123,651.5119759653129
brz,3096,268.763120679,0.33423924928355414,224.81769642549403
brz,1923,504.294447146,0.21624714136123657,17.27170769186581
brz,5101,1031.50674851,,0.0
brz,1567,1021.09723147,0.3098714147123519,797.7328401752548
brz,4916,1824.93935036,0.20534821127087466,569.8316433177274
brz,2288,983.237550341,0.3029014399950054,361.176279853372
brz,4066,352.026775208,0.21240119586003228,101.3038646922392
brz,39,397.000796337,0.533710281238632,394.42482682770384
brz,5377,514.664087332,0.18964388450750935,163.32205164292282
brz,5767,522.556109463,0.2591909992245839,354.35482327330345
brz,2307,364.83382754,0.33014169817598504,251.51893627690333
brz,4679,530.45863813,0.20381420645503628,285.04697651582603
brz,3762,293.643208355,0.23663939733420855,29.57983221914254
brz,2462,269.495859846,0.22003961058836133,164.8859795963063
brz,2712,278.121447834,0.47834843696314394,271.11047656489353
brz,5258,224.595508138,0.1972673346652933,48.1610527786554
brz,5699,970.398539603,0.2688882978765926,418.22646245021446
brz,4727,299.271991362,0.21117666461451878,275.36922718122895
brz,4135,1371.65810867,0.23199603592359078,428.49854541853364
brz,1136,267.395047241,0.3387749849811314,265.81746371400124
brz,1091,496.955327244,0.3473500863949061,471.72006351246546
brz,2897,550.127294874,0.29072450088759366,278.1795361687156
brz,4664,310.833890379,0.20236340625269114,110.19597075219248
brz,1879,851.847133081,0.27631684357874864,112.00129370595896
brz,6307,1595.04509111,0.2065085619688034,16.49233757467831
brz,351,354.502148926,0.48264958215765214,347.3707924038756
brz,3224,774.590496168,0.35700810572446956,644.8878051159428
brz,2838,523.690555913,0.30750212982615316,502.175851949056
brz,5347,868.288608247,,0.0
brz,3977,426.403493601,0.214538974163023,161.77009097828585
brz,6041,495.794434941,0.23805212167883408,202.58829785515283
brz,5186,416.523643152,0.19849142818539228,197.87340509751263
brz,154,394.292335038,0.3963139759953622,340.2911272834329
brz,1775,480.629312906,0.44086239627448076,477.29822498396334
brz,4208,618.556754643,0.19790105521678925,37.692333984375
