system:index,Input_FID,SWA_t5,SWA_t6,SWA_t7,SWA_t8,containsNull_t5,containsNull_t6,containsNull_t7,containsNull_t8,riparian_area_m2,.geo
00000000000000000b0b,11548,148.32825974857099,226.4354178585258,148.32825974857099,226.4354178585258,0,0,0,0,354.2256773374975,"{""type"":""Polygon"",""coordinates"":[[[-107.54726695218555,48.39341225577203],[-107.5472595584188,48.39339905179107],[-107.5472122292027,48.393391175520385],[-107.54721852395919,48.39338210219456],[-107.54719056757195,48.393360352052724],[-107.54716426351,48.39336989785823],[-107.54713694369087,48.39336154906724],[-107.54711196976325,48.39339781013511],[-107.54711866983087,48.39339770021802],[-107.54709925157331,48.393411502705156],[-107.54707417500235,48.393447779902964],[-107.54709433235645,48.39344736269218],[-107.54708184535028,48.393465493248556],[-107.54706775158131,48.39345239915262],[-107.54693568732075,48.39362949650833],[-107.54703842161189,48.393671926230084],[-107.54728030690039,48.393411964554055],[-107.54726695218555,48.39341225577203]],[[-107.54716044331333,48.39342803513937],[-107.54714005474186,48.39342401439203],[-107.54714744846054,48.393437218389586],[-107.54716044331333,48.39342803513937]]]}"
00000000000000000b0f,11549,168.48845920539364,200.27130148013427,168.48845920539364,200.27130148013427,0,0,0,0,287.59738508984447,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-107.54708671365542,48.39342965804299],[-107.54709922010555,48.3934115158854]]},{""type"":""Polygon"",""coordinates"":[[[-107.54701547368435,48.39334639485388],[-107.54699541897975,48.3933467959415],[-107.5468259389697,48.39357835588341],[-107.54685981083747,48.393586539639905],[-107.54687367336653,48.39359519581313],[-107.54691544674186,48.39362553095623],[-107.54693568732075,48.39362949650833],[-107.54706775158131,48.39345239915262],[-107.54706058909912,48.39344363311801],[-107.54707417500235,48.393447779902964],[-107.54708666200438,48.39342964935372],[-107.54700495320625,48.393404642018545],[-107.54701744021587,48.39338651149278],[-107.54699692309559,48.393378036643476],[-107.54701621272937,48.393359780114466],[-107.54701547368435,48.39334639485388]],[[-107.54700609751069,48.39342699070382],[-107.54701349117137,48.393440194713925],[-107.54703984072741,48.39343072029704],[-107.54700609751069,48.39342699070382]]]},{""type"":""Polygon"",""coordinates"":[[[-107.54703586217272,48.39335041562395],[-107.54705747818608,48.39338116776415],[-107.54711196976325,48.39339781013511],[-107.54713694369087,48.39336154906724],[-107.54713001241535,48.39335722101896],[-107.54712249008308,48.39333956297019],[-107.54710885875804,48.39333534483895],[-107.54710370835768,48.39336676680718],[-107.54707047302722,48.39337198453607],[-107.54708181564742,48.39333150536131],[-107.54703425544426,48.393319191043666],[-107.54704027356804,48.39330560841782],[-107.54703338776817,48.39330135172724],[-107.54700161118747,48.3933377387407],[-107.54701506841666,48.39333743145768],[-107.54701547368435,48.39334639485388],[-107.54703586217272,48.39335041562395]]]}]}"
00000000000000000b0e,11550,135.8535792247921,198.3847532999282,135.8535792247921,198.3847532999282,0,0,0,0,307.2361308597028,"{""type"":""MultiPolygon"",""coordinates"":[[[[-107.54689805570024,48.39327754127045],[-107.54689176090808,48.39328661455837],[-107.54690494147026,48.3932817979696],[-107.54689805570024,48.39327754127045]]],[[[-107.54698825653807,48.39333802991781],[-107.54700161118747,48.3933377387407],[-107.54703338776817,48.39330135172724],[-107.54702645652307,48.3932970236756],[-107.54700726950584,48.39331526408021],[-107.54698738888497,48.39332019059409],[-107.54698825653807,48.39333802991781]]],[[[-107.54698825653807,48.39333802991781],[-107.54696773945665,48.39332955506899],[-107.54698738888497,48.39332019059409],[-107.54698692649302,48.393311314666896],[-107.54700680710897,48.39330638815407],[-107.54699248223581,48.39328885612232],[-107.54693932094898,48.39329892894325],[-107.54692596632222,48.393299220110904],[-107.54690608571715,48.39330414660604],[-107.54688556869087,48.39329567174363],[-107.54670974814812,48.39353623323406],[-107.54677763972387,48.39355265606766],[-107.54677837867781,48.39356604138416],[-107.5468259389697,48.39357835588341],[-107.54699541897975,48.3933467959415],[-107.54698866179919,48.39334699331438],[-107.54698825653807,48.39333802991781]],[[-107.5469864186539,48.39330236738028],[-107.54697329521369,48.39330709651747],[-107.54698692649302,48.393311314666896],[-107.5469864186539,48.39330236738028]],[[-107.54688014149362,48.39332258435482],[-107.5468875350824,48.393335788350605],[-107.54691388455731,48.393326313988915],[-107.54688014149362,48.39332258435482]]]]}"
00000000000000000b12,11551,167.18312930546554,225.54732788263584,167.18312930546554,225.54732788263584,0,0,0,0,326.91317692026496,"{""type"":""Polygon"",""coordinates"":[[[-107.5468504502744,48.393265155507564],[-107.54682947093961,48.39324780471995],[-107.54680918515257,48.39324376780685],[-107.54680276175517,48.39324838702049],[-107.54676346295902,48.39326711586552],[-107.54674960058685,48.39325845972564],[-107.54658717972427,48.39349880105067],[-107.54667577383559,48.393528065532635],[-107.54670974814812,48.39353623323406],[-107.54688556869087,48.39329567174363],[-107.54687211149493,48.3932959790074],[-107.54689176090808,48.39328661455837],[-107.54689805570024,48.39327754127045],[-107.5468504502744,48.393265155507564]],[[-107.5468581204682,48.39328286881428],[-107.54683773207516,48.393278848009096],[-107.54684489445954,48.393287614035756],[-107.5468581204682,48.39328286881428]],[[-107.54683044109505,48.393265627919014],[-107.54681005272047,48.39326160710878],[-107.54681785148887,48.3932837744836],[-107.54683044109505,48.393265627919014]],[[-107.54683166844937,48.39329235925587],[-107.54681142808452,48.39328839370146],[-107.54681859046222,48.39329715973182],[-107.54683166844937,48.39329235925587]]]}"
00000000000000000b11,11552,162.08066943065793,169.32798770619374,162.08066943065793,161.98945902445737,0,0,0,0,355.3684128448367,"{""type"":""Polygon"",""coordinates"":[[[-107.54672232651114,48.39325018218745],[-107.54672192131405,48.39324121880442],[-107.54669437065785,48.39322843194128],[-107.54672054601409,48.39321443223252],[-107.54673326421562,48.39320073976299],[-107.54666559279173,48.39318891376912],[-107.54664999549934,48.39314457907599],[-107.54664283320032,48.393135813056126],[-107.54647223627069,48.393479010772644],[-107.54649224549087,48.393478538432966],[-107.54653291969264,48.39348659631995],[-107.546580479676,48.39349891093037],[-107.54658717972427,48.39349880105067],[-107.54674960058685,48.39325845972564],[-107.54672232651114,48.39325018218745]]]}"
00000000000000000afc,11553,146.04593495668144,146.04593495668144,146.04593495668144,190.47326045947912,0,0,0,0,455.8138297200203,"{""type"":""Polygon"",""coordinates"":[[[-107.54661487749703,48.393114062829625],[-107.54662053597711,48.3930915882821],[-107.54661314254446,48.39307838432225],[-107.54660621141919,48.393074056255294],[-107.5465914817084,48.393047560879936],[-107.54657027151953,48.393025772157166],[-107.54654455857738,48.393048647658965],[-107.54634332822305,48.39345058022878],[-107.54641104521816,48.39346247786622],[-107.54642490753108,48.393471134089644],[-107.54647223627069,48.393479010772644],[-107.54664283320032,48.393135813056126],[-107.54661487749703,48.393114062829625]]]}"
00000000000000000aff,11554,159.86572944790714,159.86572944790714,159.86572944790714,223.03031766928876,0,0,0,0,371.7091134637594,"{""type"":""Polygon"",""coordinates"":[[[-107.54642740155958,48.39311821883399],[-107.54632436349667,48.393205354282905],[-107.54622058696557,48.39340862216817],[-107.54624138029986,48.393421606534666],[-107.54627548279059,48.39343422846301],[-107.54634332822305,48.39345058022878],[-107.54654455857738,48.393048647658965],[-107.54642740155958,48.39311821883399]]]}"
00000000000000000b10,11555,173.58912166099915,173.58912166099915,173.58912166099915,189.05583301899475,0,0,0,0,188.994362000376,"{""type"":""Polygon"",""coordinates"":[[[-107.54603545484686,48.39332786963157],[-107.54604931696817,48.39333652589227],[-107.54609085793714,48.393362423308076],[-107.54617881470162,48.39337828681769],[-107.54622058696557,48.39340862216817],[-107.54632436349667,48.393205354282905],[-107.54603545484686,48.39332786963157]]]}"
00000000000000000b66,11556,183.2003604603749,183.2003604603749,187.18756787309462,254.36292723908147,0,0,0,0,274.1502910107374,"{""type"":""Polygon"",""coordinates"":[[[-107.54597675718665,48.39322648408205],[-107.54597721933341,48.393235360006216],[-107.54597836301257,48.39325770864867],[-107.54602163817877,48.39331928473149],[-107.54603545484686,48.39332786963157],[-107.54632436349667,48.393205354282905],[-107.54642740155958,48.39311821883399],[-107.54597675718665,48.39322648408205]],[[-107.5462822316668,48.39316612707736],[-107.54626887717916,48.393166418149285],[-107.54626923682079,48.39317531016335],[-107.5462822316668,48.39316612707736]]]}"
00000000000000000afb,11557,206.83470904219385,206.83470904219385,206.83470904219385,215.11664419875424,0,0,0,0,451.51810256019235,"{""type"":""Polygon"",""coordinates"":[[[-107.54654884189986,48.3929993866732],[-107.54654837961091,48.39299051079469],[-107.54644903471566,48.393015055210476],[-107.5464359113898,48.39301978424578],[-107.54593233855375,48.393142559476644],[-107.54593251248994,48.39314708489581],[-107.54597624959526,48.39321753679804],[-107.54597675718665,48.39322648408205],[-107.54642740155958,48.39311821883399],[-107.54654455857738,48.393048647658965],[-107.54657027151953,48.393025772157166],[-107.54654884189986,48.3929993866732]]]}"
00000000000000000afa,11558,226.89362415075303,226.89362415075303,159.89527430861602,226.89362415075303,0,0,0,0,323.2753388918936,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-107.546468906654,48.39301011304622],[-107.54644903298014,48.3930150194586]]},{""type"":""Polygon"",""coordinates"":[[[-107.5464209507165,48.392988850927374],[-107.54643407403077,48.39298412189717],[-107.54641401964385,48.39298452285247],[-107.5464209507165,48.392988850927374]]]},{""type"":""Polygon"",""coordinates"":[[[-107.54650867593435,48.39300027609347],[-107.54650077484214,48.39297812490826],[-107.54648076589008,48.39297859723848],[-107.5464740659432,48.392978707107105],[-107.54646891512287,48.39301012884179],[-107.54650867593435,48.39300027609347]]]},{""type"":""Polygon"",""coordinates"":[[[-107.54650867593435,48.39300027609347],[-107.54654837961091,48.39299051079469],[-107.54653415770906,48.392972962684965],[-107.54649388920163,48.39297386820107],[-107.54650077484214,48.39297812490826],[-107.54651463702069,48.39298678104352],[-107.54650867593435,48.39300027609347]]]},{""type"":""Polygon"",""coordinates"":[[[-107.54640079375315,48.39298926798318],[-107.54640726256943,48.392984720180365],[-107.54590045283504,48.39304057606944],[-107.54590155102889,48.39306285327106],[-107.54591628014133,48.393089348775135],[-107.54591691620959,48.39310275009257],[-107.54593233855375,48.393142559476644],[-107.5464359113898,48.39301978424578],[-107.54644169850141,48.39300176379009],[-107.54642131039773,48.39299774291027],[-107.5464209507165,48.392988850927374],[-107.54640079375315,48.39298926798318]],[[-107.54631416714614,48.393000119880924],[-107.54630185402216,48.39302277559301],[-107.54632826037798,48.39301321399014],[-107.54631416714614,48.393000119880924]]]}]}"
00000000000000000b69,11559,234.44106602364906,234.44106602364906,178.04397841808847,234.44106602364906,0,0,0,0,329.6110669411719,"{""type"":""Polygon"",""coordinates"":[[[-107.54636485427197,48.392940983874254],[-107.54635866202855,48.39295004096748],[-107.54632468844655,48.39294187321295],[-107.54629760048687,48.392937962166684],[-107.54629787704624,48.39294247146356],[-107.5462715278749,48.39295194558015],[-107.54627759159861,48.39293843445255],[-107.5462038119411,48.392940047931205],[-107.54617710315215,48.392940630044166],[-107.54617034610207,48.392940827354586],[-107.54588834501277,48.39293368270631],[-107.54588228117454,48.39294719381101],[-107.54590045283504,48.39304057606944],[-107.54640726256943,48.392984720180365],[-107.54641378851572,48.392980084913525],[-107.54641401964385,48.39298452285247],[-107.54643407403077,48.39298412189717],[-107.54641957562846,48.39296206447256],[-107.54647332709116,48.39296532193308],[-107.5464740659432,48.392978707107105],[-107.54648076589008,48.39297859723848],[-107.5464937151947,48.39296934279942],[-107.54649388920163,48.39297386820107],[-107.54653415770906,48.392972962684965],[-107.54653364997765,48.39296401545],[-107.54651978779972,48.39295535932118],[-107.54652585145047,48.39294184817887],[-107.54645887411104,48.39294333588349],[-107.54636485427197,48.392940983874254]],[[-107.54645887411104,48.39294333588349],[-107.54645951038155,48.39295673715549],[-107.54647245968026,48.39294748272323],[-107.54645887411104,48.39294333588349]],[[-107.54628562106862,48.39296503968478],[-107.54627845891441,48.39295627366355],[-107.5462654641467,48.39296545671092],[-107.54628562106862,48.39296503968478]],[[-107.54624558378147,48.39297038303226],[-107.5462252983363,48.39296634600802],[-107.54623263445005,48.39297963743869],[-107.54624558378147,48.39297038303226]],[[-107.54628562106862,48.39296503968478],[-107.54628648838766,48.392982878904526],[-107.54630677386199,48.392986915916325],[-107.5463255557853,48.392959712424094],[-107.54628562106862,48.39296503968478]],[[-107.54617034610207,48.392940827354586],[-107.54615052289012,48.3929456661896],[-107.54615230284179,48.392981415988785],[-107.54617167556275,48.39296754244605],[-107.54617034610207,48.392940827354586]]]}"
00000000000000000af8,11560,193.89675614927341,221.2366817189199,189.81831409229963,221.2366817189199,0,0,0,0,276.5668349675834,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-107.54628224740225,48.392898123535296],[-107.54629564499618,48.392897826844106]]},{""type"":""Polygon"",""coordinates"":[[[-107.54635641962966,48.39290541533188],[-107.54638386726302,48.39291821832911],[-107.54636485427197,48.392940983874254],[-107.54652585145047,48.39294184817887],[-107.54653227480583,48.392937229011395],[-107.54635641962966,48.39290541533188]]]},{""type"":""Polygon"",""coordinates"":[[[-107.54622109041725,48.39288160402445],[-107.54590980544,48.392825994138356],[-107.54589413233714,48.39291566230734],[-107.54588834501277,48.39293368270631],[-107.54617710315215,48.392940630044166],[-107.54622132152251,48.39288604195625],[-107.54622109041725,48.39288160402445]]]},{""type"":""Polygon"",""coordinates"":[[[-107.54622132152251,48.39288604195625],[-107.54621640162827,48.3929219015621],[-107.54621703781014,48.392935302832576],[-107.5462038119411,48.392940047931205],[-107.54627759159861,48.39293843445255],[-107.54628378385404,48.39292937736623],[-107.54629760048687,48.392937962166684],[-107.54632468844655,48.39294187321295],[-107.54634296264919,48.3929057225137],[-107.54631602272957,48.39290186673243],[-107.54627644772592,48.392916085952365],[-107.54628228032837,48.392898136900925],[-107.54622132152251,48.39288604195625]]]}]}"
00000000000000000af9,11561,193.48272166555998,206.23927952191406,191.24153106843718,225.17216332332762,0,0,0,0,284.9503757096827,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-107.5463956814377,48.392886678919595],[-107.54638875989033,48.39288236592573]]},{""type"":""Polygon"",""coordinates"":[[[-107.54631602272957,48.39290186673243],[-107.54634296264919,48.3929057225137],[-107.546349488584,48.3929010872584],[-107.54635641962966,48.39290541533188],[-107.54653227480583,48.392937229011395],[-107.54639571805394,48.39288668679005],[-107.54632221497124,48.39289280965019],[-107.54631602272957,48.39290186673243]]]},{""type"":""Polygon"",""coordinates"":[[[-107.54632221497124,48.39289280965019],[-107.54631528393436,48.392888481575035],[-107.54627448198235,48.39287596963215],[-107.54628720015714,48.392862277309334],[-107.54630812178371,48.39287971556852],[-107.54632713476242,48.39285695006109],[-107.54597166221077,48.392721854546444],[-107.54595264916637,48.39274461992743],[-107.54594066961917,48.392771697307545],[-107.54591536166475,48.39280353584831],[-107.54590980544,48.392825994138356],[-107.5462956347213,48.392897845831],[-107.54632221497124,48.39289280965019]],[[-107.54620566779448,48.39284179488867],[-107.54621392829738,48.39287283801126],[-107.54622618427268,48.39285026983827],[-107.54620566779448,48.39284179488867]]]}]}"
00000000000000000af6,11562,189.7667470915644,223.0250909564541,189.7667470915644,223.03812117109103,0,0,0,0,377.09933167696,"{""type"":""Polygon"",""coordinates"":[[[-107.5465033687936,48.39289325696132],[-107.54650235334417,48.39287536251895],[-107.54650125477716,48.39285308541201],[-107.54650038734965,48.39283524624037],[-107.54645191541086,48.3928050211977],[-107.54644526094269,48.392805202423645],[-107.54641844960751,48.39280580070475],[-107.54640545491077,48.392814983743364],[-107.5463926082306,48.39282422203936],[-107.54639347560567,48.3928420612096],[-107.546380018643,48.39284236839581],[-107.54636528920476,48.39281587309392],[-107.54633141831444,48.3928076892563],[-107.54636442184282,48.39279803393185],[-107.54637667771776,48.392775465773845],[-107.54605545520491,48.392653047740694],[-107.54604939147251,48.392666558782174],[-107.5460104982976,48.39269425039612],[-107.54597166221077,48.392721854546444],[-107.54632713476242,48.39285695006109],[-107.54634614772041,48.39283418456014],[-107.54635330987536,48.39284295055622],[-107.5463544083523,48.39286522766292],[-107.54638878700398,48.39288235872104],[-107.54653227480583,48.392937229011395],[-107.54653884618226,48.39293266510122],[-107.5465033687936,48.39289325696132]],[[-107.54632981216638,48.392776464967255],[-107.54635639233322,48.39277142879054],[-107.54633610695758,48.392767391803034],[-107.54632981216638,48.392776464967255]],[[-107.54632981216638,48.392776464967255],[-107.54630993189924,48.39278139128198],[-107.54632379393566,48.39279004741648],[-107.54632981216638,48.392776464967255]]]}"
00000000000000000af7,11563,167.28465239861436,211.85590215220174,167.28465239861436,211.85590215220174,0,0,0,0,216.84714061394334,"{""type"":""Polygon"",""coordinates"":[[[-107.5461713385391,48.3925566752989],[-107.54614590236069,48.39258405975436],[-107.54610030945473,48.39261186120088],[-107.54608089147703,48.39262566327141],[-107.54606794225693,48.392634917592964],[-107.54605545520491,48.392653047740694],[-107.54637667771776,48.392775465773845],[-107.54638899070888,48.39275281016057],[-107.5461713385391,48.3925566752989]]]}"
00000000000000000afd,11564,204.75456897651452,249.48744622819567,204.75456897651452,249.48744622819567,0,0,0,0,269.45328335464,"{""type"":""MultiPolygon"",""coordinates"":[[[[-107.54647207228489,48.39280460413486],[-107.54645191541086,48.3928050211977],[-107.54650038734965,48.39283524624037],[-107.54647207228489,48.39280460413486]]],[[[-107.5462617853424,48.39248768733694],[-107.54621670024878,48.39252443594762],[-107.54618405661616,48.392542983074215],[-107.5461713385391,48.3925566752989],[-107.54638899070888,48.39275281016057],[-107.54640777245318,48.39272560677621],[-107.54646019388598,48.39270214927548],[-107.54647943783937,48.392683821731374],[-107.5462617853424,48.39248768733694]]]]}"
00000000000000000afe,11565,165.71355584672855,233.1478334022504,165.71355584672855,231.22977514150102,0,0,0,0,236.3865950293839,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-107.54647921760346,48.39267938007693],[-107.54647944036219,48.39268384142223]]},{""type"":""Polygon"",""coordinates"":[[[-107.5463663249388,48.39243179335095],[-107.54635286812872,48.392432100527124],[-107.54632073228551,48.39245959481642],[-107.54630773770836,48.392468777779136],[-107.54627473448681,48.392478433016684],[-107.5462617853424,48.39248768733694],[-107.54647920670143,48.392679383817864],[-107.54647783155906,48.392652597520694],[-107.54649082618742,48.39264341450198],[-107.54653012431164,48.39262468600474],[-107.54654307347872,48.392615431623916],[-107.54655606808636,48.39260624860329],[-107.5463663249388,48.39243179335095]]]}]}"
00000000000000000af1,11566,176.67220978760253,186.67946902840745,176.7738458238396,230.9199174647237,0,0,0,0,232.89073221758008,"{""type"":""Polygon"",""coordinates"":[[[-107.54647071631258,48.392375844057895],[-107.54642522633289,48.392403629438284],[-107.5463663249388,48.39243179335095],[-107.54655606808636,48.39260624860329],[-107.5465690172438,48.392596994222416],[-107.54659485841395,48.392578572924045],[-107.54659399093353,48.39256073384644],[-107.54665367688807,48.39254602614331],[-107.54666010016317,48.39254140700359],[-107.54647071631258,48.392375844057895]]]}"
00000000000000000af5,11567,193.60921880334027,193.60921880334027,194.39103455660384,224.34249884895254,0,0,0,0,227.2864886969328,"{""type"":""Polygon"",""coordinates"":[[[-107.54657525550346,48.392319949971764],[-107.5465420212426,48.39232516738801],[-107.5464775187254,48.39237571809045],[-107.54647071631258,48.392375844057895],[-107.54666010016317,48.39254140700359],[-107.54667304928526,48.39253215262083],[-107.54668604384817,48.392522969598076],[-107.54669899296061,48.39251371521526],[-107.54675770872707,48.39248118451703],[-107.54657525550346,48.392319949971764]]]}"
00000000000000000b0c,11568,184.60027718871257,184.60027718871257,184.60027718871257,219.02116226238374,0,0,0,0,219.03696359694004,"{""type"":""Polygon"",""coordinates"":[[[-107.54668672548982,48.39226838383458],[-107.54667373102242,48.39227756681115],[-107.54664742777176,48.39228711226053],[-107.54658178131568,48.39231531475468],[-107.54657525550346,48.392319949971764],[-107.54675770872707,48.39248118451703],[-107.5468163789799,48.392448582444565],[-107.54683579674247,48.39243478027647],[-107.54686220268299,48.392425218642586],[-107.54668672548982,48.39226838383458]]]}"
00000000000000000b0d,11569,194.61033932087466,195.8951321470971,194.61033932087466,193.28646001301556,0,0,0,0,223.87954817712307,"{""type"":""Polygon"",""coordinates"":[[[-107.54678456445508,48.39221259952152],[-107.54675192119156,48.39223114672351],[-107.5466999056744,48.39226356737554],[-107.54668672548982,48.39226838383458],[-107.54686220268299,48.392425218642586],[-107.54693478040056,48.392401343883755],[-107.54698060402764,48.39237798004786],[-107.54678456445508,48.39221259952152]]]}"
00000000000000000b0a,11570,141.35814634304415,228.68228531491525,141.35814634304415,228.83083134725985,0,0,0,0,238.6582563817501,"{""type"":""Polygon"",""coordinates"":[[[-107.54688230064885,48.392156831275464],[-107.54687564626758,48.39215701252685],[-107.54678456445508,48.39221259952152],[-107.54698060402764,48.39237798004786],[-107.54703261963094,48.3923455591719],[-107.54707857181141,48.3923266493],[-107.54709845189547,48.392321722872644],[-107.54688230064885,48.392156831275464]]]}"
00000000000000000b05,11571,157.56804075591705,159.79623046832927,157.26313102595947,222.362796822015,0,0,0,0,234.80211963877082,"{""type"":""Polygon"",""coordinates"":[[[-107.54699377007361,48.392105264953514],[-107.54695506358138,48.39213732314119],[-107.54692206059599,48.39214697853542],[-107.54689575743306,48.39215652402728],[-107.54688230064885,48.392156831275464],[-107.54709845189547,48.392321722872644],[-107.54714468071285,48.39230732221641],[-107.54717039289605,48.39228444689104],[-107.547202990704,48.392265828168924],[-107.54699377007361,48.392105264953514]]]}"
00000000000000000b07,11572,175.78468464449335,175.62571461434453,175.62571461434453,228.1537445552209,0,0,0,0,244.18376684188843,"{""type"":""Polygon"",""coordinates"":[[[-107.54709110057544,48.39204053343946],[-107.54707787502075,48.39204527857099],[-107.54705207979637,48.392063771161794],[-107.54700671899718,48.392096010606444],[-107.54699377007361,48.392105264953514],[-107.547202990704,48.392265828168924],[-107.54730742673473,48.392209949518936],[-107.54709110057544,48.39204053343946]]]}"
00000000000000000b08,11573,171.40925906475852,171.40925906475852,171.40925906475852,245.73979418955608,0,0,0,0,252.9368211813271,"{""type"":""Polygon"",""coordinates"":[[[-107.54718870750592,48.391980311121515],[-107.54715560206557,48.391989982668306],[-107.54713732903117,48.3920261328719],[-107.54711098050373,48.3920356070399],[-107.54709110057544,48.39204053343946],[-107.54730742673473,48.392209949518936],[-107.54736018118166,48.39219091353762],[-107.54741885081089,48.39215831129001],[-107.54718870750592,48.391980311121515]]]}"
00000000000000000aea,11574,187.25439567799657,187.25439567799657,187.25439567799657,190.5849651355369,0,0,0,0,264.26459960639477,"{""type"":""Polygon"",""coordinates"":[[[-107.54733491486962,48.39195476684816],[-107.54728608297413,48.39191565093248],[-107.54724742227003,48.39194778047441],[-107.54718870750592,48.391980311121515],[-107.54741885081089,48.39215831129001],[-107.54742542199511,48.39215374739065],[-107.54751686329922,48.39210705168398],[-107.54752338902156,48.392102416423626],[-107.54733491486962,48.39195476684816]]]}"
00000000000000000ae9,11575,210.2037575857312,207.0191231423733,210.2037575857312,207.0191231423733,0,0,0,0,243.78157357871532,"{""type"":""MultiPolygon"",""coordinates"":[[[[-107.54734814039553,48.391950021689986],[-107.54736825154706,48.39194953309362],[-107.54739951861484,48.3919041998986],[-107.54731844917839,48.39189259446564],[-107.54728608297413,48.39191565093248],[-107.54733491486962,48.39195476684816],[-107.54734814039553,48.391950021689986]]],[[[-107.54733491486962,48.39195476684816],[-107.54752338902156,48.392102416423626],[-107.54756910961291,48.39207906855339],[-107.54758926632772,48.39207865126555],[-107.54763485817236,48.39205084941637],[-107.54744610687978,48.391898691011754],[-107.54743968376602,48.391903310144336],[-107.5473691194222,48.39196737194975],[-107.54733491486962,48.39195476684816]]]]}"
00000000000000000aec,11576,118.19880872660993,170.78700445259315,118.19880872660993,170.78700445259315,0,0,0,0,183.5090785138309,"{""type"":""Polygon"",""coordinates"":[[[-107.54759104073722,48.391846344428735],[-107.54751827821445,48.391865852928504],[-107.54747898100203,48.39188458154087],[-107.54744610687978,48.391898691011754],[-107.54763485817236,48.39205084941637],[-107.54768723309604,48.39202732021005],[-107.54759104073722,48.391846344428735]]]}"
00000000000000000af0,11577,169.8905818693778,188.18791928828932,174.87081611366835,188.18791928828932,0,0,0,0,195.52691420912743,"{""type"":""Polygon"",""coordinates"":[[[-107.54772995679575,48.39180757995439],[-107.54767730546182,48.39182659988436],[-107.54766384868809,48.39182690724],[-107.54761785170592,48.391845745839994],[-107.54759104073722,48.391846344428735],[-107.54768723309604,48.39202732021005],[-107.5477198760395,48.39200877276884],[-107.54778598449177,48.39198944536995],[-107.54772995679575,48.39180757995439]]]}"
00000000000000000aed,11578,156.21129707799244,166.54964833236212,166.54964833236212,200.04831774071152,0,0,0,0,206.3019362539053,"{""type"":""Polygon"",""coordinates"":[[[-107.54786304106749,48.39178676405414],[-107.54783669269052,48.391796238375115],[-107.54778959635965,48.39179280041772],[-107.54772995679575,48.39180757995439],[-107.54778598449177,48.39198944536995],[-107.54780586445192,48.3919845188303],[-107.54783267558034,48.39198392017592],[-107.54787862729249,48.391965010060936],[-107.54791879270964,48.39196412009831],[-107.54786304106749,48.39178676405414]]]}"
00000000000000000aaa,11579,134.7893057028452,144.9400186183406,144.9400186183406,206.67567375851607,0,0,0,0,206.58512417972088,"{""type"":""Polygon"",""coordinates"":[[[-107.54799635671215,48.39177038580527],[-107.54786956671121,48.39178212880008],[-107.54786304106749,48.39178676405414],[-107.54791879270964,48.39196412009831],[-107.54797218368275,48.391958484873165],[-107.54805279137932,48.39196121405415],[-107.54799635671215,48.39177038580527]]]}"
00000000000000000b04,11580,123.2417488981696,199.31871915073953,133.655675870297,222.2940075469952,0,0,0,0,225.74893271923065,"{""type"":""Polygon"",""coordinates"":[[[-107.54812177042389,48.39173185686351],[-107.54810841619674,48.391732148177056],[-107.54804304759911,48.391764860536675],[-107.54799635671215,48.39177038580527],[-107.54805279137932,48.39196121405415],[-107.54807290268349,48.391960725306085],[-107.54818587650142,48.39194039762449],[-107.54812177042389,48.39173185686351]]]}"
00000000000000000abb,11581,168.88487084519636,204.20782319377457,101.53830257443819,199.31618848431356,0,0,0,0,232.72904201224446,"{""type"":""Polygon"",""coordinates"":[[[-107.54825513158319,48.39171554962843],[-107.54820174083939,48.39172118497955],[-107.54814215841276,48.391735877289435],[-107.54812177042389,48.39173185686351],[-107.54818587650142,48.39194039762449],[-107.54825244764224,48.39192994561143],[-107.54827879613197,48.39192047114965],[-107.54831896166806,48.391919581017206],[-107.54825513158319,48.39171554962843]]]}"
00000000000000000abe,11582,174.42807299997293,176.17936683308847,167.34993588082932,174.42807299997293,0,0,0,0,222.5080521889031,"{""type"":""Polygon"",""coordinates"":[[[-107.54836926163988,48.391717410950754],[-107.54836250466147,48.39171760840924],[-107.54835521326605,48.39170438883261],[-107.54833482522331,48.39170036845571],[-107.54828194264248,48.39171495085326],[-107.54825513158319,48.39171554962843],[-107.54831896166806,48.391919581017206],[-107.54838553283105,48.391909128915316],[-107.54841188131014,48.39189965442096],[-107.54846499557043,48.39188950973014],[-107.54847169546153,48.39188939972613],[-107.54836926163988,48.391717410950754]],[[-107.54834285617054,48.39172697286056],[-107.5483292705452,48.391722826382],[-107.54833666450672,48.39173602986053],[-107.54834285617054,48.39172697286056]]]}"
00000000000000000abd,11583,206.20683308980048,201.01550712655578,206.21465136584118,206.20683308980048,0,0,0,0,233.9651712179184,"{""type"":""Polygon"",""coordinates"":[[[-107.54843526711879,48.39169809932505],[-107.54836926163988,48.391717410950754],[-107.54847169546153,48.39188939972613],[-107.54849134403788,48.39188003521773],[-107.54854496653287,48.39187883751464],[-107.54866910660013,48.39181350585517],[-107.54843526711879,48.39169809932505]]]}"
