stream,Input_FID,Shape_Area_0,NDVI_veg19_0,Veg_area_veg19_0
lt,2554,457.8148923,0.41459079115054015,373.6691436468386
lt,2544,174.737462457,0.292932108468354,110.8156941133387
lt,2930,704.150903717,0.21037233577868372,254.69074473661536
lt,2914,407.804881553,0.30861026629199184,393.5869621426451
lt,3006,1215.39032668,0.2529830763600966,1032.7871723249848
lt,3017,433.057784407,0.20208107218855906,44.11672794117647
lt,3013,512.660762546,0.2651310855096091,260.2347289141486
lt,2994,127.691435582,0.21173085382918722,127.35604316861021
lt,2953,175.398807127,,0.0
lt,2956,123.273793337,,0.0
lt,2982,100.647968465,,0.0
lt,3002,643.588509008,0.20566153633316286,292.52878397025313
lt,3010,821.844294502,0.28982448520313214,530.1828498391544
lt,3011,623.683997674,0.2994408874392744,399.9355943567612
lt,3012,396.764330777,0.2854918613854851,335.33726959228517
lt,3014,467.224672707,0.25249425461854275,252.8823295144474
lt,3007,847.015891656,0.2635427445173263,123.41995688045726
lt,3009,885.716983048,0.27118825961535326,662.0051554960364
lt,2995,143.787169119,0.20609092892416372,117.37778849882238
lt,2997,125.007588861,0.210301705382087,20.21952777937347
lt,3005,856.681011987,0.22299154538475283,478.7095661238128
lt,3003,942.525159186,0.207236506980041,190.38041268143
lt,3008,1021.100586,0.25367254059688715,133.92393493652344
lt,2996,139.00844523,0.20397643744945526,7.352534993489583
lt,2999,141.00226855,0.19213584065437317,8.665546910903034
lt,3015,1208.69476206,0.21045520231548673,232.39994722254136
lt,3001,376.086340432,0.21876617859012074,152.82900166231042
lt,2993,130.830888742,0.21353884126207914,133.6579740337297
lt,3000,321.826342969,0.19248445319735313,31.77368232876647
lt,2988,213.034230369,0.20042598595221836,39.38809069465188
lt,2989,223.14798965,0.1961635947227478,3.1510483685661765
lt,2985,120.888384467,,0.0
lt,2977,208.495648883,,0.0
lt,2958,190.630479284,,0.0
lt,2981,129.618625099,,0.0
lt,3004,938.986277414,0.21494757699437592,284.12665695489625
lt,2983,103.675715473,,0.0
lt,2984,116.06850408,,0.0
lt,2998,123.459075315,0.21404697529731256,16.280672439874387
lt,2979,141.785198232,,0.0
lt,2991,126.432007885,0.20885617750478375,85.07874217313878
lt,2955,113.58263328,,0.0
lt,2954,165.386245555,,0.0
lt,2980,130.332371966,,0.0
lt,2992,115.189928843,0.20459301735634663,114.75135530957988
lt,2990,169.010847885,0.24357697367668152,2.6258871041092218
lt,2976,226.046333204,,0.0
lt,2972,224.279407207,0.18883702155579338,116.84966771742879
lt,2987,191.575615885,0.21678806841373444,15.23004108503753
lt,2975,215.922684021,0.1962623062079826,127.61570488424861
lt,2971,387.892880475,0.2026353549900101,218.99441555247586
lt,2968,86.8478472282,,0.0
lt,2967,160.896898238,,0.0
lt,2966,86.7365997526,,0.0
lt,2962,102.051937887,,0.0
lt,2973,95.8634432184,0.1943758229414622,0.7877494363223805
lt,2978,200.823535345,,0.0
lt,2964,111.94516258,,0.0
lt,2963,130.849612346,,0.0
lt,2986,94.5814736689,,0.0
lt,2959,433.398726845,,0.0
lt,2957,116.103266746,,0.0
lt,2969,83.9227412841,,0.0
lt,2974,248.650488816,,0.0
lt,2943,372.434238369,0.21792180663037375,85.86130308263442
lt,2931,146.6006893,0.2064359486103058,13.391011047363282
lt,2949,137.443891369,,0.0
lt,2944,545.785098373,0.21563110426887053,23.894135089949064
lt,2960,108.490648856,,0.0
lt,2961,70.6839932808,,0.0
lt,2945,359.55487653,,0.0
lt,2965,88.2121194119,,0.0
lt,2948,158.032430932,,0.0
lt,2950,355.545807925,0.19447433948516846,51.202155618106616
lt,2912,230.964999045,0.3641285213905364,232.89688050513175
lt,2947,253.115266035,,0.0
lt,2941,285.947164882,0.21499762340233877,150.1915565341127
lt,2951,355.649780237,0.2052135900101241,89.27555338541667
lt,2933,228.80579764,0.2118509994710193,71.4189697265625
lt,2946,171.894443903,,0.0
lt,2939,460.145635461,0.20922569930553436,66.4308334649778
lt,2940,467.485953874,0.18711107033386565,74.83328022676356
lt,2937,493.974896694,0.20951958378549101,291.979199368346
lt,2938,315.14400432,0.19004467892869611,140.47593829585057
lt,2935,365.255743311,0.24279678172992364,232.11228260713466
lt,2936,369.580463711,0.22471359598861793,250.23003818287566
lt,2942,507.932678583,0.2224066093396605,116.84477299708945
lt,2929,191.120997864,0.21449044843514764,96.0999490775314
lt,2932,155.747988002,,0.0
lt,2934,321.345991309,0.2372519656901761,205.8549606323242
lt,2952,225.331401814,0.19800227683670119,55.66593328737745
lt,2927,140.509343788,,0.0
lt,2920,157.921714976,0.23697384072016484,126.82031854367723
lt,2925,258.465049148,0.22970791501658308,73.51937103271484
lt,2921,292.69324882,0.21875661234207824,284.0992253920611
lt,2926,251.787658012,0.2165833122906138,80.08349384981044
lt,2923,224.746960545,0.2190387259199195,38.3351167566636
lt,2924,240.718459642,0.23136799919762108,19.95526625689338
lt,2918,102.918150238,,0.0
lt,2915,1053.93979122,0.29818254786818693,1038.9749300190044
lt,2919,171.142764997,0.19253604114055634,32.55853666417739
lt,2917,184.692033638,0.22249458628158048,38.334855562097886
lt,2928,116.866814154,,0.0
lt,2922,189.475603954,0.22938541920832645,148.8766355626723
lt,2916,290.521567231,0.24722839305397531,188.78552464503866
lt,2913,161.160143989,0.38190061225883376,162.00359320547068
lt,2901,142.900298583,0.4155469827535675,43.06143762925092
lt,2899,137.659207347,0.2721262003505702,112.64241916432098
lt,2903,103.473973177,0.4210364818572998,66.95528411865234
lt,2902,30.8838056709,,0.0
lt,2904,376.0354628,0.30527015030384064,236.31276747759654
lt,2900,76.1410809965,0.3085017502307892,2.888267158059513
lt,2898,285.791829609,0.3145090328538837,261.2564966538373
lt,2895,274.634411239,0.3274667989037353,115.00496027329389
lt,2908,226.19313725,0.3669933276922524,192.9876282635857
lt,2911,185.931385425,0.3818474344076604,183.2718293732288
lt,2886,548.786013757,0.41512949970453533,140.73595664828431
lt,2906,397.325936546,0.33422619848469504,401.7304095099954
lt,2909,214.472795538,0.3769499762714429,210.84194344913254
lt,2905,381.797417136,0.38260360024693996,334.51332352582153
lt,2896,290.802513423,0.3844312083593665,294.60209000531364
lt,2880,348.25988241,0.28688134988955294,342.91486277860747
lt,2910,208.61816258,0.3845887462099888,210.57910760617725
lt,2907,214.657655888,0.317177152098563,210.57998809814455
lt,2892,296.782247751,0.2603605457266471,174.60832663143384
lt,2888,446.802966906,0.34448088078029354,442.6892160453049
lt,2897,408.911085365,0.343560348264873,344.49065686394187
lt,2893,282.893569797,0.361083815863444,283.31152559168197
lt,2890,498.12563211,0.23405484331620705,48.57515851189108
lt,2891,244.220883896,0.2624441921041253,46.73717435948989
lt,2887,628.228697924,0.3474547278802126,436.12417426015816
lt,2894,766.383641288,0.2491003815717409,633.8382514804017
lt,2859,300.673720747,0.2917372651167751,50.93744788076363
lt,2889,333.955690692,0.35654692971745644,239.199429770077
lt,2881,408.661940946,0.3001001323011598,404.8804632747874
lt,2867,1229.67913617,0.27185493053999976,70.63037507300282
lt,2879,309.210630704,0.3807371807143167,314.55756180707147
lt,2871,293.266969228,0.38764915295556207,246.5514148487764
lt,2868,328.550222948,0.31206824407573314,297.48821575688385
lt,2883,314.215789458,0.3701609058968945,238.14891788258274
lt,2970,100.919806152,,0.0
lt,2877,112.327064231,0.41447350029882635,39.91053251378676
lt,2874,171.46794465,0.3239068912852342,164.89346699434168
lt,2873,144.454241549,0.3341750170043076,136.01068366555606
lt,2876,52.282817978,,0.0
lt,2875,25.4984000445,,0.0
lt,2872,179.258349018,0.39469043959695665,190.88730684168198
lt,2878,230.713151074,0.4273055291199155,201.39054574405444
lt,2864,451.480859215,0.22966228164479038,154.38858543844782
lt,2870,358.489925669,0.36999849800486123,201.65192619772517
lt,2882,352.304623186,0.2595661612541041,294.86363235174446
lt,2865,257.992781001,0.25602110597844185,79.82011347751991
lt,2863,664.696193163,0.2308460254058895,263.6155376957912
lt,2869,357.619830703,0.30924557093179456,306.1533011642157
lt,2884,383.029670909,0.307334360282568,110.80336148131128
lt,2866,250.51080348,0.2556738133426738,167.25477462469362
lt,2861,291.490413383,0.25262313411512566,246.54833813835592
lt,2862,483.892058702,0.22251126002664712,270.9671476476333
lt,2860,78.5440793053,0.2573173708122247,82.44520473106235
lt,2847,118.225989679,0.3063027810514643,116.84098337210861
lt,2885,293.631692189,0.4118101606980019,146.5124880323223
lt,2848,117.628375932,0.31660397047181316,112.11484928505094
lt,2855,127.458738235,0.25956795875062333,61.70261667288985
lt,2832,95.7860090355,0.2894858550791647,66.95518359015969
lt,2856,127.980558185,0.25860790933034694,95.04829194312
lt,2850,84.5136608332,0.288801296800375,84.02046143774893
lt,2853,74.0853871077,0.23142050206661224,19.95488879633885
lt,2851,81.9060701067,0.24361216360212942,79.81947844262217
lt,2849,90.0569232355,0.3059811462866671,85.0707093182732
lt,2854,94.5048274942,0.22738589836885933,83.75802007936963
lt,2852,97.8965435743,0.21575411920284118,45.161021034390316
lt,2858,235.912411611,0.24827773079344756,113.9527614219516
lt,2857,105.244949935,0.26322048087373817,106.07586439544079
lt,2808,208.568184081,0.23511369947729438,38.07335019579121
lt,2809,96.3264544042,0.26731452345848083,7.352079264322916
lt,2805,85.6508445088,0.22358604893088338,81.92330896714154
lt,2807,115.630089674,0.26780912081400554,7.877227783203125
lt,2810,91.6152407274,0.2415468377225539,53.565057373046876
lt,2778,131.758998557,0.26850032806396484,14.441857431449144
lt,2804,76.2069374837,0.21377004113759884,46.73829806458717
lt,2803,75.7213683533,0.273922390749921,48.313828890931376
lt,2794,75.8192666439,0.2392846077887548,75.62152000876034
lt,2800,81.0442222578,0.32871814839467656,79.03513617422065
lt,2797,89.2359380484,0.2288888841867447,3.413477041207108
lt,2798,128.639863943,0.257271945476532,1.8380292406269148
lt,2777,105.583441998,0.2713528424501419,17.855413399490654
lt,2779,161.420502998,0.3061247340544244,81.66200420903225
lt,2776,85.7905367452,0.27616393991879057,33.08503902659697
lt,2782,74.6312686242,0.2857926063759383,56.45428272322113
lt,2785,78.6189734084,0.31578608363304494,27.833134520287608
lt,2788,103.519467227,0.29341089447545265,50.6771421843884
lt,2784,88.484813777,0.27669484160012675,47.26388684441062
lt,2789,94.2859210811,0.3036623021960258,52.51507224288641
lt,2765,140.199867114,0.2598023488021949,107.13179240507239
lt,2795,82.8098914265,0.24479773590290868,77.72222673004748
lt,2796,80.3156654116,0.23937436299664636,12.866182693780637
lt,2801,73.0036965636,0.3576115785460723,69.84499176623775
lt,2842,69.0269517497,0.2960721388095762,53.82593282063802
lt,2813,192.638554619,0.29082849138338146,137.58805565927543
lt,2799,98.5023579761,0.26638608309159795,65.3812962251551
lt,2787,75.5451162871,0.27552860975265503,46.47596166274127
lt,2764,105.646750722,0.2623989808834294,108.18211918251187
lt,2792,72.2566083209,0.24661363263166583,68.79447661755133
lt,2642,146.98333851,0.36067825542787274,120.26259487376494
lt,2823,173.293365706,0.2585015560073597,78.50909684125115
lt,2825,304.008643212,0.2977907235291622,296.18039954690374
lt,2821,267.799385738,0.36872712280692127,269.1358921724207
lt,2827,106.996857011,0.33824447322852663,104.24054017908433
lt,2824,167.409563715,0.23451551730366055,115.0063331155216
lt,2829,166.615872928,0.28350509953145914,159.6426461612477
lt,2812,209.698883883,0.27183092992193525,206.38244207045614
lt,2811,74.2464107885,0.3080224301477875,77.98436072854435
lt,2820,206.262361319,0.35769988360757726,205.8560063979205
lt,2822,259.952387205,0.3137738461567153,206.64426568723192
lt,2815,146.879226428,0.3418456631181128,50.1512549606024
lt,2826,71.2925486802,0.31791964606805284,72.2070150936351
lt,2806,85.2756779676,0.22502277791500092,4.201195331648284
lt,2814,145.947817512,0.3373744177669751,84.28571301628563
lt,2816,98.827377572,,0.0
lt,2802,66.9546573048,0.3195713795721531,58.81683517156863
lt,2837,78.3966787795,0.2882352374353499,55.664303289675246
lt,2817,29.341506284,0.24389879405498505,18.64257911233341
lt,2793,83.1771225924,0.28200637243295973,74.83371869255514
lt,2831,178.075471573,0.22627590676939743,112.11725454891429
lt,2828,232.800973912,0.30360224719682255,234.73809984992528
lt,2835,74.2145533771,0.21826857698839264,46.474588012695314
lt,2830,163.103457482,0.23070576037280263,168.0447392183192
lt,2833,99.3680595906,0.31933007988643947,83.23438280890969
lt,2836,71.4913957384,0.26825481065562073,18.64232195685892
lt,2819,119.750367282,0.34375018774721755,105.55369893990311
lt,2834,88.8893453918,0.2734496795186183,86.12249827665441
lt,2838,98.6817295995,0.3108360845706649,96.88724006204043
lt,2818,114.285813472,0.24525470607107577,94.00061160816867
lt,2840,140.799528729,0.28498465361097897,140.9981579948874
lt,2839,106.767121056,0.3176818554952076,100.03789376651541
lt,2844,116.756792922,0.27360661260716557,116.57879513011258
lt,2845,190.106037221,0.3370363344669342,164.10291843788295
lt,2841,132.806795587,0.28571818957649153,101.61310649198644
lt,2843,83.0007701773,0.27981499970144946,84.28342473647173
lt,3016,1278.65689209,0.20270907465172439,199.57544088924635
lt,2774,93.6164953458,0.260806367672109,40.43726992139629
lt,2775,77.9540034044,0.2921938790994532,17.855417887369793
lt,2773,97.2837139113,0.23781676590442657,21.006373985140932
lt,2771,82.5225771005,0.21124651976700487,38.07398777382046
lt,2766,95.3211244671,0.25358366081254735,51.72788537717333
lt,2783,102.360628956,0.24666009833415348,78.77327324362362
lt,2780,89.1416460483,0.3271239866004434,90.32708949668735
lt,2772,96.3064104413,0.24474406129483017,34.66045783547794
lt,2770,67.3497227449,0.2127349222248251,43.325572294347424
lt,2768,70.700051645,,0.0
lt,2781,61.9010936315,0.2895666117928609,62.4936498006185
lt,2769,68.9245606272,0.21263016760349274,10.765748267080271
lt,2786,97.3866925293,0.3253968358039856,26.520229863185506
lt,2767,66.910903707,0.2579385313917609,4.4638324812346815
lt,2791,75.2288782646,0.28255676633533944,49.1014529359107
lt,2760,88.1027223097,,0.0
lt,2716,138.889956205,0.311986617222735,63.80697003532859
lt,2790,82.0792595838,0.3015060872839601,39.12369300991881
lt,2761,98.4697697608,0.22282466836142958,74.83495151295381
lt,2762,82.6040655933,0.24253763580808838,64.33174028583602
lt,2758,79.8014985775,0.25340598821640015,35.710835774739586
lt,2756,75.4596919408,0.26430767115793724,74.83530426025389
lt,2759,94.990636855,0.21854089200496674,7.614797554764093
lt,2751,91.2153567262,0.2619378864765167,15.754834343405332
lt,2755,84.7121206896,0.2409977638913739,81.39989127364814
lt,2749,100.513629688,0.22770897429140782,49.62772548899932
lt,2752,61.3220399336,,0.0
lt,2750,101.730775536,0.2139095691117373,34.66063555549173
lt,2747,92.2290806647,0.30631918617879145,80.61219084496591
lt,2753,89.8776023254,0.2226364405258842,12.078722127278645
lt,2757,72.1750649016,0.2524064181573329,70.63394374473424
lt,2754,82.2056274803,0.2437011629247205,81.66257668289484
lt,2735,105.067566032,0.26389280884038835,66.17110344381894
lt,2734,86.9801171142,0.23001821955562804,80.61313036750344
lt,2736,95.3072121365,,0.0
lt,2737,68.8273264141,,0.0
lt,2739,84.3043553139,0.2641803688862745,44.63922882080078
lt,2738,92.4330531374,0.27141978591680527,17.855694580078126
lt,2733,70.7814172199,0.19548164308071136,41.750743910845586
lt,2730,101.998468729,0.23368231144539386,96.89273771398207
lt,2731,89.6047577401,0.24369303595910716,86.127003030216
lt,2729,83.0909449812,0.2653818159915839,82.45064436968636
lt,2728,101.315917379,0.30902968309252393,103.45713070140164
lt,2744,88.6760026062,0.25182369899423657,86.38931795008043
lt,2741,92.5353032818,0.2412232868373394,2.1006618724149817
lt,2740,74.4793607159,0.2737815130282851,17.855662716136255
lt,2742,92.0063935596,0.1995668262243271,0.2625823974609375
lt,2745,85.985408599,0.25875517286331723,68.5336727366728
lt,2743,88.3837218639,0.23855036594297574,72.47261514102712
lt,2748,93.0672792388,0.2594029592225072,74.3102117800245
lt,2732,73.4443563916,0.24883018152133846,9.715548706054687
lt,2721,93.3615125916,0.2221691144791154,94.26674768784466
lt,2720,86.6982938985,0.24476283299524365,86.3891855576459
lt,2717,206.106930923,0.2514282635072383,107.65787491143918
lt,2722,93.7026104582,0.2336627574453891,18.643286491842833
lt,2723,78.6411680621,,0.0
lt,2724,107.021175745,0.226298285027345,22.056904781565947
lt,2719,118.737779877,0.2496725869261556,37.811671357996325
lt,2725,103.008265501,0.29696101650514234,96.10500039493337
lt,2726,75.1442990798,0.33033340071377,74.83576292150161
lt,2714,93.3585186263,0.26718409669895965,88.22693230124081
lt,2718,84.4066045708,0.2571696474083833,14.704509809905407
lt,2727,89.3861537815,0.35913000669277884,93.21644951315487
lt,2763,87.6118808168,0.2632438367103586,53.04080125397327
lt,2746,87.9034099289,0.3238926974800525,55.40452806061389
