stream,Input_FID,Shape_Area_0,NDVI_veg23_0,Veg_area_veg23_0
lrb,1,98.6367729824,0.5050582407027717,99.23609062643612
lrb,2,96.3409686891,0.48634585560498855,96.11063438864315
lrb,3,120.91584563,0.41246956547709995,119.03152926575902
lrb,4,146.908481863,0.3170524881600906,145.07802668552776
lrb,5,154.256690675,0.2953323488867523,155.23629365808824
lrb,6,140.794857801,0.30102034774343334,137.00400749655333
lrb,7,154.00703469,0.29568801781938986,151.850580701641
lrb,8,138.414387057,0.3408822642998477,131.01358448103363
lrb,9,141.408417931,0.35900719516745233,139.3484929402669
lrb,10,130.607877904,0.3491232907309114,134.13917122635186
lrb,11,134.654107829,0.3300283907281326,139.08794483857997
lrb,12,107.606926544,0.3059456372003761,108.61351067038143
lrb,13,114.748888868,0.35515847815895957,113.04123433430989
lrb,14,105.404024838,0.39456723178877984,103.1434643913718
lrb,15,103.149709032,0.4666378952068545,106.0083703134574
lrb,16,135.584940353,0.4583853499568772,137.52412252987133
lrb,17,115.497412589,0.41589019355112616,107.04984274471508
lrb,18,86.1937080342,0.47234664699822393,86.21274390127144
lrb,19,109.937472877,0.4771290317672124,109.91454934512866
lrb,20,110.077486898,0.4718904365511502,110.69574872185203
lrb,21,113.323291994,0.4641102715779882,113.56062200209674
lrb,22,119.020902146,0.4583944231271744,116.68593741024243
lrb,23,133.216470837,0.4721626989841461,130.22959858015471
lrb,24,128.735315241,0.47164575944914194,127.10387046664368
lrb,25,106.577695329,0.42593387325308213,104.70424607220819
lrb,26,124.931012837,0.3766830178093348,121.63383424048331
lrb,27,123.855305153,0.3385278301579611,127.62416181377337
lrb,28,132.434323751,0.3216164258756037,132.3121462354473
lrb,29,123.445495657,0.3853041736948567,123.19593996534162
lrb,30,121.984204834,0.43044176659026706,120.3307320987477
lrb,31,184.676545717,0.41449468979518195,144.81333307004442
lrb,32,185.377582241,0.35931017020948575,79.69935410443473
lrb,33,125.702950741,0.4409623505356155,27.868789912205113
lrb,34,96.2809157902,0.368061352338431,69.02083482929305
lrb,35,96.9546622513,0.3549672197117362,89.59693133784276
lrb,36,113.897178784,0.3393023527585543,50.78904050939224
lrb,37,109.337408005,0.35135361395384135,44.53817641314338
lrb,38,125.329870221,0.3395463557875887,63.812094146130136
lrb,39,134.959496003,0.31821300883159453,111.47594885732612
lrb,40,120.903834716,0.3186000659604746,84.90935815549365
lrb,41,97.4138823564,0.36574863439621635,96.63000383564071
lrb,42,95.7320123999,0.37954937878662975,96.1091079711914
lrb,43,102.101517285,0.3748026303262535,99.2346617754768
lrb,44,91.8296174675,0.39687352755674465,89.33730779909621
lrb,45,97.0137358816,0.3722774235407511,97.67209041819852
lrb,46,90.924711115,0.3677493057901852,87.77474137848499
lrb,47,99.1263720758,0.3801270328972437,95.06766656613817
lrb,48,88.8648793119,0.44266569693531616,88.29578366747089
lrb,49,85.955062518,0.47103015891638006,85.17034723618451
lrb,50,93.5528984507,0.48676135900330414,92.20277925379136
lrb,51,110.572012955,0.4455251957062021,109.65355341294233
lrb,52,113.291424345,0.36332269926913324,109.13261081471163
lrb,53,118.542703943,0.39586656692196526,121.6347516228171
lrb,54,108.212286228,0.3836523706181686,104.444518773696
lrb,55,152.269046072,0.38577257585208147,156.53672090418198
lrb,56,173.243585292,0.33059673051070565,165.91358220717484
lrb,57,123.198517328,0.396441928932077,123.1982162475586
lrb,58,124.840246187,0.46867628941505124,120.85427198223039
lrb,59,124.255284816,0.5135219610266147,129.18923208199294
lrb,60,124.480819046,0.5134746295392004,121.8964625639074
lrb,61,108.47834268,0.5052181411899076,109.1339261821672
lrb,62,120.396743711,0.5327597281389069,118.77120469037226
lrb,63,70.035057983,0.5409545399484592,115.12488926906212
lrb,64,117.920768183,0.4980478956458274,115.90636162851374
lrb,65,101.303927808,0.49471588645662584,107.5716759775199
lrb,66,97.897634477,0.510616470591442,96.37184472177543
lrb,67,109.697806694,0.5084382048716731,106.26963608685662
lrb,68,110.877545069,0.47253589028363036,108.61396493350759
lrb,69,132.31180415,0.4500474954352659,132.83743151496438
lrb,70,109.325008146,0.43194555491209036,109.39570824118222
lrb,71,124.920504428,0.4194770734238675,121.63779048545689
lrb,72,106.722747201,0.4484499169008073,106.53090865191291
lrb,73,98.9397871485,0.4804764697426244,98.97753726734834
lrb,74,105.391689848,0.48886580135771085,109.13592547248392
lrb,75,111.221048872,0.4858800654227917,111.74073495303882
lrb,76,140.155394821,0.4103531930353734,140.39239705403645
lrb,77,127.875059302,0.3721777973831563,125.80638053744448
lrb,78,110.01405756,0.32926915100840637,112.00172947902306
lrb,79,93.7848096923,0.33133814405787093,91.94575380811506
lrb,80,82.387134131,0.34335511409003155,83.08992438222847
